Corpus,Order_No,MDL_No,Docket_No,Date,Judge,Judge_Type,Contested,OU_Create,OU_Terminate,OU_Functions,OU_Duties_to_Nonclients,OU_Plaintiff,OU_Defendant,Order_Types,Appointments_Count,Applications_Solicited,Resolve_Rule_23,IRPA_Duties_to_Clients,Limit_Nonleader_Practice,Rule_23,MCL,MDL Type,Notes,Needs_Motion_Reading,Needs_Signature_Check,Possible_Duplicate,Source_File,Provenance
new,1840-1273,1840,1273,2009-08-13,KHV,DJ,False,0,0,True,False,True,False,LeadCounsel; Communications; ClassCounsel,3,False,True,False,False,True,False,,"Order preliminarily certifies a Costco settlement class, preliminarily approves the settlement, directs submission of revised notice, preliminarily schedules a final approval hearing, and appoints settlement class counsel. Non-settling defendants sought coordination of class-certification proceedings, but the order does not show objections or competing applications for the counsel appointments.",False,False,,1840 Motor Fuel Temperature SP/US_DIS_KSD_2_07md1840_1273_ORDER sustaining in part 1015 Plaintiffs_ Motion t_1273_0.pdf,extracted
new,1838-305,1838,305,2008-01-09,WGY,DJ,False,1,0,True,True,True,False,ClassCounsel,3,False,True,False,False,True,False,,,False,False,,"1838 The TJX Companies, Inc., Customer Data/US_DIS_MAD_1_07cv10162_305_Judge William G. Young_ ORDER entered. ORDER of Pr_305_0.pdf",extracted
new,1840-388,1840,388,2008-04-04,JPO,MJ,False,0,0,True,False,True,True,LeadCounsel; Communications,5,False,False,False,True,True,True,,"Scheduling Order No. 2 identifies existing plaintiffs' Lead Counsel, plaintiffs' Liaison Counsel, and defendants' Liaison Counsel; it does not create new leadership units.",False,False,,1840 Motor Fuel Temperature SP/US_DIS_KSD_2_07md1840_388_SCHEDULING ORDER NO. 2  _ Status Conference set fo_388_0.pdf,extracted
new,1827-224,1827,224,2007-07-13,SI,DJ,True,2,0,True,True,True,True,LeadCounsel; ClassCounsel; Communications,7,False,True,True,True,True,False,,"The order states that multiple Rule 23(g) applications for Interim Lead Class Counsel were pending and appoints interim lead class counsel. Liaison counsel appointments are also named in the order, though described as having been made previously at a status conference/Pretrial Order No. 1.",False,False,,1827 IN RE TFT-LCD (Flat Panel) Antitrust Litigation/US_DIS_CAND_3_07md1827_224_Pretrial Order No. 3_ Order Appointing Interim Lea_224_0.pdf,extracted
new,1842-435,1842,435,2008-02-29,MML,DJ,False,0,0,True,False,True,True,Management; Communications,2,False,False,False,False,False,False,,,False,False,,1842 Kugel Mesh Hernia Patch PL/US_DIS_RID_1_07md1842_435_PRACTICE AND PROCEDURE ORDER NUMBER 7. So Ordered _435_0.pdf,extracted
?,,,87,2007-04-09,WGY,DJ,False,2,0,True,True,True,False,LeadCounsel; Communications,3,False,False,True,True,False,False,,"Not an MDL number in the text; this is a consolidated case management order under master C.A. No. 07-10162-WGY. Paragraph 13 appoints Plaintiffs' Co-Lead Counsel, but the appointee names are illegible/OCR-garbled in the supplied text, so they are not extracted.",False,False,,"1838 The TJX Companies, Inc., Customer Data/US_DIS_MAD_1_07cv10162_87_Judge William G. Young _ ORDER entered. AMENDED CA_87_0.pdf",extracted
new,1842-24,1842,24,2007-09-28,ML,DJ,False,3,0,True,True,True,False,LeadCounsel; Management; Communications,12,False,False,True,True,False,False,,Order states no objection was filed.,False,False,,1842 Kugel Mesh Hernia Patch PL/US_DIS_RID_1_07md1842_24_PRACTICE AND PROCEDURE ORDER NUMBER 2 - So Ordered_24_0.pdf,extracted
new,1840-134,1840,134,2007-08-30,JPO,MJ,False,0,0,True,True,True,True,LeadCounsel; Communications,1,True,False,True,True,False,True,,"Order directs plaintiffs to file motions for appointment of Liaison Counsel and Lead Counsel by September 4, 2007. It states Martin M. Loring is appointed defendants' Liaison Counsel by separate order. Kathryn H. Vratil and James P. O'Hara conducted the scheduling conference, but this order is signed only by Magistrate Judge O'Hara.",False,False,,1840 Motor Fuel Temperature SP/US_DIS_KSD_2_07md1840_134_SCHEDULING ORDER NO. 1 -  Plaintiffs to file a con_134_0.pdf,extracted
?,,,15,2008-11-07,FLW,DJ,False,1,0,True,True,True,False,LeadCounsel; ClassCounsel,2,False,False,,True,False,False,,Filed date used as order date; signature date is 2008-11-06.,False,False,,1862 Vonage Marketing & SP/US_DIS_NJD_3_07cv3906_15_ORDER granting Motion for Consolidation and Appoin_15_0.pdf,extracted
new,1845-36,1845,36,2007-09-05,TWT,DJ,True,0,0,True,True,True,False,LeadCounsel; Communications; Management,2,,False,,,False,False,,"Minute entry grants Motion to Appoint Counsel [27] as modified and denies Motion to Appoint Counsel [28]. It references individuals listed in a separate order as appointed to Plaintiffs' Executive Committee and Steering Committee, but this minute entry does not list those individuals.",False,False,,1845 ConAgra Peanut Butter PL/US_DIS_GAND_1_07md1845_36_Minute Entry for proceedings held before Judge Tho_36_0.pdf,extracted
new,1862-89,1862,89,2011-01-03,FLW,DJ,False,0,0,True,True,True,False,ClassCounsel,2,False,True,False,False,True,False,,,False,False,,1862 Vonage Marketing & SP/US_DIS_NJD_3_07cv3906_89_ORDER granting preliminary approval of class settl_89_0.pdf,extracted
new,1865-137,1865,137,2008-05-12,CWH,DJ,False,2,0,True,True,True,False,LeadCounsel; Management,8,False,False,True,True,False,False,,Plaintiffs' counsel consented to the organizational and leadership structure.,False,False,,1865 Household Goods Movers Antitrust Litigation/US_DIS_SCD_2_07cv764_137_ORDER granting (119) Motion to Appoint Counsel App_137_0.pdf,extracted
?,,,71,2007-09-26,NLH/AMD,DJ; MJ,True,0,0,True,,True,True,Communications; LeadCounsel,5,False,,,,,,,Multiple judges. Minute entry grants appointment of liaison counsel for both sides and denies competing plaintiffs' motions for interim lead counsel.,False,False,,1850 Pet Food PL/US_DIS_NJD_1_07cv2867_71_Minute Entry for proceedings held before Judge Noe_71_0.pdf,extracted
new,1850-107,1850,107,2007-12-18,NLH,DJ,True,1,0,True,True,True,False,LeadCounsel,6,True,True,False,False,True,True,,Consent order resolved competing lead counsel motions. Prior appointment of plaintiffs' liaison counsel referenced but not made in this order.,False,False,,1850 Pet Food PL/US_DIS_NJD_1_07cv2867_107_CONSENT ORDER regarding organization of plaintiffs_107_0.pdf,extracted
new,1854-19,1854,19,2007-12-06,CDL,DJ,False,3,0,True,True,True,False,LeadCounsel; Communications; Management,11,False,False,True,False,False,False,,,False,False,,"1854 Tyson Foods, Inc., Fair Labor Standards Act (FLSA)/US_DIS_GAMD_4_07md1854_19_ORDER REGARDING APPOINTMENT OF LEAD AND LIAISON CO_19_0.pdf",extracted
new,1850-72,1850,72,2007-09-26,NLH,DJ,False,2,0,True,True,True,True,LeadCounsel; Communications,1,False,False,False,False,False,False,,"Defendants' joint motion to appoint lead/liaison counsel was granted, but the order does not name the defendant appointees. Plaintiffs' motions to appoint interim lead counsel were denied without prejudice.",True,False,,1850 Pet Food PL/US_DIS_NJD_1_07cv2867_72_ORDER granting in part and denying in part 32 Moti_72_0.pdf,extracted
new,1850-272,1850,272,2008-11-17,NLH,DJ,False,0,0,True,False,True,False,LeadCounsel; ClassCounsel,6,False,True,False,False,True,False,,,False,False,,"1850 Pet Food PL/US_DIS_NJD_1_07cv2867_272_ORDER APPROVING CLASS ACTION SETTLEMENT, CERTIFYIN_272_0.pdf",extracted
new,1867-39,1867,39,2008-01-07,SFC,DJ,True,2,0,True,True,True,False,LeadCounsel; Communications; Management,1,False,True,False,False,True,False,,,False,False,,1867 OnStar CONT/US_DIS_MIED_2_07md1867_39_ORDER Appointing Interim Lead Counsel for Plaintif_39_0.pdf,extracted
new,1845-510,1845,510,2008-11-14,TWT,DJ,False,0,0,True,True,True,True,LeadCounsel; Management; Communications; ClassCounsel,6,False,False,False,True,False,True,,"The order states that plaintiff leadership, including Lead Counsel, Liaison Counsel, an Executive Committee, and a Plaintiffs' Steering Committee, had been appointed by a previous September 5, 2007 order; unnamed members referenced in that prior order are not extracted here.",False,True,,"1845 ConAgra Peanut Butter PL/US_DIS_GAND_1_07md1845_510_INITIAL CASE MANAGEMENT ORDER, Discovery ends on 4_510_0.pdf",extracted
new,1845-60,1845,60,2007-10-23,TWT,DJ,False,2,0,True,True,True,True,LeadCounsel; Communications; ClassCounsel,6,False,False,False,True,False,True,,"PACER filing date used; signature date is partially illegible. Plaintiff leadership appointments are described as having been made by a previous order, with only lead and liaison counsel named in this order.",False,False,,"1845 ConAgra Peanut Butter PL/US_DIS_GAND_1_07md1845_60_INITIAL CASE MANAGEMENT ORDER, Master Complaint du_60_0.pdf",extracted
new,1861-36,1861,36,2008-05-28,RGS,DJ,False,0,0,True,True,True,True,LeadCounsel; Communications,0,False,False,True,True,True,False,,"Order states the Court granted Plaintiffs' motion for appointment of Lead and Liaison Counsel, having heard no objection, but the order does not name the appointees. Defendants reserved their right to contest Plaintiffs' counsel's adequacy under Rule 23(a)(4).",True,False,,1861 Wellnx Marketing & SP/US_DIS_MAD_1_07md1861_36_Judge Richard G. Stearns_ First Case Management OR_36_0.pdf,extracted
new,1845-37,1845,37,2007-09-05,TWT,DJ,False,5,0,True,True,True,False,LeadCounsel; Communications; Management; ClassCounsel,19,False,False,False,True,True,True,,,False,False,,"1845 ConAgra Peanut Butter PL/US_DIS_GAND_1_07md1845_37_ORDER Appointing Plaintiffs_ Lead, Liaison, and Ot_37_0.pdf",extracted
new,1873-14021,1873,14021,2010-05-06,KDE,DJ,False,0,0,False,False,True,True,Management; Communications,11,False,False,False,False,False,False,,"Pre-trial order lists existing plaintiffs' co-liaison counsel, defendant manufacturers' liaison counsel, and court-appointed Plaintiffs' Steering Committee; it does not create new leadership units.",False,False,,1873 FEMA Trailer Formaldehyde PL/US_DIS_LAED_2_07md1873_14021_PRETRIAL ORDER. Signed by Judge Kurt D. Engelhardt_14021_0.pdf,extracted
new,1875-82,1875,82,2010-10-12,TRM,DJ,False,1,0,False,False,True,False,ClassCounsel,3,False,True,False,False,True,False,ERISA,,False,False,,1875 RadioShack Corp. ERISA/US_DIS_TXND_4_08md1875_82_ORDER GRANTING MOTION FOR PRELIMINARY APPROVAL OF _82_0.pdf,extracted
?,,,12,2007-11-13,SJO,DJ,False,1,0,False,False,True,False,LeadCounsel,2,False,False,False,False,False,False,,,False,False,,"1891 Korean Air Lines Co., Ltd., Antitrust Litigation/US_DIS_CACD_2_07cv5107_12_MINUTES OF Status Conference held before Judge S. _12_0.pdf",extracted
new,1888-4,1888,4,2008-03-05,DLG,DJ,False,1,0,True,,True,False,LeadCounsel,3,False,False,True,True,True,True,,PACER entry date used; signature date states only March 2008.,False,True,,1888 Marine Hose Antitrust Litigation (No. II)/US_DIS_FLSD_1_08md1888_4_PRETRIAL ORDER NO. 1 directing parties to file a n_4_0.pdf,extracted
new,1873-24856,1873,24856,2012-03-15,KDE,DJ,False,1,0,True,True,True,True,Communications; Settlement,3,False,False,True,False,False,False,,,False,True,,1873 FEMA Trailer Formaldehyde PL/US_DIS_LAED_2_07md1873_24856_PRETRIAL ORDER NO. 96_ Appointment of Defendants_ _24856_0.pdf,extracted
new,1895-223,1895,223,2008-04-17,WSD,DJ,False,0,0,True,False,False,True,Communications,1,False,False,False,False,False,False,,,False,True,,1895 LTL Shipping Services Antitrust Litigation/US_DIS_GAND_1_08md1895_223_ORDER re 220 Joint MOTION to Appoint Counsel Rober_223_0.pdf,extracted
new,1873-20770,1873,20770,2011-04-08,KDE,DJ,False,0,0,True,False,True,True,Discovery,4,False,False,False,False,False,False,,Pretrial Order No. 86. The order references a committee appointed by prior PTO 84 rather than creating it in this order.,False,False,,1873 FEMA Trailer Formaldehyde PL/US_DIS_LAED_2_07md1873_20770_PRETRIAL ORDER NO. 86. Signed by Judge Kurt D. Eng_20770_0.pdf,extracted
new,1888-547,1888,547,2009-10-16,DLG,DJ,False,1,0,True,True,True,False,ClassCounsel,3,False,True,False,False,True,False,,"Order grants class certification, appoints Class Counsel, preliminarily approves amended settlements, and authorizes notice.",False,False,,1888 Marine Hose Antitrust Litigation (No. II)/US_DIS_FLSD_1_08md1888_547_SECOND AMENDED ORDER GRANTING Class Certification _547_0.pdf,extracted
new,1897-35,1897,35,2008-03-10,DSF,DJ,False,0,0,False,False,True,False,LeadCounsel,2,False,False,False,False,False,,,,False,False,,"1897 Mattel, Inc., Toy Lead Paint PL/US_DIS_CACD_2_07ml1897_35_MINUTES OF AND HEARING ON PLAINTIF_S JOINT NOTICE _35_0.pdf",extracted
new,1895-222,1895,222,2008-04-17,WSD,DJ,False,2,0,True,True,True,False,LeadCounsel; Communications,5,False,True,True,True,True,True,,,False,True,,"1895 LTL Shipping Services Antitrust Litigation/US_DIS_GAND_1_08md1895_222_ORDER re_ 161 Motion to Appoint Counsel, IT IS HER_222_0.pdf",extracted
new,1888-542,1888,542,2009-10-05,DLG,DJ,False,1,0,True,True,True,False,ClassCounsel,3,False,True,False,False,True,False,,"Amended order granting class certification, appointing Class Counsel, and preliminarily approving proposed amended settlements.",False,False,,1888 Marine Hose Antitrust Litigation (No. II)/US_DIS_FLSD_1_08md1888_542_AMENDED ORDER GRANTING CLASS CERTIFICATION and APP_542_0.pdf,extracted
new,1888-513,1888,513,2009-08-11,DLG,DJ,True,1,0,False,False,True,False,ClassCounsel; Settlement,0,False,True,False,False,True,False,,"The order grants Plaintiff's Motion for Class Certification and Appointment of Class Counsel but does not name the class counsel in the order text. It references a prior order appointing three law firms as co-lead counsel, but does not identify them here. The appointment/class-certification request was opposed, including objections to counsel adequacy.",True,False,,1888 Marine Hose Antitrust Litigation (No. II)/US_DIS_FLSD_1_08md1888_513_AMENDED ORDER ON CLASS CERTIFICATION and PRELIMINA_513_0.pdf,extracted
new,1891-75,1891,75,2008-03-14,SJO,DJ,False,1,0,True,True,True,False,LeadCounsel,3,False,False,,True,True,False,,,False,False,,"1891 Korean Air Lines Co., Ltd., Antitrust Litigation/US_DIS_CACD_2_07cv5107_75_AMENDED [PROPOSED] CASE MANAGEMENT ORDER NO.1 by J_75_0.pdf",extracted
new,1891-462,1891,462,2011-02-18,SJO,DJ,False,1,0,True,True,True,False,ClassCounsel,3,False,True,False,False,True,False,Antitrust,,False,False,,"1891 Korean Air Lines Co., Ltd., Antitrust Litigation/US_DIS_CACD_2_07cv5107_462_ORDER by Judge S. James Otero GRANTING Motion for _462_0.pdf",extracted
new,1894-508,1894,508,2014-07-14,AWT,DJ,False,0,0,True,False,True,False,ClassCounsel,4,False,True,False,False,True,False,,"Order appoints Gilardi & Co., LLC as notice and claims administrator, excluded from Appointments as a non-legal settlement/claims administration role.",False,False,,"1894 U.S. Foodservice, Inc., Pricing/US_DIS_CTD_3_07md1894_508_FINDINGS AND ORDER granting 499 Motion for Prelimi_508_0.pdf",extracted
new,1898-5,1898,5,2008-03-19,TCP,DJ,False,1,0,True,False,True,False,LeadCounsel,2,False,False,False,False,False,False,,"Order appoints lead plaintiffs, but those non-attorney entities are excluded from Appointments.",False,False,,1898 American Home Mortgage SEC/US_DIS_NYED_2_07md1898_5_ORDER_ The captioned actions in the order are here_5_0.pdf,extracted
new,1888-511,1888,511,2009-08-04,DLG,DJ,True,1,0,False,False,True,False,ClassCounsel,0,False,True,False,False,True,False,Antitrust,"Order grants class certification and preliminary approval of settlements. It grants a motion styled as including appointment of class counsel, but the order does not name the class counsel/appointees; underlying motion/prior appointment order would need review.",True,False,,1888 Marine Hose Antitrust Litigation (No. II)/US_DIS_FLSD_1_08md1888_511_ORDER ON CLASS CERTIFICATION AND PRELIMINARY SETTL_511_0.pdf,extracted
?,,,833,2009-07-13,BEN,DJ,False,0,0,True,True,True,False,LeadCounsel; ClassCounsel,3,False,True,False,False,True,False,,Preliminary approval order for class settlements; no MDL number appears in the order text.,False,False,,"1889 Peregrine Systems, Inc., SEC/US_DIS_CASD_3_02cv870_833_ORDER Preliminarily Approving Settlements, Providi_833_0.pdf",extracted
?,422-738,422,738,2006-07-31,BEN,DJ,False,0,0,True,True,True,False,LeadCounsel; ClassCounsel,3,False,True,False,False,True,False,,"The order also appoints Gilardi & Co. LLC as Claims Administrator, but that non-legal settlement administration role is excluded.",False,False,,"1889 Peregrine Systems, Inc., SEC/US_DIS_CASD_3_02cv870_738_Order preliminarily approving settlements, providi_738_0.pdf",extracted
new,1898-96,1898,96,2010-01-14,TCP,DJ,False,0,0,True,True,True,False,ClassCounsel,2,False,True,False,False,True,False,,,False,False,,1898 American Home Mortgage SEC/US_DIS_NYED_2_07md1898_96_JUDGMENT and ORDER approving settlement between le_96_0.pdf,extracted
new,1891-608,1891,608,2013-07-31,SJO,DJ,False,1,0,True,True,True,False,ClassCounsel,3,False,True,False,False,True,False,Antitrust,,False,False,,"1891 Korean Air Lines Co., Ltd., Antitrust Litigation/US_DIS_CACD_2_07cv5107_608_ORDER GRANTING PLAINTIFFS MOTION FOR PRELIMINARY A_608_0.pdf",extracted
?,,,145,2002-10-11,J,DJ,True,2,0,True,True,True,False,LeadCounsel,2,False,False,False,False,True,False,,,False,False,,"1889 Peregrine Systems, Inc., SEC/US_DIS_CASD_3_02cv870_145_Order by Judge Napoleon A. Jones Jr. granting moti_145_0.pdf",extracted
new,1898-95,1898,95,2010-01-14,TCP,DJ,False,0,0,True,True,True,False,ClassCounsel,2,False,True,False,False,True,False,,Judgment and order approving class settlement and finally certifying Offerings Subclass Counsel for settlement purposes.,False,False,,1898 American Home Mortgage SEC/US_DIS_NYED_2_07md1898_95_JUDGMENT and ORDER approving settlement between le_95_0.pdf,extracted
new,1907-173,1907,173,2010-12-07,ERW,DJ,False,1,0,True,False,,,LeadCounsel,1,False,False,False,False,False,False,,Order refers case to mediation/ADR and designates Livia M. Kiser as lead counsel only for coordinating ADR conference logistics.,False,False,,1907 Aurora Dairy Corp. Organic Milk Marketing & SP/US_DIS_MOED_4_08md1907_173_ORDER REFERRING CASE to Alternative Dispute Resolu_173_0.pdf,extracted
new,1909-1126,1909,1126,2013-01-08,DAP,DJ,False,1,0,True,True,True,False,Fees,6,False,False,False,False,False,False,,,False,False,,1909 Gadolinium Contrast Dyes PL/US_DIS_OHND_1_08gd50000_1126_Case Management Order No. 27 Establishing Fee Comm_1126_0.pdf,extracted
new,1907-321,1907,321,2012-09-14,ERW,DJ,False,0,0,True,True,True,False,ClassCounsel,2,False,,False,False,False,False,,,False,False,,1907 Aurora Dairy Corp. Organic Milk Marketing & SP/US_DIS_MOED_4_08md1907_321_PRELIMINARY APPROVAL ORDER re 315 MOTION for Settl_321_0.pdf,extracted
new,1898-97,1898,97,2010-01-14,TCP,DJ,False,0,0,True,True,True,False,ClassCounsel,2,False,True,False,False,True,False,Securities,"Final judgment approving class settlement; order finally certifies two law firms as Offerings Subclass Counsel. Caption also includes magistrate judge initials ETB, but order is signed by District Judge TCP.",False,False,,1898 American Home Mortgage SEC/US_DIS_NYED_2_07md1898_97_JUDGMENT and ORDER approving settlement between le_97_0.pdf,extracted
new,1905-113,1905,113,2008-05-30,RHK/JSM,DJ; MJ,False,4,0,True,True,True,True,LeadCounsel; Management; Communications,24,False,False,,False,False,False,,Multiple judges,False,False,,"1905 Medtronic, Inc., Sprint Fidelis Leads PL/US_DIS_MND_0_08md1905_113_ORDER NO. 3 - Designating Plaintiffs_ Lead and Lia_113_0.pdf",extracted
new,1911-200,1911,200,2010-07-27,RWT,DJ,False,0,0,True,True,True,False,ClassCounsel,3,False,True,False,False,True,False,,Order grants preliminary approval of class action settlement and preliminarily certifies settlement class; named Class Counsel appear in notice/objection service provision.,False,False,,"1911 Michelin North America, Inc., PAX Systems/US_DIS_MDD_8_08md1911_200_ORDER granting 198 Motion for Preliminary Approval_200_0.pdf",extracted
new,1919-24,1919,24,2008-05-07,MJP,DJ,False,2,0,False,False,True,False,LeadCounsel; Communications,2,False,False,False,False,False,False,,,False,False,,1914 Mercedes-Benz Tele Aid CONT/US_DIS_WAWD_2_08md1919_24_ORDER CONSOLIDATING SECURITIES ACTIONS AND APPOINT_24_0.pdf,extracted
new,1897-167,1897,167,2009-10-23,DSF,DJ,False,1,0,True,True,True,False,ClassCounsel,2,False,True,False,False,True,False,,,False,False,,"1897 Mattel, Inc., Toy Lead Paint PL/US_DIS_CACD_2_07ml1897_167_ORDER PRELIMINARILY APPROVING CLASS ACTION SETTLEM_167_0.pdf",extracted
new,1919-41,1919,41,2008-05-20,MJP,DJ,True,1,0,True,True,True,False,LeadCounsel,2,False,True,,True,True,False,,Order reflects competing motions for interim lead counsel in the consolidated ERISA actions.,False,False,,1914 Mercedes-Benz Tele Aid CONT/US_DIS_WAWD_2_08md1919_41_Order on Interim Lead Counsel_ the Court appoints _41_0.pdf,extracted
new,1912-54,1912,54,2009-08-21,RBS,DJ,False,2,0,True,True,True,False,LeadCounsel; ClassCounsel,6,False,False,False,True,False,False,,,False,False,,1912 Fasteners Antitrust Litigation/1912_doc54.pdf,extracted
new,1919-45,1919,45,2008-05-21,MJP,DJ,True,4,0,True,True,True,False,LeadCounsel; Communications,5,False,False,False,False,False,False,,Three competing motions sought appointment of interim lead and liaison counsel for the derivative actions; Procida's motion was denied.,False,False,,1914 Mercedes-Benz Tele Aid CONT/US_DIS_WAWD_2_08md1919_45_ORDER ON MOTIONS TO CONSOLIDATE AND APPOINT INTERI_45_0.pdf,extracted
new,1920-56,1920,56,2008-03-28,FG3,MJ,False,2,0,False,False,True,False,LeadCounsel; Communications,3,False,False,False,False,False,False,,,False,False,,1920 Saturn L-Series Timing Chain PL/US_DIS_NED_8_07cv298_56_SCHEDULING ORDER. Liaison Counsel and Co-Lead Coun_56_0.pdf,extracted
new,1912-126,1912,126,2013-08-26,RBS,DJ,False,1,0,True,True,True,False,LeadCounsel; ClassCounsel,4,False,True,False,False,True,False,,"Heffler, Radetich & Saitta LLP was appointed as Settlement Administrator and is excluded as a non-leadership settlement/claims administration role.",False,True,,1912 Fasteners Antitrust Litigation/US_DIS_PAED_2_08md1912_126_ORDER THAT PLAINTIFFS_ 124 MOTION FOR PRELIMINARY _126_0.pdf,extracted
new,1919-759,1919,759,2010-10-12,MJP,DJ,False,1,0,False,False,True,False,ClassCounsel,1,False,True,False,False,True,False,,,False,False,,1914 Mercedes-Benz Tele Aid CONT/US_DIS_WAWD_2_08md1919_759_ORDER granting in part and denying in part (588) P_759_0.pdf,extracted
new,1907-65,1907,65,2008-04-18,ERW,DJ,True,6,0,True,True,True,True,LeadCounsel; Management; Communications; ClassCounsel,9,False,True,True,True,True,True,,Competing plaintiffs' leadership motions/proposals were presented; the court denied both motions and selected leadership from the proposed candidates.,False,False,,1907 Aurora Dairy Corp. Organic Milk Marketing & SP/US_DIS_MOED_4_08md1907_65_MEMORANDUM AND ORDER - IT IS HEREBY ORDERED the Mo_65_0.pdf,extracted
new,1909-24,1909,24,2008-03-25,DAP,DJ,False,4,0,True,True,True,True,LeadCounsel; Management; Communications,7,False,False,False,False,False,False,,,False,False,,1909 Gadolinium Contrast Dyes PL/US_DIS_OHND_1_08gd50000_24_Case Management Order No. 3re_ General Procedures _24_0.pdf,extracted
new,1928-899,1928,899,2009-03-31,DMM,DJ,False,0,0,False,False,True,False,Management,2,False,False,False,False,False,False,,,False,False,shares date+title with 1 other order(s),1927 Texas Roadhouse Fair and Accurate Credit/US_DIS_FLSD_1_08md1928_899_ORDER Granting 875 Motion_Petition to Substitute M_899_0.pdf,extracted
new,1914-208,1914,208,2011-09-09,DRD,DJ,False,0,0,True,False,True,False,ClassCounsel,0,False,True,False,False,True,False,,Final approval order confirms prior appointment of Class Counsel but does not name the appointed counsel.,True,False,,"1919 Washington Mutual, Inc., SEC, DER & ERISA/US_DIS_NJD_2_07cv2720_208_FINAL ORDER and JUDGMENT granting final approval o_208_0.pdf",extracted
new,1909-26,1909,26,2008-03-24,DAP,DJ,False,3,0,True,True,True,False,Management; Communications; Coordination,18,False,False,True,True,False,False,,,False,False,,1909 Gadolinium Contrast Dyes PL/US_DIS_OHND_1_08gd50000_26_Case Management Order No. 2 establishing Plaintiff_26_0.pdf,extracted
new,1899-36,1899,36,2008-04-01,JRG,DJ,True,2,0,True,True,True,True,LeadCounsel; Communications,6,False,False,False,True,False,False,Antitrust,Defendants orally stated at the hearing that they believed they could coordinate without appointment of lead defense counsel; the Court nevertheless appointed interim lead counsel. Gordon Ball is named as Gordon Ball for liaison counsel and W. Gordon Ball for interim co-lead counsel.,False,False,shares date+title with 1 other order(s),1899 Southeastern Milk Antitrust Litigation/US_DIS_TNED_2_08md1000_36_CASE MANAGEMENT and SCHEDULING ORDER_ In regard to_36_0.pdf,extracted
new,1914-34,1914,34,2008-04-11,DRD,DJ,False,4,0,True,True,True,True,LeadCounsel; ClassCounsel; Communications,6,False,False,True,True,False,False,,,False,False,,"1919 Washington Mutual, Inc., SEC, DER & ERISA/US_DIS_NJD_2_07cv2720_34_CASE MANAGEMENT ORDER establishing a Master Docket_34_0.pdf",extracted
new,1921-25,1921,25,2008-06-20,AAT,DJ,False,0,0,True,True,True,False,LeadCounsel; ClassCounsel,2,False,False,True,True,False,False,,,False,False,,"1921 Nissan North America, Inc., Odometer (No. II)/US_DIS_TNMD_3_08md1921_25_CASE MANAGEMENT ORDER NO. 2 outlining responsibili_25_0.pdf",extracted
new,1928-491,1928,491,2008-12-08,DMM,DJ,False,1,0,True,False,True,False,ClassCounsel; Management,3,False,False,False,False,True,False,,"Signature line states November 2008 but PACER entry date is 2008-12-08. Order number appears as Pretrial Order No. 10 in the filename, with OCR showing 'O' in the text.",False,True,shares date+title with 1 other order(s),1927 Texas Roadhouse Fair and Accurate Credit/US_DIS_FLSD_1_08md1928_491_PRETRIAL ORDER No. 10 Relating to Putative Class A_491_0.pdf,extracted
new,1911-77,1911,77,2009-01-16,RWT,DJ,False,0,0,True,True,True,False,ClassCounsel,2,False,True,False,False,True,False,,"Order preliminarily approves class action settlement and certifies settlement class. Service-list text after 'Class Counsel' also includes additional counsel names that appear likely to be non-class/defense counsel, so they are not treated as court-appointed Class Counsel.",False,False,,"1911 Michelin North America, Inc., PAX Systems/US_DIS_MDD_8_08md1911_77_ORDER granting 70 Preliminary Approval of Class Ac_77_0.pdf",extracted
?,,,24,2008-03-17,MCA,MJ,True,1,0,False,True,True,False,LeadCounsel,2,False,False,False,False,True,False,,"Order appoints the Volpe Group as lead plaintiff, but that non-attorney appointment is excluded. No MDL number appears in the order text.",False,False,,1931 Virgin Mobile Initial Public Offering (IPO) SEC/US_DIS_NJD_2_07cv5619_24_ORDER granting 15 Motion to Appoint the Volpe Grou_24_0.pdf,extracted
new,1934-13,1934,13,2008-06-02,PSG,DJ,False,0,0,False,False,True,False,LeadCounsel,2,False,False,False,False,False,False,,,False,False,,1934 Epogen and Aranesp Off-Label Marketing & SP/US_DIS_CACD_2_08ml1934_13_MINUTES OF Status Conference held before Judge Phi_13_0.pdf,extracted
new,1935-1024,1935,1024,2011-08-12,CCC,DJ,False,1,0,True,True,True,False,ClassCounsel,2,False,True,False,False,True,False,Antitrust,,False,False,,1935 Chocolate Confectionary Antitrust Litigation/US_DIS_PAMD_1_08mdl1935_1024_ORDER granting motion 989 for preliminary approval_1024_0.pdf,extracted
?,,,169,2008-12-04,JSR,DJ,False,0,0,True,True,True,False,LeadCounsel,4,False,False,False,True,False,False,,Order extends the authority of previously approved Co-Lead Counsel to the Bond Action and gives Bond Counsel primary responsibility for bond/preferred-share claims subject to Lead Plaintiff and Co-Lead Counsel.,False,False,,"1933 Merrill Lynch & Co., Inc., SEC, DER & ERISA/US_DIS_NYSD_1_07cv9633_169_ORDER REGARDING COORDINATION OF ACTIONS Bond Plain_169_0.pdf",extracted
