Firm_ID,Canonical_Firm,AKA_1,AKA_2,AKA_3,Variants_Merged,N_MDLs,N_Mentions,MDLs
F0096,Morgan & Morgan,"Morgan & Morgan, P.A.",MORGAN & MORGAN,"Morgan and Morgan, P.A.",2,44,58,"1854, 1953, 1968, 1985, 2023, 2047, 2051, 2187, 2326, 2440, 2441, 2452, 2475, 2481, 2502, 2514, 2522, 2545, 2606, 2664, 2688, 2691, 2750, 2752, 2775, 2804, 2809, 2820, 2841, 2848, 2873, 2875, 2885, 2973, 2994, 3019, 3036, 3079, 3080, 3087, 3090, 3094, 3096, 3108"
F0097,"Phillips, Erlewine & Given LLP",Erlewine & Given L.L.P.,,,2,1,3,2036
F0098,Kopelowitz Ostrow Ferguson Weiselberg Gilbert,Kopelowitz Ostrow Ferguson P.A.,"Kopelowitz, Ostrow, Ferguson, Weiselberg & Gilbert",KOPELOWITZ OSTROW FERGUSON WEISELBERG GILBERT,2,5,7,"2036, 2875, 2924, 3108, 3127"
F0099,Labaton Sucharow LLP,LABATON SUCHAROW LLP,Labaton Sucharow,"Labaton Sucharow, LLP",2,24,91,"1657, 1745, 1749, 1775, 1888, 1935, 1942, 1957, 1963, 2007, 2027, 2186, 2196, 2213, 2284, 2311, 2328, 2389, 2580, 2673, 2724, 2879, 2966, 2993"
F0100,"Neal & Harwell, PLC","Neal & Hardwell, PLC",,,2,2,11,"2724, 3032"
F0101,"Foote, Meyers, Mielke & Flowers","Meyers & Flowers, LLC","Foote, Meyers, Mielke & Flowers, LLC",FOOTE MEYERS MIELKE & FLOWERS,2,13,20,"1865, 1997, 2023, 2034, 2187, 2197, 2272, 2326, 2391, 2441, 2545, 2768, 3004"
F0102,"Spector Roseman Kodroff & Willis, P.C.","Spector Roseman & Kodroff, P.C.","Spector, Roseman & Kodroff, PC","SPECTOR ROSEMAN & KODROFF, P.C.",2,14,31,"1745, 2081, 2184, 2186, 2311, 2437, 2445, 2460, 2472, 2931, 2966, 2993, 3107, 3113"
F0103,Garwin Gerstein & Fisher LLP,"Garwin Gerstein and Fisher, LLP",Garwin Gerstein & Fisher,"Garwin Gerstein & Fisher, LLP",2,12,32,"1658, 1730, 1888, 2084, 2242, 2332, 2409, 2445, 2460, 2516, 2521, 2580"
F0104,Cohn Lifland Pearlman Herrmann & Knopf LLP,COHN LIFLAND PEARLMAN HERRMANN & KNOPF LLP,"Cohn, Lifland, Pearlman, Herrmann & Knopf LLP",Cohn Lifland Peariman Herrmann & Knopf LLP,2,5,8,"1658, 1730, 2332, 2471, 3080"
F0105,"Branstetter, Stranch & Jennings, PLLC","BRANSTETTER, STRANCH & JENNINGS, PLLC","Stranch, Jennings & Garvey, PLLC","Branstetter, Stranch & Jennings PLLC",2,11,22,"1928, 2242, 2332, 2343, 2419, 2472, 2672, 2903, 3032, 3035, 3127"
F0106,Bernstein Liebhard LLP,"Bernstein Liebhard, LLP",BERNSTEIN LIEBHARD,Bernstein Liebhard,2,12,28,"2002, 2051, 2052, 2186, 2187, 2196, 2244, 2326, 2328, 2670, 2809, 2827"
F0107,Andrus Anderson LLP,"Andrus Anderson, LLP",Andrus Liberty & Anderson LLP,,2,3,3,"1911, 2420, 2789"
F0108,Tousley Brain Stephens PLLC,TOUSLEY BRAIN STEPHENS PLLC,Tousley Brain and Stephens,Tousley Brian Stephens PLLC,2,6,17,"2633, 2985, 3001, 3019, 3073, 3114"
F0109,Simmons Browder Gianaris Angelides & Barnerd LLC,"Simmons Browder Gianaris Angelides and Barnerd, LLC","Simmons, Browder Gianaris Angelides & Barnerd, LLC","Simmons, Browder, Gianaris, Angelides & Barnerd, LLC",2,6,6,"2187, 2331, 2342, 2440, 2502, 2519"
F0110,"Fleming, Nolen & Jez, LLP","FLEMING, NOLEN & JEZ, L.L.P.",FLEMING NOLEN & JEZ,"Fleming Nolen Jez, L.L.P.",2,9,14,"2187, 2326, 2440, 2740, 2753, 2846, 2875, 3029, 3089"
F0111,"Hawkins, Parnell, Thackston & Young, LLP",Hawkins Parnell,,,2,2,2,"2440, 3060"
F0112,"Andrus, Hood & Wagstaff, PC",ANDRUS HOOD & WAGSTAFF,"Andrus Wagstaff, PC","ANDRUS WAGSTAFF, P.C.",2,10,14,"2187, 2299, 2326, 2327, 2641, 2642, 2741, 2753, 2782, 2973"
F0113,"Frankovitch, Anetakis, Colantonio & Simon",FRANKOVITCH ANETAKIS COLANTONIO & SIMON,"Frankovich, Anetakis, Colantonio, & Simon",,2,7,17,"1968, 2187, 2325, 2326, 2327, 2387, 2440"
F0114,"Clark, Love & Hutson, GP",CLARK LOVE & HUTSON,"Clark, Love & Hutson, G.P.",Clark Love & Hutson,2,8,35,"2187, 2326, 2327, 2387, 2391, 2440, 2591, 2885"
F0115,"Blizzard, McCarthy & Nabers","BLIZZARD, MCCARTHY & NABERS, L.L.P.",Blizzard & Nabers,"Blizzard, McCarthy & Nabers LLC",2,9,11,"1657, 1968, 2004, 2187, 2197, 2326, 2342, 2458, 2657"
F0116,"Burke Harvey & Frankowski, LLC","Burke Harvey, LLC",,,2,3,4,"2187, 2326, 2753"
F0117,Flaherty Sensbaugh Bonasso PLLC,Flaherty Sensabaugh Bonasso PLLC,Flaherty Sensabaugh & Bonasso,,2,5,5,"2187, 2325, 2326, 2327, 2804"
F0118,"Andrews Thornton Higgins Razmara, LLP","Andrews & Thornton, LLC",Andrews & Thornton,,2,3,5,"2087, 2666, 2740"
F0119,"Gainsburgh, Benjamin, David, Meunier & Warshauer, L.L.C.","Gainsburgh, Benjamin","Gainsburgh, Benjamin, David, Meunier & Warshauer, LLC","Gainsburgh Benjamin David Meunier & Warshauer, LLC",2,5,22,"1873, 2328, 2740, 2885, 3014"
F0120,"Pittman, Dutton & Hellums, P.C.","Pittman, Dutton & Hellums","Pittman, Dutton, Kirby & Hellums, P.C.","Pittman, Dutton, Kirby & Hellums",2,8,14,"1985, 2087, 2441, 2734, 2846, 2875, 2885, 2903"
F0121,"Richardson, Patrick, Westbrook & Brickman, LLC","Richardson, Patrick, Westbook & Brickman","Richardson, Patrick, Westbrook & Brickman LLC","Richardson, Patrick, Westbrook & Brickman, L.L.C.",2,11,33,"1674, 1742, 1785, 1865, 1895, 1953, 2089, 2333, 2502, 2873, 2885"
F0122,Colson Hicks Eidson,"Colson, Hicks, Eidson",Colson Hicks Edison,,2,6,16,"2047, 2599, 2841, 2885, 2973, 2994"
F0123,Tracey Fox & Walters,Tracey & Fox Law Firm,,,2,1,3,2885
F0124,"Bryant Law Center, P.S.C.",Bryant Law Center,"BRYANT LAW CENTER, P.S.C.","Bryant Law Center, PSC",2,3,11,"2885, 2936, 2996"
F0125,Mayer Brown LLP,Mayer Brown LLP (NY),,,2,5,20,"1905, 2587, 2873, 2968, 3071"
F0126,"Lynn Tillotson Pinker & Cox, L.L.P.","Lynn Tillotson Cox & Hurst, L.L.P.",,,2,1,4,2587
F0127,"Law Offices of Daniel E. Becnel, Jr.","LAW OFFICES OF DANIEL E. BECNEL, JR.",Daniel Becnel Law Office,,2,4,4,"1431, 1708, 1742, 2220"
F0128,"Weisman, Kennedy & Berris Co., L.P.A.","Weisman, Kennedy, Berris","WEISMAN, KENNEDY & BERRIS CO., L.P.A.","Weisman, Kennedy & Berris",2,6,8,"2197, 2441, 2804, 3004, 3080, 3140"
F0129,Jones Ward PLC,Jones Ward,"Jones, Ward",,2,5,13,"2391, 2441, 2767, 2775, 2859"
F0130,"Kelly, Bernheim & Dolinsky, LLC","Kelley Bernheim Dolinsky, LLC","Kelley Bernheim & Dolinsky, LLC",Bernheim Dolinsky Kelley LLC,2,4,5,"2441, 2657, 2666, 2768"
F0131,"Hilliard Martinez Gonzales, LLP",Hilliard Munoz Gonzales LLP,,,2,2,3,"2543, 2973"
F0132,DiCello Levitt & Casey LLC,DiCello Levvit & Casey LLC,Dicello Levitt & Casey LLC,"DiCello, Levitt and Casey, LLC",2,4,6,"2768, 2800, 2827, 2828"
F0133,Kozyak Tropin & Throckmorton,Kozyak Tropin & Throckmorton LLP,Koyzak Tropin & Throckmorton LLP,"Kozyak Tropin & Throckmorton, LLP",2,5,7,"1907, 2619, 2779, 3071, 3080"
F0134,"Parker, Waichman & Alonso",Parker Waichman Alonso LLP,Parker Waichman Alonso,"Parker, Waichman, Alonso LLP",2,12,17,"1842, 1909, 1968, 2023, 2051, 2068, 2197, 2220, 2223, 2244, 2272, 2299"
F0135,"Fisher, Boyd, Brown & Huguenard, LLP","Fisher, Boyd, Johnson & Huguenard","Fisher, Boyd, Brown & Huguenard",,2,2,19,"2244, 2391"
F0136,"Walkup, Melodia, Kelly & Schoenberger",Walkup Melodia Kelly & Schoenberger,"WALKUP,MELODIA, KELLY & SCHONENBERGER","Walkup, Melodia, Kelly and Schoenberger, APC",2,5,15,"2197, 2244, 2641, 3004, 3084"
F0137,"Levin, Simes, Kaiser & Gornick LLP",Kaiser Gornick LLP,"Levin, Simes, Kaiser & Gornick",Levin Simes Kaiser & Gornick LLP,2,4,8,"1909, 2197, 2244, 2545"
F0138,Panish Shea & Boyle,"Panish, Shea & Boyle","PANISH, SHEA & BOYLE LLP","Panish, Shea, Boyle, Ravipudi",2,3,8,"2197, 2244, 3140"
F0139,"Harrison, Davis, Steakley & Morrison, PC","Harrison, Davis, Steakley, Morrison and Jones",,,2,2,6,"2244, 2875"
F0140,"Slack Davis Sanger, LLP",Slack & Davis LLP,,,2,2,2,"2595, 2875"
F0141,"Martin, Harding & Mazzotti, LLP","MARTIN, HARDING & MAZZOTTI","Harding Mazzotti, LLP",Harding Mazzotti,2,4,4,"2875, 2924, 3029, 3140"
F0142,Searcy Denney Scarola Barnhart & Shipley,Searcy Denney Scarola Barnhart & Shipley PA,"Searcy, Denney, Scarola, Barnhart & Shipley","Searcy Denney Scarola Barnhart & Shipley, PA",2,4,9,"2244, 2391, 2768, 2859"
F0143,"Marsh, Richard & Bryan","Marsh, Rickard & Bryan, PC",,,2,2,2,"1985, 2775"
F0144,Butler Snow LLP,"BUTLER, SNOW, O'MARA, STEVENS & CANNADA, PLLC","Butler, Snow, O'Mara, Stevens & Cannada, PLLC",,2,4,12,"2327, 2436, 2782, 2974"
F0145,"Herman, Herman & Katz, LLC","Herman, Herman, Katz & Cotlar, LLP","HERMAN, HERMAN, KATZ & COTLAR, L.L.P.","HERMAN, HERMAN & KATZ LLC",2,8,28,"1657, 2047, 2197, 2328, 2428, 2436, 2545, 2657"
F0146,"Baker Daniels, LLP",Baker & Daniels LLP,"Baker & Daniels, LLP",Faegre Baker Daniels LLP,2,3,11,"2158, 2272, 2514"
F0147,Crueger Dickinson LLC,Hansen Reynolds Dickinson Crueger LLC,,,2,3,6,"2688, 2804, 2873"
F0148,Morgan & Morgan Complex Litigation Group,Morgan and Morgan Complex Litigation Group,MORGAN AND MORGAN COMPLEX LITIGATION GROUP,Complex Litigation Group LLC,2,10,16,"2361, 2415, 2506, 2522, 2577, 2583, 2800, 2915, 3014, 3115"
F0149,"Doffermyre Shields Canfield & Knowles, LLC",Doffermyre Shields Canfield Knowles & Devine,,,2,5,10,"1895, 2084, 2495, 2583, 2800"
F0150,Conley Griggs LLP,"Conley Griggs Partin, LLP",Conley Griggs Partin LLP,,2,3,4,"2089, 2583, 2800"
F0151,Tucker Ellis & West LLP,Tucker Ellis and West LLP,Tucker Ellis & West,Tucker Ellis LLP,2,4,8,"1742, 1968, 2197, 2387"
F0152,"Skikos, Crawford, Skikos, Joseph & Millican","Skikos, Crawford, Skikos, Joseph & Millican LLP","SKIKOS, CRAWFORD, SKIKOS & JOSEPH LLP","Skikos, Crawford, Skikos and Joseph",2,3,4,"1909, 2197, 2804"
F0153,"Dalimonte Rueb, LLP","Dalimonte Rueb Litigation Group, LLP",,,2,2,3,"2767, 2846"
F0154,DLA PIPER LLP,DLA Piper LLP,DLA Piper US LLP,DLA PIPER LLP (US),2,3,8,"1909, 2545, 2924"
F0155,Seeger Salvas & Devine LLP,Seeger Devine,,,2,2,2,"2768, 3140"
F0156,Kershaw Talley Barlow PC,"Kershaw, Cook & Talley, PC",KERSHAW TALLEY & BARLOW,KERSHAW TALLEY BARLOW,2,3,5,"2768, 3078, 3092"
F0157,Carella Byrne,"Carella, Byrne, Cecchi,",,,2,3,4,"1938, 2243, 2415"
F0158,Squire Patton Boggs (US) LLP,Patton Boggs LLP,PATTON BOGGS LLP,,2,3,3,"1960, 2221, 2792"
F0159,"Taus, Cebulash & Landau LLP","Taus, Cebulashi & Landau, LLP","Taus, Cebulash & Landau, LLP",,2,4,8,"2521, 2819, 2993, 3107"
F0160,"Waters, Kraus & Paul, LLC",Waters Kraus & Paul,Waters & Kraus LLP,,2,3,4,"1825, 2570, 2848"
F0161,Wheeler Trigg O’Donnell LLP,"Wheeler, Trigg & Kennedy",,,2,2,2,"1909, 2740"
F0162,"Gordon & Rees, LLP","Gordon Rees Scully Mansukhani, LLP",,,2,3,8,"2478, 2804, 3090"
F0163,Schnader Harrison Segal & Lewis LLP,SCHNADER HARRISON,,,2,2,2,"2472, 2687"
F0164,"Murdock, Goldenberg, Schneider & Groh, LPA","Goldenberg Schneider, LPA",,,2,3,7,"1796, 2316, 2887"
F0165,"Walters Bender Strohbehn & Vaughan, P.C.","Walters Bender Strohbehn Vaughn, PC",Walters Bender Strohbehn & Vaughan,"WALTERS BENDER STROHBEHN & VAUGHAN, P.C.",2,5,11,"1674, 1785, 1840, 1967, 2591"
F0166,Gray Reed & McGraw P.C.,"Looper, Reed & McGraw, P.C.",,,2,2,3,"1811, 2591"
F0167,Maderal Byrne & Furst PLLC,Maderal Byrne PLLC,,,2,2,4,"2599, 2973"
F0168,Mantese Honigman PC,"Mantese Honigman Rossman and Williamson, P.C.",,,2,2,2,"2311, 2744"
F0169,Law Offices of Howard Rubinstein,Law Office of Howard Weil Rubinstein,,,2,2,3,"2068, 2741"
F0170,"Hill Toriseva & Williams, PLLC",Hill Williams,,,2,3,4,"1657, 1708, 1909"
F0171,KLAFTER OLSEN & LESSER LLP,Klafter Lesser LLP,,,2,3,6,"1657, 2025, 2989"
F0172,"Much Shelist Freed Denenberg Ament & Rubenstein, P.C.","Much, Shelist, Freed, Denenberg, Ament & Rubenstein, P.C.","Much Shelist Freed Denenberg Ament & Rubenstein, PC","MUCH SHELIST FREED DENENBERG AMENT & RUBENSTEIN, P.C.",2,2,6,"1682, 1768"
F0173,National Consumer Law Center,The National Consumer Law Center,"Chicago Consumer Law Center, P.C.",,2,4,4,"1715, 2274, 2290, 2948"
F0174,ABBEY SPANIER RODD ABRAMS & PARADIS LLP,"ABBEY SPANIER RODD ABRAMS & PARADIS, LLP","Abbey Spanier Rodd & Abrams, LLP",,2,3,3,"1730, 1737, 2167"
F0175,"Murray, Frank & Sailer, L.L.P.","Murray Frank, LLP",,,2,2,2,"1749, 2167"
F0176,Kilpatrick Stockton LLP,KILPATRICK TOWNSEND & STOCKTON LLP,,,2,2,2,"1733, 2200"
F0177,"Botros, Behnke & Schulte","Behnke, Martin & Schulte, LLC",,,2,2,2,"1742, 2226"
F0178,"Furth Lehmann & Grant, LLP",Furth Lehmann LLP,,,2,2,2,"1775, 1826"
F0179,"Ogletree, Deakins, Nash, Smoak & Stewart, P.C",Ogletree Deakins,,,2,2,5,"1796, 2945"
F0180,Blackwell Sanders Peper Martin LLP,"Blackwell Sanders, LLP",,,2,2,2,"1811, 1840"
F0181,"Horn Aylward & Bandy, LLC","HORN AYLWARD & BANDY, LLC","Horn Alward & Bandy, LLC","Horn, Aylward & Bandy, LLC",2,2,14,"1840, 2936"
F0182,"Barkan Neff Handelman Meizlish, LLP",Barakan Neff Handelman Meizlish LLP,,,2,2,2,"1854, 2025"
F0183,Shepherd Finkelman Miller & Shah - Chester,Shepherd Finkelman Miller & Shah - San Diego,,,2,1,2,2001
F0184,"Foley, Bezek, Behle & Curtis","Foley, Bezek, Behle & Curtis, LLP",Foley Bezek Behle & Curtis,"Foley, Bezek, Behele & Curtis",2,3,4,"2028, 2054, 2141"
F0185,Glancy Prongay & Murray LLP,"Glancy, Prognay & Murray LLP",,,2,2,3,"2186, 2668"
F0186,"Isaac Wiles Burkholder & Teetor, LLC","Isaac, Wiles, Burkholder & Teeter, LLC",,,2,2,5,"2233, 2661"
F0187,Attorneys General of the State of Texas,Attorneys General of the State of Ohio,,,2,1,2,2293
F0188,Eichen Crutchlow Zaslow LLP,"Eichen, Crutchlow, Zaslow and McElroy LLP",,,2,2,2,"2314, 2443"
F0189,Baillon Thume Jozwiak Miller & Wanta LLP,Baillon Thome Jozwiak & Wanta LLP,BAILLON THOME JOZWIAK & WANTA LLP,,2,2,3,"2359, 2564"
F0190,Francis Mailman Soumilas P.C.,"Francis & Mailman, P.C.",,,2,2,8,"2426, 2933"
F0191,"DeNittis Osefchen, P.C.","Denittis Osefchen Prince, P.C.",,,2,3,3,"2439, 2588, 2903"
F0192,Hogan Lovells US LLP,"Hogan Lovells, LLP",,,2,3,14,"2617, 3071, 3108"
F0193,"Malters, Shepher & Von Holtum","Malters, Shepherd & Von Holtum",,,2,1,5,2936
F0194,"Milberg Coleman Bryson Phillips Grossman, PLLC",Milberg Coleman Bryson Phillips Grossman PLLC,Milberg Coleman Bryson Phillips Grossman,"MILBERG COLEMAN BRYSON PHILLIPS GROSSMAN, PLLC",2,13,23,"2938, 2988, 3009, 3025, 3032, 3035, 3056, 3059, 3078, 3096, 3108, 3127, 3149"
F0195,"Levin, Papantonio, Rafferty, Proctor, Buchanan, O’Brien, Barr & Mougey, P.A.","Levin Papantonio Rafferty Proctor Buchanan O’Brien Barr Mougey, P.A.","LEVIN, PAPANTONIO, RAFFERTY, PROCTOR, BUCHANAN, O’BRIEN, BARR & MOUGEY, P.A.","Levin, Papantonio, Proctor, Buchanan, O’Brien, Barr & Mougey, P.A.",2,11,18,"2973, 3004, 3014, 3026, 3029, 3051, 3079, 3080, 3089, 3092, 3094"
F0196,"Herzfeld, Suetholz, Gastel, Leniski and Wall, PLLC","HERZFELD, SUETHOLZ, GASTEL, LENISKI, AND WALL, PLLC","Herzfeld, Suetholz, Gastel, Leniski, and Wall, PLLC","Herzfeld Suetholz Gastel Liniski & Wall, PLLC",2,4,7,"3026, 3071, 3079, 3092"
F0197,Javerbaum Wurgaft Hicks Kahn Wikstrom & Sinins PC,"JAVERBAUM WURGAFT HICKS KAHN WIKSTROM & SININS, P.C.","Javerbaum Wurgaft Hicks Kahn & Sinins, P.C.",,2,2,5,"3081, 3113"
F0198,"Berger & Montague, P.C.",Berger Montague PC,Berger Montague,"Berger Montague, PC",1,53,151,"1695, 1720, 1730, 1735, 1768, 1780, 1782, 1790, 1838, 1850, 1933, 1935, 1961, 1992, 1998, 2000, 2063, 2084, 2270, 2274, 2332, 2338, 2359, 2409, 2437, 2460, 2472, 2474, 2516, 2521, 2548, 2567, 2575, 2580, 2673, 2687, 2724, 2734, 2792, 2819, 2933, 2977, 3014, 3071, 3081, 3083, 3097, 3108, 3113, 3119, 3121, 3128, 3149"
F0199,Pomerantz Haudek Block Grossman & Gross LLP,"Pomerantz, Haudek, Block, Grossman & Gross",,,1,3,5,"1671, 1720, 2020"
F0200,Kenny Nachwalter,"Kenny Nachwalter, P.A.",Kenny Nachwalter PA,,1,5,6,"1720, 2196, 2670, 2836, 2925"
F0201,Robins Kaplan LLP,"Robins Kaplan, LLP",Robins Kaplan LLC,ROBINS KAPLAN LLP,1,21,47,"1720, 1775, 2606, 2626, 2657, 2668, 2691, 2734, 2750, 2776, 2777, 2797, 2800, 2867, 2905, 2918, 3031, 3071, 3107, 3110, 3140"
F0202,Nussbaum Law Group,"Nussbaum Law Group, P.C.","Nussbaum Law Group, PC",Nussbaum Law Group PC,1,7,19,"1720, 2481, 2687, 2724, 2819, 3096, 3127"
F0203,Hilliard & Shadowen LLP,Hilliard & Shadowen LLC,HILLIARD & SHADOWEN LLC,Hilliard Shadowen LLC,1,8,15,"1720, 2409, 2445, 2460, 2472, 2516, 2521, 2878"
F0204,Freed Kanner London & Millen LLC,FREED KANNER LONDON & MILLEN LLC,"Freed Kanner London & Millen, LLC",Freed Kanner London & Millen,1,22,43,"1682, 1720, 1768, 1869, 1942, 1946, 1957, 2186, 2311, 2420, 2471, 2580, 2719, 2842, 2867, 2948, 3025, 3031, 3107, 3110, 3113, 3114"
F0205,Grant & Eisenhofer P.A.,"Grant & Eisenhofer, P.A.",Grant & Eisenhofer,Grant and Eisenhofer P.A.,1,27,42,"1688, 1720, 1725, 1749, 1938, 2027, 2058, 2084, 2196, 2233, 2258, 2284, 2338, 2415, 2420, 2441, 2481, 2516, 2521, 2573, 2590, 2657, 2672, 2768, 2775, 2973, 3140"
F0206,"Boies, Schiller & Flexner LLP","Boies, Schiller & Flexner, L.L.P.",Boies Schiller Flexner LLP,"BOIES, SCHILLER & FLEXNER, L.L.P.",1,12,39,"1738, 1826, 1950, 2090, 2196, 2406, 2543, 2599, 2672, 2785, 2905, 3076"
F0207,Susman Godfrey LLP,Susman Godfrey L.L.P.,Susman Godfrey,SUSMAN GODFREY LLP,1,21,47,"1738, 1891, 1950, 1957, 2002, 2058, 2262, 2311, 2338, 2420, 2471, 2543, 2567, 2668, 2773, 2948, 2972, 3113, 3121, 3143, 3148"
F0208,"Straus & Boies, LLP","Straus & Boies, L.L.P.","Straus Boies, LLP",,1,4,4,"1738, 1958, 2002, 2420"
F0209,Gustafson Gluek PLLC,Gustafson Gluek PLLC.,Gustafson Gluek P.L.L.C.,"Gustafson Gluek, PLLC",1,15,29,"1738, 1775, 1905, 2034, 2551, 2591, 2795, 2886, 2993, 2998, 3031, 3097, 3107, 3108, 3110"
F0210,Chestnut Cambronne PA,Chestnut & Cambronne,"Chestnut Cambronne, PA",,1,5,8,"1836, 2551, 2583, 2800, 3108"
F0211,Sherman & Salkow,,,,1,1,2,1836
F0212,Venable,Venable LLP,,,1,2,3,"1836, 2977"
F0213,Faegre & Benson,FAEGRE & BENSON,,,1,2,4,"1708, 1836"
F0214,Reed Smith LLP,Reed Smith,"Reed Smith, LLP",,1,7,9,"1836, 2243, 2325, 2545, 2804, 2933, 2969"
F0215,"The Mason Law Firm, LLP",Mason Law Firm,"The Mason Law Firm, L.L.P.","Mason, LLP",1,6,10,"1791, 1796, 1817, 1869, 2025, 3021"
F0216,"Stamell & Schager, LLP",Stamell & Schager,,,1,1,2,1869
F0217,"Carella, Byrne, Bain, Gilfillan, Cecchi, Stewart & Olstein","Carella, Byrne, Bain, Gilfillan, Cecchi, Stewart & Olstein, P.C.","Carella, Byrne, Bain, Gilfillan, Cecchi, Stewart & Olstein, PC",,1,7,8,"1869, 1914, 1931, 1938, 1956, 2020, 2228"
F0218,Gold Bennett Cera & Sidener LLP,"Gold Bennett Cera & Sidener, LLP",,,1,7,10,"422, 1684, 1869, 1889, 1912, 2481, 2508"
F0219,Seeger Weiss LLP,Seeger Weiss,"Seeger Weiss, LLP",SEEGER WEISS LLP,1,51,105,"1657, 1708, 1742, 1789, 1811, 1817, 1842, 1862, 1909, 1938, 2001, 2074, 2087, 2196, 2197, 2243, 2244, 2299, 2333, 2342, 2361, 2415, 2428, 2436, 2495, 2506, 2514, 2545, 2591, 2592, 2672, 2687, 2750, 2779, 2789, 2796, 2804, 2828, 2846, 2873, 2885, 2973, 3014, 3080, 3089, 3094, 3108, 3113, 3114, 3121, 3140"
F0220,Goodwin Pt cter LLP,,,,1,1,1,2243
F0221,Kiesel Law LLP,,,,1,3,4,"1871, 2314, 2814"
F0222,"Abraham, Fruchter & Twersky, LLP",Abraham Fruchter & Twersky LLP,"Abraham Fruchter & Twersky, LLP",,1,5,5,"422, 1889, 2672, 2742, 3096"
F0223,Bass Sox Mercer,,,,1,1,1,2672
F0224,Boucher LLP,BOUCHER LLP,,,1,2,2,"2672, 2809"
F0225,"Bradley/Grombacher, LLP",Bradley/Grombacher LLP,Bradley Grombacher LLP,,1,4,6,"2672, 3015, 3089, 3115"
F0226,Law Offices of Sahag Majarian II,,,,1,1,1,2672
F0227,"Johnson Becker, PLLC",Johnson Becker,Johnson Becker PLLC,JOHNSON BECKER,1,20,35,"2187, 2272, 2326, 2331, 2391, 2434, 2440, 2452, 2502, 2545, 2606, 2691, 2816, 2973, 3014, 3026, 3079, 3087, 3092, 3094"
F0228,Simmons Hanly Conroy,Simmons Hanly Conroy LLC,"Simmons Hanly Conroy, LLC",SIMMONS HANLY CONROY,1,16,30,"2244, 2314, 2331, 2545, 2591, 2672, 2709, 2740, 2782, 2804, 2886, 2996, 3047, 3079, 3080, 3084"
F0229,The Sanders Firm,The Sanders Law Firm,,,1,3,7,"2244, 2331, 2738"
F0230,Bonsignore PLLC,"Bonsignore, LLC",,,1,2,2,"2481, 2566"
F0231,Shaheen and Gordon,"Shaheen & Gordon, P.A.","SHAHEEN & GORDON, P.A.",,1,3,3,"2320, 2566, 2804"
F0232,Saveri & Saveri,,,,1,2,5,"1917, 2566"
F0233,"Law Office of Frank L. Dardeno, LLP",,,,1,1,1,2566
F0234,Brown Rudnick,,,,1,1,1,2566
F0235,"Gardy & Notys, LLP",,,,1,1,1,2566
F0236,Block & Leviton LLP,Block and Leviton,,,1,7,10,"2262, 2384, 2437, 2566, 2670, 2672, 2687"
F0237,Cozen O'Connor,COZEN O’CONNOR,,,1,2,10,"1570, 3052"
F0238,"Lee, Lee & Lee",,,,1,1,1,1570
F0239,Kreindler & Kreindler LLP,Kreindler & Kreindler,,,1,3,11,"1570, 2428, 2657"
F0240,Kreinder & Kreindler LLP,,,,1,1,2,1570
F0241,Ramey & Hailey,,,,1,1,1,1570
F0242,Bramlett Law,,,,1,1,1,2009
F0243,Zimmerman Reed LLP,Zimmerman Reed,"Zimmerman Reed, LLP",ZIMMERMAN REED,1,31,55,"1431, 1708, 1943, 1968, 2197, 2272, 2391, 2441, 2445, 2522, 2551, 2583, 2639, 2734, 2768, 2779, 2795, 2800, 2807, 2820, 2827, 2833, 2879, 2968, 2993, 2998, 3009, 3019, 3107, 3108, 3110"
F0244,Zimmerman Reed PLLP,"Zimmerman Reed, PLLP",,,1,12,21,"1905, 1943, 1958, 1990, 2000, 2247, 2441, 2474, 2492, 2522, 2564, 2693"
F0245,Chesnut Cambronne PA,,,,1,1,7,2522
F0246,Reinhardt Wendorf & Blanchfield,"Reinhardt, Wendorf, & Blanchfield","Reinhardt, Wendorf
& Blanchfield",,1,7,14,"1739, 2221, 2522, 2705, 2993, 3107, 3113"
F0247,"Barrett Law Group, P.A.",Barrett Law Group,"Barrett Law Office, P.A.",The Barrett Law Group,1,15,28,"1431, 1751, 2068, 2311, 2471, 2508, 2522, 2555, 2724, 2804, 2993, 2998, 3031, 3032, 3080"
F0248,Scott + Scott,Scott + Scott Attorneys at Law LLP,Scott+Scott Attorneys at Law LLP,"Scott+Scott Attorneys at Law, LLP",1,31,52,"1658, 1992, 2020, 2074, 2086, 2208, 2332, 2361, 2409, 2415, 2420, 2445, 2522, 2583, 2619, 2626, 2800, 2948, 2968, 3031, 3050, 3056, 3071, 3074, 3080, 3081, 3108, 3114, 3115, 3119, 3140"
F0249,Hausfeld LLP,"Hausfeld, LLP",HAUSFELD LLP,Hausfeld,1,55,155,"1682, 1768, 1775, 1869, 1912, 1935, 1942, 1950, 1982, 2002, 2007, 2143, 2186, 2196, 2213, 2221, 2262, 2323, 2335, 2406, 2441, 2522, 2583, 2626, 2633, 2656, 2657, 2666, 2668, 2670, 2672, 2724, 2800, 2842, 2862, 2867, 2873, 2879, 2904, 2925, 2948, 2977, 2981, 3019, 3031, 3056, 3071, 3073, 3074, 3096, 3097, 3108, 3113, 3127, 3149"
