Firm_ID,Canonical_Firm,AKA_1,AKA_2,AKA_3,Variants_Merged,N_MDLs,N_Mentions,MDLs
F0075,"Audet & Partners, LLP",Audet & Partners LLP,"Alexander, Hawes & Audet, LLP",Audet and Partners,2,17,23,"1708, 1817, 1850, 1953, 1958, 2000, 2098, 2238, 2247, 2264, 2270, 2359, 2590, 2602, 2705, 2741, 3014"
F0076,Zelle LLP,Zelle Hofmann Voelbel & Mason LLP,"Zelle Hofmann Voelbel Mason & Gette, LLP","Zelle, Hofmann, Voelbel, Mason & Gette LLP",6,13,23,"1566, 1775, 1819, 1826, 1827, 1957, 2028, 2029, 2420, 2551, 2796, 2918, 3107"
F0077,"Robinson, Calcagnie & Robinson","Robinson, Calcagnie, Robinson","Robinson Calcagnie Robinson Shapiro Davis, Inc.",Robinson Calcagnie,7,15,23,"1905, 1909, 1953, 2187, 2197, 2243, 2299, 2342, 2391, 2458, 2543, 2737, 2879, 3094, 3140"
F0078,"Barroway Topaz Kessler Meltzer & Check, LLP","Schiffrin Barroway Topaz & Kessler, LLP",Barroway Topaz Kessler Meltzer & Check LLP,"Schiffrin & Barroway, LLP",5,12,22,"1656, 1658, 1708, 1725, 1807, 1963, 1989, 2003, 2009, 2025, 2027, 2058"
F0079,Kirby McInerney LLP,Kirby McInerney & Squire LLP,KIRBY McINERNEY LLP,Kirby McInerney,2,10,22,"1671, 1741, 1935, 1946, 1957, 2262, 2475, 2968, 3031, 3119"
F0080,"Barnow and Associates, P.C.","Barnow & Associates, P.C.",Barnow & Associates,,1,14,22,"1704, 1838, 1940, 1998, 2046, 2068, 2173, 2258, 2357, 2474, 2586, 2705, 2827, 3056"
F0081,"Pendley, Baudin & Coffin, LLP","Pendley, Baudin & Coffin, L.L.P.","Pendley, Baudin & Coffin","PENDLEY, BAUDIN & COFFIN, L.L.P.",1,18,22,"1736, 1958, 2000, 2067, 2223, 2247, 2342, 2441, 2458, 2495, 2502, 2606, 2666, 2740, 2776, 2875, 3014, 3036"
F0082,"Blasingame, Burch, Garrard & Ashley, PC","Blasingame, Burch, Garrard & Ashley, P.C.",BLASINGAME BURCH GARRARD & ASHLEY,Blasingame Burch Garrard & Ashley,1,9,22,"2187, 2325, 2326, 2327, 2387, 2440, 2753, 2782, 2885"
F0083,"Clark, Love & Hutson, GP","Clark, Love & Hutson, G.P.",Clark Love & Hutson,CLARK LOVE & HUTSON,2,9,22,"2187, 2325, 2326, 2327, 2387, 2391, 2440, 2591, 2885"
F0084,"Faruqi & Faruqi, LLP",Faruqi & Faruqi LLP,FARUQI & FARUQI LLP,"FARUQI & FARUQI, LLP",1,10,21,"1777, 1919, 2317, 2361, 2438, 2445, 2472, 2521, 2819, 2984"
F0085,"Larson King, LLP",Larson King LLP,Larson-King LLP,Larson x King LLP,1,14,21,"1958, 2000, 2247, 2311, 2441, 2471, 2495, 2551, 2724, 2918, 2998, 3031, 3108, 3110"
F0086,Bernstein Liebhard LLP,"Bernstein Liebhard, LLP",BERNSTEIN LIEBHARD LLP,BERNSTEIN LIEBHARD,2,11,21,"2002, 2051, 2052, 2186, 2187, 2196, 2244, 2328, 2670, 2809, 2827"
F0087,The Sanders Firm,"SANDERS PHILLIPS GROSSMAN, LLC",Sanders Viener Grossman LLP,"Sanders Viener Grossman, LLP",4,13,21,"1871, 2187, 2243, 2244, 2272, 2331, 2428, 2434, 2606, 2642, 2738, 2809, 2973"
F0088,United States Department of Justice,"United States Department of Justice, Civil Division, Environmental Torts Branch",Department of Justice,"U.S. Department of Justice, Civil Division, Federal Programs Branch",5,5,21,"2179, 2664, 2672, 2777, 2873"
F0089,"Saveri & Saveri, Inc.","Saveri & Saveri, Inc",Saveri & Saveri,"SAVERI & SAVERI, INC.",2,7,20,"1717, 1738, 1917, 2143, 2420, 2566, 2827"
F0090,"Cohen & Malad, LLP",Cohen & Malad,Cohen & Malad LLP,"Cohen & Malad, L.L.P.",1,8,20,"1708, 2187, 2440, 2570, 2657, 2667, 2738, 3127"
F0091,"Barrack, Rodos & Bacine",Barrack Rodos & Bacine,"BARRACK, RODOS & BACINE",BARRACK RODOS & BACINE,1,10,20,"1825, 1912, 1933, 2185, 2420, 2936, 2938, 2948, 3040, 3078"
F0092,ARNOLD & PORTER KAYE SCHOLER LLP,Arnold & Porter LLP,Arnold & Porter Kaye Scholler LLP,Arnold & Porter,3,8,20,"1953, 2068, 2418, 2724, 2734, 2740, 2792, 2924"
F0093,"Casey Gerry Schenk Francavilla Blatt & Penfield, LLP",Casey Gerry Schenk Francavilla Blatt & Penfield LLP,Casey Gerry Francavilla Blatt LLP,Casey Gerry Schenk Francavilla Blatt & Penfield,5,15,20,"2087, 2258, 2452, 2672, 2752, 2777, 2797, 2827, 2828, 2905, 2992, 3040, 3098, 3115, 3149"
F0094,"Golomb & Honik, P.C.","Golomb & Honik, PC",Golomb & Honik,"Golomb & Honik, P.A.",1,10,20,"2036, 2107, 2334, 2373, 2428, 2606, 2613, 2738, 2875, 2969"
F0095,DECHERT LLP,Dechert LLP,DECHERT,Dechert,1,5,19,"1431, 1769, 1899, 2873, 2924"
F0096,"Bonnett, Fairbourn, Friedman & Balint, P.C.","Bonnett, Fairbourn, Friedman, & Balint, P.C.","Bonnett, Fairbourn, Friedman & Balint, PC","Bonnett, Fairbourn, Friedman & Balint P.C.",2,10,19,"1663, 1825, 1974, 2020, 2036, 2074, 2087, 2238, 2324, 2994"
F0097,Mayer Brown LLP,MAYER BROWN LLP,Mayer Brown LLP (NY),,2,5,19,"1905, 2587, 2873, 2968, 3071"
F0098,"Lowey Dannenberg, P.C.","Lowey Dannenberg Cohen & Hart, P.C.","LOWEY DANNENBERG, P.C.",Lowey Dannenberg,2,12,19,"2213, 2481, 2573, 2670, 2875, 2878, 3019, 3062, 3071, 3107, 3110, 3119"
F0099,Tousley Brain Stephens PLLC,TOUSLEY BRAIN STEPHENS PLLC,Tousley Brain and Stephens,Tousley Brian Stephens PLLC,2,6,19,"2633, 2985, 3001, 3019, 3073, 3114"
F0100,"Fisher, Boyd, Brown & Huguenard, LLP","Fisher, Boyd, Johnson & Huguenard","Fisher, Boyd, Brown & Huguenard","Fisher, Boyd, Johnson & Huguernard",3,2,19,"2244, 2391"
F0101,"Stull, Stull & Brody",Stull Stull & Brody,"Stull, Stull, & Brody","STULL, STULL, & BRODY",1,12,18,"422, 1658, 1725, 1889, 2003, 2583, 2796, 2827, 2828, 2887, 2903, 2972"
F0102,"KELLOGG, HANSEN, TODD FIGEL & FREDERICK, P.L.L.C.","Kellogg, Hansen, Todd, Figel & Frederick, P.L.L.C.","Kellogg Hansen Todd Figel & Frederick, PLLC",Kellogg Hansen,3,6,18,"1708, 1935, 2817, 2842, 3113, 3140"
F0103,Nelson Mullins Riley & Scarborough LLP,Nelson Mullins Riley & Scarborough,"Nelson Mullins Riley & Scarborough, LLP",,1,6,18,"1785, 2187, 2502, 2514, 2873, 3036"
F0104,"Foote, Meyers, Mielke & Flowers","Foote, Meyers, Mielke & Flowers, LLC","Meyers & Flowers, LLC",MEYERS & FLOWERS,2,13,18,"1663, 1865, 1997, 2023, 2034, 2187, 2197, 2272, 2391, 2441, 2545, 2768, 3004"
F0105,"Lopez McHugh, LLP",Lopez McHugh LLP,"LOPEZ MCHUGH, LLP",,1,5,18,"1909, 2452, 2502, 2570, 2641"
F0106,Matthews & Associates,MATTHEWS & ASSOCIATES,Matthews and Associates,David Matthews & Associates,2,7,18,"1871, 1928, 2187, 2434, 2570, 3026, 3092"
F0107,"Fine, Kaplan and Black, R.P.C.","FINE KAPLAN & BLACK, R.P.C.","Fine, Kaplan and Black R.P.C.","Fine Kaplan and Black, R.P.C.",1,6,18,"1957, 2724, 2850, 3014, 3094, 3107"
F0108,Law Offices of Ben C. Martin,,,,1,2,18,"2570, 2641"
F0109,Murray Law Firm,MURRAY LAW FIRM,the Murray Law Firm,,1,12,17,"1657, 1789, 2067, 2068, 2299, 2452, 2583, 2657, 2668, 2800, 2879, 3108"
F0110,"Kohn, Swift & Graf, P.C.",,,,1,9,17,"1566, 1684, 1912, 1952, 2233, 2311, 2506, 2613, 2688"
F0111,Kirtland & Packard LLP,"Kirtland & Packard, LLP",KIRTLAND & PACKARD LLP,Kirtland & Packard,1,8,17,"1822, 2188, 2199, 2317, 2666, 2734, 2875, 2885"
F0112,"Gainsburgh, Benjamin, David, Meunier & Warshauer, L.L.C.","Gainsburgh, Benjamin","Gainsburgh, Benjamin, David, Meunier & Warshauer, LLC","Gainsburgh Benjamin David Meunier & Warshauer, LLC",2,6,17,"1873, 2328, 2592, 2740, 2885, 3014"
F0113,Watts Guerra LLP,WATTS GUERRA LLP,Watts LLP,Watts Guerra Craft,3,12,17,"1873, 2452, 2591, 2782, 2875, 2885, 2924, 3004, 3026, 3043, 3084, 3092"
F0114,"Fleming, Nolen & Jez, LLP","FLEMING, NOLEN & JEZ, L.L.P.","Fleming & Associates, LLP","Fleming & Associates, L.L.P.",3,9,17,"1928, 2187, 2272, 2440, 2740, 2846, 2875, 3029, 3089"
F0115,"Carey, Danis & Lowe",Carey Danis & Lowe,"Carey & Danis, L.L.C.","Carey and Danis, LLC",2,8,17,"1928, 1943, 2001, 2269, 2290, 2613, 3004, 3078"
F0116,"Blood, Hurst & OReardon, LLP","Blood Hurst & OReardon, LLP",Blood Hurst & OReardon LLP,"Blood Hurst & O'Reardon, LLP",2,7,17,"2087, 2258, 2308, 2357, 2705, 2738, 2827"
F0117,Kreindler & Kreindler LLP,"Kreindler & Kreindler, LLP/ Lipsitz, Green Scime Cambria, LLP",,,2,4,17,"1570, 2085, 2428, 2657"
F0118,Tycko & Zavareei LLP,Tycko & Zavareei,Tycko and Zavareei LLP,"Tycko & Zavareei, LLP",1,7,17,"2407, 2613, 2985, 3001, 3019, 3108, 3115"
F0119,"Joseph Saveri Law Firm, Inc.","Joseph Saveri Law Firm, LLP",Joseph Saveri Law Firm,"The Joseph Saveri Law Firm, Inc.",2,9,17,"2521, 2724, 2801, 2819, 2966, 2989, 3071, 3080, 3108"
F0120,Seeger Salvas LLP,SEEGER o SALVAS LLP,Seeger Devine,"SEEGER SALVAS, LLP",3,5,17,"2197, 2244, 2391, 2768, 3140"
F0121,"Power, Rogers and Smith, L.L.P.","POWER, ROGERS AND SMITH, L.L.P.","Power, Rogers, and Smith",,1,1,17,2599
F0122,"Burg Simpson Eldredge Hersh & Jardine, P.C.",Burg Simpson Eldredge Hersh & Jardine,"Burg, Simpson, Eldredge, Hersh & Jardine","Burg Simpson Eldredge Hersh Jardine, P.C.",2,10,16,"1657, 1742, 1909, 1953, 2100, 2197, 2545, 2754, 2789, 2973"
F0123,Girardi and Keese,Girardi Keese,Girardi | Keese,GIRARDI & KEESE,1,8,16,"1657, 1807, 1871, 2186, 2197, 2323, 2404, 2827"
F0124,"Walters Bender Strohbehn & Vaughan, P.C.","Walters Bender Strohbehn Vaughn, PC",Walters Bender Strohbehn & Vaughan,"WALTERS BENDER STROHBEHN & VAUGHAN, P.C.",2,5,16,"1674, 1785, 1840, 1967, 2591"
F0125,"Becnel Law Firm, LLC",Becnel Law Offices,"Law Offices of Daniel E. Becnel, Jr.",Becnel Law Firm,3,13,16,"1431, 1708, 1742, 1785, 1953, 1997, 2023, 2034, 2051, 2068, 2220, 2223, 2226"
F0126,"RodaNast, P.C.","Rodanast, P.C.",RodaNast PC.,"RODANAST, P.C.",1,12,16,"1730, 1871, 1935, 1953, 1968, 1997, 2034, 2068, 2187, 2226, 2299, 2342"
F0127,Kirkland & Ellis LLP,"Kirkland & Ellis, LLP",,,1,6,16,"1822, 1953, 2296, 2724, 2836, 2885"
F0128,The Cochran Law Firm,The Cochran Firm,"The Cochran Firm Dallas, PLLC",Cochran Law Firm,2,7,16,"1854, 2197, 2244, 2846, 2875, 3081, 3094"
F0129,The Simmons Firm,Simmons Browder Gianaris Angelides & Barnerd LLC,Simmons Cooper LLC,"Simmons Browder Gianaris Angelides and Barnerd, LLC",6,11,16,"1909, 2187, 2197, 2226, 2244, 2331, 2342, 2440, 2502, 2519, 3140"
F0130,"Frankovitch, Anetakis, Colantonio & Simon",FRANKOVITCH ANETAKIS COLANTONIO & SIMON,,,1,7,16,"1968, 2187, 2325, 2326, 2327, 2387, 2440"
F0131,"Greenberg Traurig, LLP",Greenberg Traurig LLP,Greenberg Traurig,,1,7,16,"2047, 2226, 2740, 2873, 2875, 2974, 3071"
F0132,Hogan Lovells US LLP,"Hogan Lovells, LLP",,,2,5,16,"2047, 2617, 2734, 3071, 3108"
F0133,Meshbesher & Spence,"Meshbesher & Spence, Ltd.",Meshbesher & Spence LTD,"MESHBESHER & SPENCE, LTD.",1,10,16,"2391, 2441, 2666, 2740, 2768, 2775, 2859, 2875, 2885, 3014"
F0134,"Schlichter, Bogard & Denton, LLP","Schlicter Board & Denton, LLP",Schlicter Bogard & Denton,"Schlichter, Bogard & Denton",4,11,15,"1742, 1909, 1964, 2433, 2545, 2666, 2750, 2754, 2789, 2973, 3092"
F0135,"Heninger Garrison Davis, LLC",Henninger Garrison Davis LLC,"Heninger, Garrison & Davis","Heninger, Garrison & Davis, LLC",2,8,15,"1842, 1943, 2023, 2502, 2669, 2795, 2885, 3004"
F0136,Weinstein Kitchenoff & Asher LLC,"Weinstein, Kitchenoff & Asher","Weinstein, Kitchenoff & Asher LLC","Weinstein Kitchenoff & Asher, LLC",1,8,15,"1946, 2002, 2186, 2196, 2262, 2284, 2420, 2668"
F0137,"Gibson, Dunn & Crutcher LLP","Gibson, Dunn & Curtcher LLP","Gibson, Dunn & Crutcher LLC","Gibson, Dunn, and Crutcher LLP",2,7,15,"1972, 2296, 2664, 2836, 2879, 3032, 3071"
F0138,NastLaw LLC,NASTLAW LLC,"NastLaw, LLC","Nastlaw, LLC",1,11,15,"2034, 2342, 2434, 2436, 2441, 2545, 2724, 2789, 2819, 3031, 3080"
F0139,Hilliard & Shadowen LLP,Hilliard & Shadowen LLC,Hilliard Shadowen LLC,HILLIARD & SHADOWEN LLC,1,8,15,"1720, 2409, 2445, 2460, 2472, 2516, 2521, 2878"
F0140,"Nussbaum Law Group, P.C.",Nussbaum Law Group,"Nussbaum Law Group, PC","NUSSBAUM LAW GROUP, P.C.",1,8,15,"1720, 2481, 2516, 2687, 2724, 2819, 3096, 3127"
F0141,Restaino Siler,The Restaino Law Firm,THE RESTAINO LAW FIRM,"Restaino Siler, LLC",2,6,15,"2187, 2197, 2244, 2440, 2452, 2502"
F0142,"Walkup, Melodia, Kelly & Schoenberger",Walkup Melodia Kelly & Schoenberger,"Law Offices of Walkup, Melodia, Kelly & Schoenberger, A Professional Corporation","Walkup, Melodia, Kelly and Schoenberger, APC",3,6,15,"2197, 2244, 2532, 2641, 3004, 3084"
F0143,"Roberts Law Firm US, PC","Roberts Law Firm, P.A.","Roberts Law Firm U.S., PC",ROBERTS LAW FIRM P.A.,2,6,15,"2724, 2800, 2819, 3080, 3097, 3110"
F0144,Jones Ward PLC,Jones Ward,"Jones, Ward",,2,5,15,"2391, 2441, 2767, 2775, 2859"
F0145,Glancy Binkow & Goldberg LLP,Glancy Binkow and Goldberg LLP,"Glancy Binkow & Goldberg, LLP",Glancy Binkow & Goldberg,2,9,14,"1566, 1739, 1891, 2173, 2186, 2269, 2357, 2420, 2615"
F0146,Reinhardt Wendorf & Blanchfield,"Reinhardt, Wendorf & Blanchfield",Reinhardt Wendorf Blanchfield,"Reinhardt, Wendorf, & Blanchfield",1,7,14,"1739, 2221, 2522, 2705, 2993, 3107, 3113"
F0147,"Gray Ritter & Graham, P.C.",Gray Ritter Graham,"Gray, Ritter, Graham","Gray, Ritter & Graham, P.C.",1,6,14,"1811, 1907, 2562, 2591, 2820, 2936"
F0148,Alioto Law Firm,"Trump, Alioto, Trump & Prescott, LLP",The Alioto Law Firm,"Trump, Alioto, Trump & Prescott LLP",2,3,14,"1827, 1917, 1957"
F0149,"Horn Aylward & Bandy, LLC","HORN AYLWARD & BANDY, LLC","Horn Alward & Bandy, LLC","Horn, Aylward & Bandy, LLC",2,2,14,"1840, 2936"
F0150,McGuireWoods LLP,MCGUIREWOODS LLP,,,1,6,14,"1845, 1960, 2196, 2627, 2743, 3111"
F0151,Burnett Law Firm,"LAW OFFICES OF RILEY L. BURNETT, JR.",,,2,9,14,"2004, 2187, 2325, 2326, 2327, 2387, 2440, 2511, 2885"
F0152,"Bursor & Fisher, P.A.",Bursor & Fisher,Bursor & Fisher P.A.,"BURSOR & FISHER, P.A.",1,11,14,"2361, 2438, 2562, 2705, 2875, 2903, 2924, 2985, 3001, 3009, 3089"
F0153,Girard Sharp LLP,Girard Sharp,"Girard Sharp, LLP",GIRARD SHARP LLP,1,9,14,"2724, 2819, 2966, 3014, 3107, 3108, 3113, 3115, 3148"
F0154,Polsinelli PC,,,,1,2,14,"1566, 2420"
F0155,"Freese & Goss, PLLC","FREESE & GOSS, PLLC",FREESE & GOSS,,1,5,13,"1657, 2187, 2570, 2641, 2782"
F0156,"Climaco, Wilcox, Peca, Tarantino & Garofoli Co., LPA","Climaco, Wilcox, Peca, Tarantino & Garofoli Co., L.P.A.","Climaco, Lefkowitz, Peca, Wilcox & Garofoli Co., L.P.A.","CLIMACO, LEFKOWITZ, PECA, WILCOX & GAROFOLI CO., L.P.A.",5,12,13,"1431, 1708, 1968, 2066, 2199, 2220, 2223, 2244, 2299, 2333, 2391, 2434"
F0157,"Kershaw, Cutter & Ratinoff","Kershaw, Cutter & Ratinoff, LLP","Kershaw, Cutter & Ratinoff LLP","Cutter Law, P.C.",2,7,13,"1708, 1905, 1968, 2244, 2441, 2666, 3125"
F0158,Bartlit Beck Herman Palenchar & Scott LLP,BARLET BECK HERMAN PALENCHAR & SCOTT,"Bartlit Beck Herman Palenchar & Scott, LLP",Bartlit Beck,3,6,13,"1431, 1733, 1909, 1928, 2023, 2284"
F0159,Drinker Biddle & Reath LLP,"Drinker, Biddle and Reath","Drinker Biddle & Reath, LLP","Drinker, Biddle & Reath, LLP",1,9,13,"1742, 1943, 2081, 2197, 2296, 2436, 2460, 2592, 2606"
F0160,"Zoll, Kranz & Borgess",Zoll Kranz & Borgess,"ZOLL, KRANZ & BORGESS LLC","Zoll & Kranz, LLC",2,5,13,"1953, 2197, 2391, 2545, 3107"
F0161,"Pittman, Dutton & Hellums, P.C.","Pittman, Dutton, Kirby & Hellums, P.C.","Pittman, Dutton & Hellums","Pittman, Dutton, Hellums, Bradley & Mann",3,10,13,"1985, 2087, 2441, 2595, 2734, 2846, 2875, 2885, 2903, 3140"
F0162,Entwistle & Cappucci LLP,Entwistle Cappucci LLP,,,1,5,13,"2003, 2052, 2296, 2338, 2389"
F0163,"Bolen Robinson & Ellis, LLP","Bolen, Robinson & Ellis, LLP","BOLEN ROBINSON & ELLIS, LLP",,1,3,13,"2290, 2591, 2936"
F0164,"Andrus, Hood & Wagstaff, PC","Andrus & Wagstaff, P.C.","ANDRUS WAGSTAFF, P.C.","Andrus Wagstaff, PC",3,10,13,"2187, 2299, 2325, 2326, 2327, 2642, 2741, 2782, 2973, 3004"
F0165,"Finkelstein, Blankinship, Frei-Pearson & Garber, LLP","Finkelstein, Blankinship, Frei-Pearson & Garber LLP","Finkelstein, Blankenship, Frei-Pearson & Garber LLP",,2,4,13,"2357, 2645, 2705, 2827"
F0166,Burns Charest LLP,BURNS CHAREST LLP,,,1,8,13,"2406, 2471, 2656, 2738, 2796, 2948, 3107, 3108"
F0167,"Ahdoot & Wolfson, PC","Ahdoot & Wolfson, P.C.","AHDOOT AND WOLFSON, PC",,1,10,13,"2583, 2588, 2633, 2645, 2664, 2827, 2905, 2951, 3107, 3148"
F0168,Chestnut Cambronne PA,CHESTNUT CAMBRONNE PA,"Chestnut Cambronne, PA",Chestnut & Cambronne,1,6,13,"1836, 2522, 2551, 2583, 2800, 3108"
F0169,KING & SPALDING LLP,King & Spalding,King & Spalding LLP,,1,4,13,"2915, 2924, 2973, 3111"
F0170,Fegan Scott LLC,FEGAN SCOTT LLC,"Fegan Scott, LLC",,1,6,13,"2873, 2924, 2948, 3052, 3089, 3110"
F0171,Kopelowitz Ostrow Ferguson Weiselberg Gilbert,Kopelowitz Ostrow P.A.,KOPELOWITZ OSTROW FERGUSON WEISELBERG GILBERT,KOPELOWITZ OSTROW P.A.,2,10,13,"2036, 2626, 2924, 2985, 3001, 3090, 3108, 3115, 3127, 3149"
F0172,Korein Tillery P.C.,KOREIN TILLERY LLC,Korein Tillery LLC,KOREIN TILLERY,1,5,13,"2067, 3062, 3071, 3107, 3113"
F0173,"BARRIOS, KINGSDORF & CASTIEX, LLP","Barrios, Kingsdorf & Casteix, LLP",Barrios Kingsdorf & Casteix,"Barrios, Kingsdorf & Casteix, L.L.P.",3,6,12,"1657, 2047, 2179, 2299, 2545, 2740"
F0174,Gold Bennett Cera & Sidener LLP,"Gold Bennett Cera & Sidener, LLP",Cera LLP,,2,8,12,"422, 1684, 1869, 1889, 1912, 2481, 2508, 2670"
F0175,"Edelman, Combs, Latturner & Goodwin, LLC","Edelman, Combs, Latturner & Goodwin","Edelman Combs Latturner & Goodwin, LLC",,1,7,12,"1715, 1767, 2223, 2262, 2286, 2295, 2439"
F0176,Federman & Sherwood,,,,1,8,12,"1785, 1961, 2102, 2583, 2792, 2795, 2994, 3108"
F0177,"Bartimus, Frickleton, Robertson & Gorny, P.C.","Bartimus, Frickleton, Robertson & Gorny P.C.","Bartimus Frickleton Robertson & Gorny, P.C.","BARTIMUS, FRICKLETON, ROBERTSON & GORNY, P.C.",6,5,12,"1907, 2147, 2314, 2358, 2443"
F0178,The Nations Law Firm,Nations Law Firm,Law Offices of Howard Nations,,2,5,12,"1909, 2570, 2641, 2846, 3081"
F0179,Monsour Law Firm,The Monsour Law Firm,MONSOUR LAW FIRM,THE MONSOUR LAW FIRM,1,6,12,"1928, 2187, 2272, 2885, 3081, 3140"
F0180,"McCallister Law Group, LLC","Gary D. McCallister & Associates, LLC","Gary D. McCallister and Associates, LLC",,2,2,12,"1566, 1957"
F0181,Butler Snow LLP,"BUTLER, SNOW, O'MARA, STEVENS & CANNADA, PLLC","Butler, Snow, O'Mara, Stevens & Cannada, PLLC",,2,4,12,"2327, 2436, 2782, 2974"
F0182,Karon and Dalimonte,Karon LLC,Karon & Dalimonte LLP,"Karon & Dalimonte, LLP",2,3,12,"2570, 2641, 3031"
F0183,Ciresi Conlin LLP,"Ciresi Conlin, LLP",Ciresi Conlin,,1,7,12,"2586, 2666, 2885, 3081, 3089, 3108, 3140"
F0184,"Kohner, Mann & Kailas, S.C.","Kohner, Mann & Kailas S.C.",,,1,1,12,1566
F0185,Fears Nachawati Law Firm,"Fears | Nachawati, PLLC",,,1,3,12,"2570, 2641, 2873"
F0186,Stoll Stoll Berne Lokting & Shlachter P.C.,STOLL STOLL BERNE LOKTING & SHLACHTER P.C.,STOLL STOLL BERNE LOKTING & SHLACHTER PC,,1,3,12,"2633, 2795, 2828"
F0187,Branch Law Firm,BRANCH LAW FIRM,,,1,7,11,"1431, 1657, 1871, 2197, 2502, 2570, 2641"
F0188,"ASHCRAFT & GEREL, LLP",Ashcraft & Gerel,Ashcraft & Gerel LLP,"Ashcraft & Gerel, LLP",1,9,11,"1657, 1742, 1789, 1909, 2187, 2428, 2436, 2545, 2738"
F0189,Ball & Scott,Ball & Scott Law Offices,BALL & SCOTT,Ball & Scott Law Office,1,6,11,"1682, 1730, 1768, 1785, 1899, 2343"
F0190,Taft Stettinius & Hollister LLP,"Taft, Stettinius & Hollister LLP",Taft Stettinius & Hollister L.L.P.,,1,4,11,"1733, 2433, 2846, 2873"
F0191,Chimicles & Tikellis LLP,"Chimicles & Tikellis, LLP",CHIMICLES & TIKELLIS LLP,Chimicles & Tikellis,1,7,11,"1745, 1817, 2001, 2185, 2332, 2577, 3014"
F0192,Winston & Strawn LLP,Winston & Strawn,,,1,6,11,"1997, 2296, 2541, 2545, 2673, 2734"
F0193,"Laminack, Pirtle & Martines","Laminack, Pirtle & Martines, LLP",Laminack Pirtle & Martines,LAMINACK PIRTLE & MARTINES,1,6,11,"2004, 2789, 2885, 3081, 3092, 3140"
F0194,Davis & Crump,"Davis & Crump, P.C.","Davis & Crump, PC",DAVIS & CRUMP,1,10,11,"2087, 2187, 2226, 2331, 2440, 2502, 2545, 2666, 2691, 2767"
F0195,"Geragos & Geragos, APC",Geragos & Geragos APC,Geragos & Geragos,Geragos and Geragos,2,6,11,"2153, 2199, 2220, 2434, 2438, 2795"
F0196,Fulmer Sill,Sill Law Group,Sill & Medley,Medley & Sill,3,8,11,"1871, 2226, 2299, 2331, 2642, 2700, 3026, 3108"
F0197,Sharp Law LLP,Sharp McQueen PA,"Sharp Law, LLP",Sharp Law,2,5,11,"2328, 2785, 2993, 3014, 3021"
F0198,Reese LLP,Reese Richman LLP,,,2,7,11,"2361, 2413, 2887, 2909, 2948, 3009, 3025"
F0199,Pritzker Levine LLP,,,,1,5,11,"2624, 2796, 2873, 2905, 3148"
F0200,Reed Smith LLP,"Reed Smith, LLP",Reed Smith,,1,7,11,"1836, 2243, 2325, 2545, 2846, 2933, 2969"
F0201,"Pope, McGlamry, Kilpatrick, Morrison & Norwood","Pope McGlamry, P.C.",Pope McGlamry,"Pope, McGlamry, Kilpatrick, Morrison & Norwood, P.C.",2,7,11,"2329, 2391, 2768, 2924, 2949, 3014, 3140"
F0202,"Peiffer Wolf Carr Kane Conway & Wise, LLP","PEIFFER WOLF CARR KANE CONWAY & WISE, LLP",Peiffer Wolf Carr Kane Conway & Wise,Peiffer Wolf,3,6,11,"2820, 3026, 3079, 3081, 3084, 3092"
F0203,Locks Law Firm,"Locks Law Firm, LLC","LOCKS LAW FIRM, PLLC","Locks Law Firm, PLLC",1,6,10,"1708, 1739, 1968, 2025, 2323, 2331"
F0204,"Furth Salem Mason & Li, LLP",The Furth Firm LLP,Furth Firm LLP,the Furth Firm LLP,5,4,10,"1717, 1775, 1826, 2724"
F0205,Roddy Klein & Ryan,"Klein Kavanagh Costello, LLP",RODDY KLEIN & RYAN,"Roddy Klein & Ryan (to be renamed Klein Kavanagh Costello, LLP as of January 1, 2012)",3,6,10,"1715, 1974, 2193, 2233, 2274, 2290"
F0206,Harke & Clasby LLP,Harke & Clasby,Harke Clasby & Bushman LLP,"Harke & Clasby, LLP",2,8,10,"1708, 1739, 1745, 1785, 1998, 2046, 2173, 2324"
F0207,"The Mason Law Firm, L.L.P.",Mason Law Firm,"Mason, LLP","The Mason Law Firm, LLP",1,6,10,"1791, 1796, 1817, 1869, 2025, 3021"
F0208,"Goldenberg Law, PLLC","Goldenberg & Johnson, PLLC",Goldenberg Law,Goldenberg Lauricella PLLC,3,6,10,"1905, 2641, 2666, 2859, 2875, 3026"
F0209,SCHNEIDER WALLACE COTTRELL KONECKY LLP,Schneider Wallace Cottrell Konecky LLP,"Schneider Wallace Cottrell & Konecky, LLP",Schneider Wallace Cottrell Konecky Wotkyns LLP,2,4,10,"2048, 2672, 3004, 3113"
F0210,"Milstein, Jackson, Fairchild & Wade, LLP",MILSTEIN JACKSON FAIRCHILD & WADE,Milstein Adelman L.L.P.,Milstein Adelman LLP,3,5,10,"2107, 2199, 2452, 2709, 2741"
F0211,"The Barnes Law Group, LLC","Barnes Law Group, LLC",Barnes & Associates,,1,5,10,"2314, 2583, 2800, 2827, 3115"
F0212,Baker & Daniels LLP,FAEGRE BAKER DANIELS LLP,"Baker Daniels, LLP",Faegre Baker Daniels LLP,2,5,10,"1700, 2158, 2272, 2514, 2570"
F0213,"White, Graham, Buckley & Carr, L.L.C.","WHITE, GRAHAM, BUCKLEY, & CARR, L.L.C",,,1,1,10,2936
