Firm_ID,Canonical_Firm,AKA_1,AKA_2,AKA_3,Variants_Merged,N_MDLs,N_Mentions,MDLs
F0130,"Aylstock, Witkin & Sasser, PLC",,,,1,2,3,"1657, 1708"
F0131,Seeger Weiss LLP,Seeger Weiss,"Seeger Weiss, LLP",SEEGER WEISS,1,31,56,"1657, 1708, 1742, 1789, 1811, 1817, 1842, 1862, 1909, 1938, 2001, 2074, 2087, 2196, 2299, 2333, 2342, 2361, 2415, 2506, 2514, 2973, 3014, 3080, 3089, 3094, 3108, 3113, 3114, 3121, 3140"
F0132,Murray Law Firm,MURRAY LAW FIRM,the Murray Law Firm,,1,7,12,"1657, 1789, 2068, 2299, 2583, 2668, 3108"
F0133,"FREESE & GOSS, PLLC",,,,1,1,2,1657
F0134,"SADIN LAW FIRM, P.C.",,,,1,1,2,1657
F0135,"PRICE WAICUKAUSKI & RILEY, LLC",,,,1,1,2,1657
F0136,SOMMERS SCHWARTZ,,,,1,1,2,1657
F0137,KENNEY EGAN MCCAFFERTY & YOUNG,,,,1,1,2,1657
F0138,SCOTT YUNG LLP,,,,1,1,2,1657
F0139,THE IVEY LAW FIRM,,,,1,1,2,1657
F0140,"BOSSIER & ASSOCIATES, PLLC","Bossier & Associates, PLLC",,,1,2,5,"1657, 3029"
F0141,"WALLACE, JORDAN, RATLIFF & BRANDT, LLC",,,,1,1,2,1657
F0142,"SLATE KENNEDY, LLC",,,,1,1,2,1657
F0143,"Johnston, Hoefer, Holwadel & Eldridge",,,,1,1,1,1657
F0144,WILLIAMS & CONNOLLY LLP,Williams & Connolly,"Williams & Connolly, LLP",Williams & Connolly LLP,1,4,13,"1657, 2924, 3103, 3140"
F0145,Hughes Hubbard & Reed LLP,,,,1,1,2,1657
F0146,O’Melveny & Meyers LLP,,,,1,1,2,1657
F0147,"Stanley, Flanagan & Reuter, LLC",,,,1,1,2,1657
F0148,Stone Pigman Walther Wittmann LLC,"Stone Pigman Walther Wittmann, LLC",,,1,1,4,1657
F0149,DUGAN LAW FIRM,"The Dugan Law Firm, LLC",Dugan Law Firm,THE DUGAN LAW FIRM,1,7,11,"1657, 1938, 2242, 2409, 2996, 3080, 3140"
F0150,"Tate Law Group, LLC",,,,1,2,2,"1657, 2000"
F0151,"OFFICE OF ANDREW M. CUOMO, NEW YORK STATE ATTORNEY GENERAL",,,,1,1,2,1657
F0152,"FOSLER LAW GROUP, INC.",,,,1,1,2,1657
F0153,"LAW OFFICES OF STUART A. KRITZER, P.C.",,,,1,1,2,1657
F0154,NEW YORK CITY LAW DEPARTMENT,,,,1,1,2,1657
F0155,"ASHCRAFT & GEREL, LLP",Ashcraft & Gerel,"Ashcraft & Gerel, LLP",,1,4,5,"1657, 1742, 1789, 1909"
F0156,"LEVY PHILLIPS & KONINGSBERG, LLP",,,,1,1,2,1657
F0157,"ROSSBACH HART, PC",,,,1,1,2,1657
F0158,"STEELE & BIGGS, LLC",,,,1,1,2,1657
F0159,Tulane Civil Litigation Clinic,,,,1,1,1,1657
F0160,Zzard Nobel LL,,,,1,1,1,1658
F0161,Keller Rohrback L.L.P.,Keller Rohrback LLP,"Keller Rohrback, L.L.P.","Keller Rohrback, LLP",1,20,34,"623, 1658, 1725, 1735, 1919, 1933, 1963, 2290, 2905, 2938, 2972, 3019, 3052, 3073, 3080, 3089, 3098, 3107, 3144, 3148"
F0162,"Trujillo Rodriguez & Richards, LC",,,,1,1,1,1658
F0163,"Stull, Stull & Brody",Stull Stull & Brody,"Stull, Stull, & Brody",,1,8,14,"422, 1658, 1725, 1889, 2003, 2583, 2903, 2972"
F0164,"Brower Piven, A Professional Corporation","Brower Piven, a Professional Corporation",,,1,4,6,"1658, 1933, 1961, 1963"
F0165,Pomerantz Haudek Block Grossman & Gross LLP,,,,1,1,3,1671
F0166,Freed Kanner London & Millen LLC,FREED KANNER LONDON & MILLEN LLC,"Freed Kanner London & Millen, LLC",Freed Kanner London & Millen,1,15,30,"1682, 1768, 1942, 1946, 1957, 2186, 2471, 2719, 2948, 3025, 3031, 3107, 3110, 3113, 3114"
F0167,Hausfeld LLP,"Hausfeld, LLP",HAUSFELD LLP,"HAUSFELD, LLP",1,33,86,"1682, 1768, 1775, 1912, 1935, 1942, 1950, 1982, 2007, 2143, 2186, 2196, 2213, 2335, 2583, 2668, 2904, 2925, 2948, 2977, 2981, 3019, 3031, 3056, 3071, 3073, 3074, 3096, 3097, 3108, 3113, 3127, 3149"
F0168,"Richardson, Patrick, Westbrook & Brickman, LLC","Richardson, Patrick, Westbrook & Brickman LLC","Richardson, Patrick, Westbrook & Brickman, L.L.C.","Richardson, Patrick, Westbrook and Brickman, LLC",1,9,21,"1674, 1742, 1785, 1865, 1895, 1953, 2089, 2333, 2502"
F0169,Law Offices of Francis O. Scarpulla,,,,1,1,2,1682
F0170,Ball & Scott,Ball & Scott Law Offices,BALL & SCOTT,Ball & Scott Law Office,1,6,10,"1682, 1730, 1768, 1785, 1899, 2343"
F0171,"Parish & Small, PC",,,,1,1,2,1682
F0172,Milberg LLP,"Milberg, LLP",,,1,12,20,"1658, 1891, 1956, 2063, 2145, 2186, 2199, 2264, 2274, 2308, 2413, 2619"
F0173,"Berger & Montague, P.C.",Berger Montague PC,Berger Montague,"Berger Montague, PC",1,35,101,"1695, 1730, 1735, 1768, 1780, 1782, 1790, 1838, 1850, 1933, 1935, 1961, 1992, 1998, 2000, 2063, 2270, 2274, 2359, 2409, 2474, 2521, 2933, 2977, 3014, 3071, 3081, 3083, 3097, 3108, 3113, 3119, 3121, 3128, 3149"
F0174,"Bolognese & Associates, LLC",Bolognese & Associates LLC,BOLOGNESE & ASSOCIATES LLC,,1,2,6,"1682, 1768"
F0175,Grand & Eisenhofer,,,,1,1,1,1688
F0176,The Law Offices of Daniel O. Myers,,,,1,1,1,1674
F0177,Legg Law Firm,,,,1,1,1,1674
F0178,Law Offices of Franklin Nix,,,,1,1,1,1674
F0179,"Grant & Eisenhofer, P.A.",Grant & Eisenhofer P.A.,Grant & Eisenhofer,Grant and Eisenhofer P.A.,1,15,23,"1688, 1725, 1749, 1938, 2027, 2058, 2196, 2233, 2258, 2284, 2415, 2481, 2521, 2973, 3140"
F0180,"Robbins Umeda & Fink, LLP",,,,1,3,6,"1658, 1714, 1963"
F0181,The Lemmon Law Firm,"Lemmon Law Firm, LLC",,,1,2,2,"1658, 2514"
F0182,Goforth Lewis Sanford,"Goforth Lewis Sanford, LLP",,,1,2,2,"1699, 1789"
F0183,"Kohn, Swift & Graf, P.C.",,,,1,6,13,"1684, 1912, 1952, 2233, 2506, 2688"
F0184,Gold Bennett Cera & Sidener LLP,"Gold Bennett Cera & Sidener, LLP",,,1,6,9,"422, 1684, 1889, 1912, 2481, 2508"
F0185,"Weiner, Brodsky, Sidman & Kider",,,,1,1,1,1677
F0186,"Chitwood, Harley & Harnes, LLP",,,,1,1,1,1677
F0187,"Barnow and Associates, P.C.","Barnow & Associates, P.C.",,,1,11,18,"1704, 1838, 1940, 1998, 2046, 2068, 2173, 2258, 2357, 2474, 3056"
F0188,Jorden Burt LLP,,,,1,1,1,1712
F0189,"Skadden, Arps, Slate, Meagher & Flom LLP","Skadden, Arps, Slate, Meagher & Flom, LLP","Skadden, Arps, Slate, Meagher & Flom, LLP & Associates",,1,5,5,"1712, 2068, 2226, 2941, 3071"
F0190,"Eckert Seamans Cherin & Mellott, LLC",,,,1,2,2,"1712, 1928"
F0191,"Archer & Greiner, PC",,,,1,1,1,1712
F0192,Margolis Edelstein,,,,1,1,1,1712
F0193,"Scott I. Fegley, Esq. Law Offices",,,,1,1,1,1712
F0194,Swartz Campbell & Detweiler,,,,1,1,1,1712
F0195,"Christie Pabarue Mortensen & Young, PC",,,,1,1,1,1712
F0196,"Neblett, Beard & Arsenault","NEBLETT, BEARD & ARSENAULT","Neblett, Beard & Arsenault, LLP",Neblett Beard & Arsenault,1,11,16,"1708, 1742, 1811, 1905, 2199, 2220, 2223, 2284, 2299, 2333, 2514"
F0197,"Locks Law Firm, LLC","LOCKS LAW FIRM, PLLC","Locks Law Firm, PLLC",Locks Law Firm,1,4,7,"1708, 1739, 1968, 2025"
F0198,Zimmerman Reed,Zimmerman Reed LLP,"Zimmerman Reed, LLP",ZIMMERMAN REED,1,13,22,"1708, 1943, 1968, 2583, 2639, 2968, 2993, 2998, 3009, 3019, 3107, 3108, 3110"
F0199,SHOOK HARDY & BACON LLP,"Shook, Hardy & Bacon LLP","Shook, Hardy & Bacon, LLP","Shook Hardy & Bacon, LLP",1,6,10,"1708, 1733, 1785, 1909, 2924, 3074"
F0200,FAEGRE & BENSON,,,,1,1,2,1708
F0201,The Furth Firm LLP,Furth Firm LLP,the Furth Firm LLP,,1,3,5,"1717, 1775, 1826"
F0202,"Prickett, Jones & Elliott",,,,1,1,1,1717
F0203,Law Offices of Mallison & Martinez,,,,1,1,1,1714
F0204,Schatz & Nobel P.C.,,,,1,1,1,1658
F0205,Johnson & Perkinson,,,,1,1,1,1658
F0206,Scott+Scott Attorneys at Law LLP,Scott + Scott Attorneys at Law LLP,Scott+Scott LLP,Scott & Scott,1,24,37,"1658, 1992, 2074, 2086, 2208, 2361, 2409, 2415, 2583, 2619, 2948, 2968, 3031, 3050, 3056, 3071, 3074, 3080, 3081, 3108, 3114, 3115, 3119, 3140"
F0207,"Trujillo Rodriguez & Richards, LLC","Trujillo, Rodriguez & Richards, LLC",,,1,4,4,"1658, 1777, 1782, 1914"
F0208,Brickfield & Donahue,,,,1,1,1,1658
F0209,Roddy Klein & Ryan,RODDY KLEIN & RYAN,,,1,5,6,"1715, 1974, 2193, 2233, 2290"
F0210,Consumer Law Group,,,,1,1,1,1715
F0211,"Edelman, Combs, Latturner & Goodwin, LLC","Edelman, Combs, Latturner & Goodwin",,,1,4,7,"1715, 1767, 2223, 2439"
F0212,"Nix, Patterson & Roach, LLP","Nix, Patterson & Roach, L.L.P.","NIX, PATTERSON & ROACH, L.L.P.",,1,3,6,"1725, 2335, 2502"
F0213,"Morgan & Meyers, PLC",,,,1,1,1,1725
F0214,"Alexander, Hawes & Audet, LLP",,,,1,1,1,1708
F0215,"Kershaw, Cutter & Ratinoff, LLP","Kershaw, Cutter & Ratinoff LLP",,,1,3,4,"1708, 1905, 1968"
F0216,Harke & Clasby LLP,Harke & Clasby,"Harke & Clasby, LLP",,1,6,8,"1708, 1739, 1745, 1785, 1998, 2046"
F0217,Cohen & Malad LLP,"Cohen & Malad, LLP",,,1,2,3,"1708, 3127"
F0218,"Lopez, Hodes, Restaino, Milman & Skikos",,,,1,2,4,"1708, 1742"
F0219,"Rheingold, Valet, Rheingold, Shkolnik & McCartney LLP","Rheingold, Valet, Rheingold, Shkolnik & Mccartney LLP","Rheingold,Valet, Rheingold, Shkolnik & McCartney, LLP",,1,5,6,"1708, 1905, 2066, 2199, 2220"
F0220,"Kellogg, Huber, Hansen, Todd, Evans & Figel, PLLC","Kellogg, Huber, Hansen, Todd, Evans & Figel, P.L.L.C.","Kellogg, Huber, Hansen, Todd, Evans & Figel P.L.L.C.","KELLOGG, HUBER, HANSEN, TODD, EVANS & FIGEL, P.L.L.C.",1,2,4,"1708, 1935"
F0221,Nolan Law Group,,,,1,2,4,"1721, 1953"
F0222,Stinson Morrison Hecker L.L.P.,,,,1,1,2,1721
F0223,"Hawley, Troxell, Ennis, & Hawley L.L.P.",,,,1,1,2,1721
F0224,Dykema Gossett PLLC,,,,1,2,4,"1718, 1928"
F0225,BONSIGNORE & BREWER,,,,1,1,1,1735
F0226,THE MILLS LAW FIRM,,,,1,1,1,1735
F0227,"ODOM & DES ROCHES, L.L.P.",Odom & Des Roches LLP,,,1,2,6,"1730, 2521"
F0228,"PERCY, SMITH & FOOTE",,,,1,1,2,1730
F0229,"ANN MILLER, LLC",,,,1,1,1,1735
F0230,Smith Segura & Raphael LLP,"Smith Segura & Raphael, LLP",,,1,2,2,"1730, 2521"
F0231,"RodaNast, P.C.","Rodanast, P.C.",RodaNast PC.,"RODANAST, P.C.",1,9,11,"1730, 1935, 1953, 1968, 1997, 2068, 2226, 2299, 2342"
F0232,"Kluger, Peretz, Kaplan & Berlin, P.L.",,,,1,1,2,1733
F0233,"Ervin Cohen & Jessup, LLP",,,,1,1,1,1733
F0234,"Brownstein, Hyatt & Farber",,,,1,1,1,1733
F0235,"Oppenheim, Pilelsky, PA",,,,1,1,1,1733
F0236,"Schwartz, Cooper, Greenberger & Krauss",,,,1,1,1,1733
F0237,"Wandro, Baer & Appel, P.C.",,,,1,1,1,1733
F0238,Shapiro Haber & Urmy LLP,SHAPIRO HABER & URMY LLP,"Shapiro, Haber, & Urmy LLP","Shapiro Haber & Urmy, LLP",1,6,7,"1733, 1790, 1838, 2109, 2409, 2938"
F0239,"Pitt, McGehee, Miller Palmer & Rivers, P.C.",,,,1,1,1,1733
F0240,"Blumenfeld Kaplan & Sandweiss, P.C.",,,,1,1,1,1733
F0241,"Klehr, Harison, Harvey, Branzburg & Ellers, LLP",,,,1,1,1,1733
F0242,"Law Offices of Curtis V. Trinko, LLP",,,,1,1,1,1733
F0243,"Spangenberg, Shibley& Liber, LLP","Spangenberg, Shibley & Liber","Spangenberg, Shibley & Liber, LLP",,1,2,3,"1733, 1909"
F0244,Graham & Graham Co. LPA,,,,1,1,1,1733
F0245,"Taft, Stettinius & Hollister LLP",,,,1,1,1,1733
F0246,"Ellis, Lawhorne & Sims, P.A.",,,,1,1,1,1733
F0247,Gary Polland & Associates,,,,1,1,1,1733
F0248,"Hill, Peterson, Carper, Bee & Deitzler, PLLC",,,,1,1,1,1733
F0249,Winter Johnson & Hill PLLC,,,,1,1,1,1733
F0250,Whitfield & Eddy,,,,1,1,1,1733
F0251,"Roda Nast, P.C.",RODA & NAST PC,,,1,2,3,"1730, 1905"
F0252,STERN & KILCULLEN,,,,1,1,1,1730
F0253,THE WEXLER LAW FIRM LLP,,,,1,1,1,1730
F0254,AKIN GUMP STRAUSS HAUER & FELD LLP,"Akin, Gump, Strauss, Hauer & Feld LLP","Akin Gump Strauss Hauer & Feld, LLP",,1,3,3,"1730, 1894, 1899"
F0255,"LAW OFFICES OF JAMES V. PASHIAN, P.C.",,,,1,1,1,1730
F0256,"Parker Waichman, LLP",Parker Waichman LLP,"Parker & Waichman, LLP",PARKER WAICHMAN LLP,1,8,10,"1742, 2000, 2333, 2514, 2924, 2973, 3006, 3089"
F0257,"McGinnis, Lochridge & Kilgore LLP",,,,1,1,1,1742
F0258,Douglas & London,"Douglas & London, P.C.",Douglas and London,Douglas & London P.C.,1,13,20,"1742, 1842, 1953, 2023, 2051, 2068, 2100, 2299, 2342, 2973, 3080, 3089, 3140"
F0259,"Lundy & Davis, LLP",,,,1,1,1,1742
F0260,Cuddy & Lanham,,,,1,1,1,1742
F0261,"Garrett Law Office, P.C.",,,,1,1,1,1742
F0262,Tucker Ellis & West LLP,Tucker Ellis and West LLP,Tucker Ellis & West,,1,2,5,"1742, 1968"
F0263,"Drinker, Biddle and Reath",Drinker Biddle & Reath LLP,"Drinker, Biddle, and Reath","Drinker, Biddle & Reath",1,3,6,"1742, 1943, 2081"
F0264,"Pogust Braslow & Millrood, LLC","Pogust, Braslow & Millrood",,,1,3,4,"1736, 1909, 2506"
F0265,"Vickery, Perdue, Kidd & Vickery",,,,1,1,1,1736
F0266,"Pendley, Baudin & Coffin, LLP","Pendley, Baudin & Coffin, L.L.P.","Pendley, Baudin & Coffin",,1,10,11,"1736, 1958, 2000, 2223, 2247, 2342, 2458, 2502, 3014, 3036"
F0267,"Callahan, Thompson, Sherman & Caudill, LLP",,,,1,1,1,1751
F0268,"Squitieri & Fearon, LLP",,,,1,3,3,"1745, 1751, 2058"
F0269,"Barrett Law Group, P.A.","Barrett Law Office, P.A.",The Barrett Law Group,"Barrett Law Group, PA",1,9,15,"1751, 2068, 2471, 2508, 2993, 2998, 3031, 3032, 3080"
F0270,"Bromberg Law Offices, P.C.",,,,1,1,1,1739
F0271,"Burstein Law Firm, P.C.",,,,1,1,1,1739
F0272,Nestor & Constance,,,,1,1,1,1739
F0273,Reinhardt Wendorf & Blanchfield,,,,1,4,7,"1739, 2993, 3107, 3113"
F0274,WILLIAMS CUKER BEREZOFSKY,Williams Cuker & Berezofsky,,,1,2,3,"1739, 1955"
F0275,Law Office of Krishna B. Narine,LAW OFFICE OF KRISHNA B. NARINE,,,1,1,2,1768
F0276,"Cuneo Gilbert & LaDuca, LLP","Cuneo, Gilbert & LaDuca, LLP","Cuneo Gilbert & Laduca, LLP","Cuneo, Gilbert & Laduca, LLP",1,24,40,"1763, 1817, 1958, 2000, 2098, 2238, 2247, 2254, 2274, 2290, 2359, 2451, 2471, 2481, 2588, 2903, 2918, 2998, 3031, 3032, 3097, 3107, 3108, 3110"
F0277,Motley Rice LLC,Motley Rice,"Motley Rice, LLC","MOTLEY RICE, LLC",1,23,32,"1763, 1791, 1842, 1905, 1928, 1968, 2083, 2087, 2342, 2502, 2521, 2921, 2924, 2966, 2972, 2973, 2996, 3014, 3051, 3094, 3115, 3140, 3148"
F0278,BEATIE AND OSBORN LLP,Beatie & Osborn LLP,,,1,2,3,"1760, 1789"
F0279,"KELLY, KELLY & ALLMAN",,,,1,1,1,1760
F0280,"PITTMAN, GERMANY, ROBERTS & WELSH, L.L.P.","Pittman, Germany, Roberts & Welsh, LLP",,,1,2,2,"1760, 1789"
F0281,"THE LAW FIRM OF BART T. VALAD, PLLC",,,,1,1,2,1760
F0282,"FLYNN AND RADFORD ATTORNEYS, P.C.",,,,1,1,1,1760
F0283,Spriggs & Hollingsworth,,,,1,1,2,1760
F0284,DECHERT LLP,Dechert LLP,Dechert,,1,3,13,"1769, 1899, 2924"
F0285,Wexler Toriseva Wallace LLP,"Wexler, Toriseva Wallace LLP",,,1,5,7,"1745, 1820, 1842, 1850, 1905"
F0286,Chimicles & Tikellis LLP,"Chimicles & Tikellis, LLP",CHIMICLES & TIKELLIS LLP,Chimicles & Tikellis,1,5,9,"1745, 1817, 2001, 2577, 3014"
F0287,Gustafson Gluek PLLC,,,,1,9,20,"1775, 1905, 2993, 2998, 3031, 3097, 3107, 3108, 3110"
F0288,Robins Kaplan LLP,Robins Kaplan,,,1,9,22,"1775, 2668, 2905, 2918, 3031, 3071, 3107, 3110, 3140"
F0289,The Furth Firm LLP (formerly Furth Lehmann & Grant LLP),,,,1,1,1,1775
F0290,Gancedo & Nieves,Gancedo & Nieves LLP,,,1,2,4,"1789, 1905"
F0291,"Krupnick, Campbell, Malone, et al","Krupnick, Campbell, Malone, et al.",,,1,1,3,1789
F0292,Girard Gibbs LLP,Girard Gibbs,"Girard Gibbs, LLP",Girard & Gibbs,1,20,34,"1786, 1827, 1914, 1982, 1998, 2014, 2017, 2030, 2063, 2086, 2121, 2145, 2299, 2409, 2450, 2481, 2521, 2583, 2617, 2619"
F0293,Lowenstein Sandler PC,,,,1,1,1,1777
F0294,"Faruqi & Faruqi, LLP",Faruqi & Faruqi LLP,,,1,7,11,"1777, 1919, 2317, 2361, 2438, 2521, 2984"
F0295,Wechsler Harwood LLP,,,,1,1,1,1777
F0296,O’Melveny & Myers LLP,"O'Melveny & Myers, LLP","O’Melveny & Myers, LLP",,1,2,4,"1785, 2639"
F0297,Nelson Mullins Riley & Scarborough,Nelson Mullins Riley & Scarborough LLP,,,1,4,5,"1785, 2502, 2514, 3036"
F0298,"Becnel Law Firm, LLC",Becnel Law Offices,"Becnel Law Firm, L.L.C.",Becnel Law Firm,1,8,11,"1785, 1953, 1997, 2023, 2051, 2068, 2223, 2226"
F0299,Morelli Ratner PC,,,,1,1,1,1785
F0300,Langston Law Firm,,,,1,1,2,1785
F0301,Law Offices of Gary K. Smith,,,,1,1,2,1785
F0302,Law Offices of John E. Mudd,,,,1,1,2,1785
F0303,Quetglas Law Offices,,,,1,2,4,"1785, 1905"
F0304,Federman & Sherwood,,,,1,6,9,"1785, 1961, 2102, 2583, 2994, 3108"
F0305,"Wasserman, Comden & Casselman LLP","Wasserman, Comden & Casselman, L.L.P.",,,1,2,3,"1785, 1822"
F0306,"Keegan, Macaluso & Baker",,,,1,1,2,1785
F0307,Keller Grover LLP,,,,1,1,2,1785
F0308,Whetstone Myers Perkins & Young,,,,1,1,2,1785
F0309,"Andrus, Boudreaux, Lemoine & Tonore","Andrus, Boudreaux, Lemoine & Tonore, P.L.C.",,,1,2,2,"1789, 1842"
F0310,Irpino Law Firm,,,,1,1,1,1789
F0311,"Cravath, Swaine & Moore LLP",,,,1,2,3,"1794, 3110"
F0312,Hulett Harper Stewart LLP,,,,1,2,2,"1780, 2093"
F0313,"SANFORD WITTELS & HEISLER, LLP",,,,1,1,4,1794
F0314,"Zwerling, Schachter & Zwerling, LLP","Zwerling, Schachter & Zwerling",,,1,3,3,"1799, 2145, 3107"
F0315,Keefe Bartels,"Keefe Bartels, LLC","KEEFE BARTELS, LLC",,1,3,3,"1799, 2314, 2358"
F0316,"IRWIN & BOESEN, P.C.",,,,1,1,2,1790
F0317,MCNULTY LAW FIRM,,,,1,1,1,1790
F0318,"SHB Bausch & Lomb, Inc.",,,,1,1,1,1785
F0319,Electronic Frontier Foundation (EFF),,,,1,1,2,1791
F0320,American Civil Liberties Union of Illinois (ACLU-IL),,,,1,1,2,1791
F0321,"Liska, Exnicios & Nungesser",,,,1,1,2,1791
F0322,the Mayer Law Group,Mayer Law Group,,,1,1,2,1791
F0323,"Krislov & Associates, Ltd","Krislov & Associates, Ltd.",,,1,2,3,"1791, 1919"
F0324,Law Offices of Steven E Schwarz,,,,1,1,2,1791
F0325,Mason Law Firm,"The Mason Law Firm, L.L.P.","Mason, LLP","The Mason Law Firm, P.C.",1,5,8,"1791, 1796, 1817, 2025, 3021"
F0326,George & Brothers,,,,1,1,2,1791
F0327,Weiss & Lurie,,,,1,1,2,1796
F0328,Howrey firm,Howrey LLP,,,1,2,2,"1816, 1895"
F0329,"Dostart Clapp Gordon & Coveney, LLP",,,,1,1,3,1807
F0330,Wynne Law Firm,the Wynne Law Firm,,,1,1,3,1807
F0331,"Futterman Howard Watkins Wylie & Ashley, Chtd.",,,,1,2,3,"1807, 1946"
F0332,the John M. Kelson Law Office,John M. Kelson Law Office,,,1,1,2,1807
F0333,Knapp Petersen & Clarke,,,,1,1,1,1807
F0334,Gray Ritter Graham,"Gray Ritter & Graham, P.C.","Gray, Ritter, Graham","Gray, Ritter & Graham, P.C.",1,4,11,"1811, 1907, 2562, 2936"
F0335,Emerson Poynter LLP,"Emerson Poynter, LLP",,,1,3,4,"1811, 1982, 2481"
F0336,"Looper, Reed & McGraw, P.C.",,,,1,1,1,1811
F0337,Chapman Lewis & Swan,,,,1,1,1,1811
F0338,"Audet & Partners, LLP",Audet & Partners LLP,,,1,13,18,"1817, 1850, 1953, 1958, 2000, 2098, 2238, 2247, 2264, 2270, 2359, 2602, 3014"
F0339,Crowell & Moring LLP,,,,1,1,1,1827
F0340,"Boies, Schiller & Flexner LLP",Boies Schiller Flexner LLP,"Boies, Schiller & Flexner L.L.P.",,1,5,12,"1826, 1950, 2196, 2905, 3076"
F0341,Wexler Wallace LLP,,,,1,7,9,"1820, 1850, 1946, 2409, 2688, 2966, 3031"
F0342,FINKELSTEIN & KRINSK LLP,Finkelstein & Krinsk,Finkelstein & Krinsk LLP,,1,2,3,"1825, 3009"
F0343,"RENNE SLOAN HOLTZMAN & SAKAL, LLP",,,,1,1,1,1825
F0344,The Garcia Law Firm,,,,1,1,1,1822
F0345,"Segal, McCambridge, Singer & Mahoney",Segal McCambridge Singer & Mahoney,"Segal McCambridge Singer & Mahoney, Ltd.",,1,2,4,"1822, 1996"
F0346,McHugh Fuller Law Group,,,,1,1,1,1822
F0347,Patton Roberts McWilliams & Capshaw,,,,1,1,1,1822
F0348,Kirtland & Packard LLP,KIRTLAND & PACKARD LLP,"Kirtland & Packard, LLP",Kirtland & Packard,1,4,13,"1822, 2188, 2199, 2317"
F0349,"Kirkland & Ellis, LLP",,,,1,2,2,"1822, 1953"
F0350,Alioto Law Firm,The Alioto Law Firm,,,1,2,8,"1827, 1957"
F0351,"Barrack, Rodos & Bacine",Barrack Rodos & Bacine,"BARRACK, RODOS & BACINE",BARRACK RODOS & BACINE,1,8,18,"1825, 1912, 1933, 2936, 2938, 2948, 3040, 3078"
F0352,Waters & Kraus LLP,,,,1,1,1,1825
F0353,Wilmer Cutler Pickering Hale and Dorr LLP,,,,1,1,1,1827
F0354,Minami,,,,1,1,1,1827
F0355,Pillsbury,,,,1,1,1,1827
F0356,Halunen & Associates,Halunen Law,,,1,4,4,"1817, 2000, 2359, 2688"
F0357,Edelson PC,"Edelson & Associates, LLC",,,1,6,18,"1817, 2514, 2985, 3001, 3121, 3148"
F0358,Rotherberger Johnson & Lyons,,,,1,1,1,1817
F0359,"Hudson Mallaney & Shindler, P.C.",,,,1,1,1,1817
F0360,Kramer Rayson,,,,1,1,1,1817
F0361,"Law Offices of George A. Barton, P.C.",,,,1,1,1,1840
F0362,"Tyler Cooper & Alcorn, LLP",,,,1,1,1,1838
F0363,"The Lamb Firm, LLC",,,,1,2,2,"1838, 1985"
F0364,Wolf Popper LLP,,,,1,3,6,"1838, 1968, 3111"
F0365,Milberg Weiss,Milberg Weiss LLP,,,1,2,2,"1842, 1891"
F0366,"Stern Shapiro Weissberg & Varin, LLP",,,,1,1,1,1838
F0367,The Alvarez Law Firm,Alvarez Law Firm,,,1,3,3,"1842, 2051, 3140"
F0368,Reich & Binstock,"Reich & Binstock, LLP",,,1,4,6,"1842, 1943, 1968, 2000"
F0369,"Heninger, Garrison & Davis","Heninger Garrison Davis, LLC","Heninger, Garrison & Davis, LLC",Heninger Garrison Davis,1,5,9,"1842, 1943, 2023, 2502, 3004"
F0370,"Mark C. Tanenbaum, P.A.",,,,1,2,3,"1865, 2502"
F0371,Law Offices of Howard Siegel,,,,1,1,1,1865
F0372,"Strom Law Firm, L.L.C.",,,,1,1,1,1865
F0373,"KamberEdelson, LLC",KamberEdelson LLC,,,1,1,2,1850
F0374,Maniklal & Dennis LLP,,,,1,1,1,1854
F0375,"Wiggins, Childs, Quinn & Pantazis LLC",,,,1,1,2,1854
F0376,The Cochran Firm,,,,1,2,2,"1854, 3094"
F0377,Morgan & Morgan,"Morgan & Morgan, P.A.","Morgan and Morgan, P.A.","Morgan & Morgan, PA",1,21,31,"1854, 1953, 1968, 1985, 2023, 2051, 2481, 2502, 2514, 2688, 2973, 2994, 3019, 3036, 3079, 3080, 3087, 3090, 3094, 3096, 3108"
F0378,"Metcalf, Kaspari, Howard, Engdahl & Lazarus, P.A.",,,,1,1,1,1854
F0379,Public Justice Center,,,,1,1,1,1854
F0380,Miller Law LLC,"The Miller Law Firm, P.C.",The Miller Law Firm,The Miller Firm LLC,1,12,18,"1867, 1946, 1968, 1996, 1997, 2042, 2196, 2521, 2901, 3040, 3096, 3115"
F0381,McGuireWoods LLP,MCGUIREWOODS LLP,,,1,4,12,"1845, 1960, 2196, 3111"
F0382,"Duplass, Zwain, Bourgeois, Morton, Pfister & Weinstock, APLC",,,,1,1,1,1873
F0383,Liner Grode Stein Yankelevitz Sunshine Regenstreif & Taylor LLP,,,,1,1,1,1875
F0384,"Squitieri & Fearson, LLP",,,,1,1,1,1875
F0385,Gainey & McKenna,,,,1,1,1,1875
F0386,"Preti, Flaherty, Beliveau & Pachios, LLP","Preti Flaherty, Beliveau & Pachios LLP","PRETI, FLAHERTY, BELIVEAU, & PACHIOS, LLP",,1,4,7,"1888, 1935, 2931, 3113"
F0387,Watts Guerra Craft,,,,1,1,1,1873
