kind,pair_key,verdict,confidence,source,a,b
attorney,att|james.miller.chester-finkelman-miller-shah-shepherd.4|peter.miller.miller.4,distinct,high,llm-web,"names: James E. Miller | firm(s): Shepherd, Finkelman, Miller & Shah, LLP; SHEPHERD FINKELMAN MILLER & SHAH, LLP; Shepherd Finkelman Miller & Shah - Chester | M","names: Peter A. Miller | firm(s): The Miller Law Firm; The Miller Firm LLC | MDLs: 1968, 2391 | corpus: new_extracted/old_extracted | mentions: 4"
attorney,att|e.miller.miller.5|james.miller.chester-finkelman-miller-shah-shepherd.4,distinct,high,llm-web,"names: James E. Miller | firm(s): Shepherd, Finkelman, Miller & Shah, LLP; SHEPHERD FINKELMAN MILLER & SHAH, LLP; Shepherd Finkelman Miller & Shah - Chester | M","names: E. Powell Miller | firm(s): The Miller Law Firm, P.C.; The Miller Law Firm | MDLs: 2744, 2818, 2901, 3040 | corpus: new_extracted/old_extracted | mention"
attorney,att|james.miller.chester-finkelman-miller-shah-shepherd.4|lloyd.miller.chambers-miller-monkman-sachse-sonosky.1,distinct,high,llm-web,"names: James E. Miller | firm(s): Shepherd, Finkelman, Miller & Shah, LLP; SHEPHERD FINKELMAN MILLER & SHAH, LLP; Shepherd Finkelman Miller & Shah - Chester | M","names: Lloyd B. Miller | firm(s): Sonosky, Chambers, Sachse, Miller & Monkman, LLP | MDLs: 2996 | corpus: new_extracted | mentions: 1"
attorney,att|james.miller.chester-finkelman-miller-shah-shepherd.4|michael.miller.miller.2,distinct,high,llm-web,"names: James E. Miller | firm(s): Shepherd, Finkelman, Miller & Shah, LLP; SHEPHERD FINKELMAN MILLER & SHAH, LLP; Shepherd Finkelman Miller & Shah - Chester | M","names: Michael J. Miller, Michael Miller | firm(s): The Miller Firm; The Miller Firm, LLC | MDLs: 1871, 2741 | corpus: old_extracted | mentions: 2"
attorney,att|james.miller.chester-finkelman-miller-shah-shepherd.4|mike.miller.miller.1,distinct,high,llm-web,"names: James E. Miller | firm(s): Shepherd, Finkelman, Miller & Shah, LLP; SHEPHERD FINKELMAN MILLER & SHAH, LLP; Shepherd Finkelman Miller & Shah - Chester | M",names: Mike Miller | firm(s): The Miller Firm LLC | MDLs: 2187 | corpus: old_extracted | mentions: 1
attorney,att|james.miller.chester-finkelman-miller-shah-shepherd.4|pete.miller.dellafera-miller.1,distinct,high,llm-web,"names: James E. Miller | firm(s): Shepherd, Finkelman, Miller & Shah, LLP; SHEPHERD FINKELMAN MILLER & SHAH, LLP; Shepherd Finkelman Miller & Shah - Chester | M",names: Pete Miller | firm(s): Miller Dellafera PLC | MDLs: 2767 | corpus: old_extracted | mentions: 1
attorney,att|marvin.miller.miller.14|peter.miller.miller.4,distinct,high,llm-web,"names: Marvin A. Miller, Marvin Miller | firm(s): Miller Law LLC; MILLER LAW LLC; Miller Law, LLC | MDLs: 1996, 1997, 2196, 2445, 2460, 2472, 2516, 2687, 2836 |","names: Peter A. Miller | firm(s): The Miller Law Firm; The Miller Firm LLC | MDLs: 1968, 2391 | corpus: new_extracted/old_extracted | mentions: 4"
attorney,att|kendall.millard.barnes-thornburg.3|marvin.miller.miller.14,distinct,high,llm-batch,"names: Marvin A. Miller, Marvin Miller | firm(s): Miller Law LLC; MILLER LAW LLC; Miller Law, LLC | MDLs: 1996, 1997, 2196, 2445, 2460, 2472, 2516, 2687, 2836 |",names: Kendall Millard | firm(s): Barnes & Thornburg LLP | MDLs: 2196 | corpus: new_extracted | mentions: 3
attorney,att|e.miller.miller.5|marvin.miller.miller.14,distinct,high,llm-web,"names: Marvin A. Miller, Marvin Miller | firm(s): Miller Law LLC; MILLER LAW LLC; Miller Law, LLC | MDLs: 1996, 1997, 2196, 2445, 2460, 2472, 2516, 2687, 2836 |","names: E. Powell Miller | firm(s): The Miller Law Firm, P.C.; The Miller Law Firm | MDLs: 2744, 2818, 2901, 3040 | corpus: new_extracted/old_extracted | mention"
attorney,att|lloyd.miller.chambers-miller-monkman-sachse-sonosky.1|marvin.miller.miller.14,distinct,high,llm-web,"names: Marvin A. Miller, Marvin Miller | firm(s): Miller Law LLC; MILLER LAW LLC; Miller Law, LLC | MDLs: 1996, 1997, 2196, 2445, 2460, 2472, 2516, 2687, 2836 |","names: Lloyd B. Miller | firm(s): Sonosky, Chambers, Sachse, Miller & Monkman, LLP | MDLs: 2996 | corpus: new_extracted | mentions: 1"
attorney,att|marvin.miller.miller.14|michael.miller.miller.2,distinct,high,llm-web,"names: Marvin A. Miller, Marvin Miller | firm(s): Miller Law LLC; MILLER LAW LLC; Miller Law, LLC | MDLs: 1996, 1997, 2196, 2445, 2460, 2472, 2516, 2687, 2836 |","names: Michael J. Miller, Michael Miller | firm(s): The Miller Firm; The Miller Firm, LLC | MDLs: 1871, 2741 | corpus: old_extracted | mentions: 2"
attorney,att|marvin.miller.miller.14|mike.miller.miller.1,distinct,high,llm-web,"names: Marvin A. Miller, Marvin Miller | firm(s): Miller Law LLC; MILLER LAW LLC; Miller Law, LLC | MDLs: 1996, 1997, 2196, 2445, 2460, 2472, 2516, 2687, 2836 |",names: Mike Miller | firm(s): The Miller Firm LLC | MDLs: 2187 | corpus: old_extracted | mentions: 1
attorney,att|douglas.millen.freed-kanner-london-millen.1|marvin.miller.miller.14,distinct,high,llm-batch,"names: Marvin A. Miller, Marvin Miller | firm(s): Miller Law LLC; MILLER LAW LLC; Miller Law, LLC | MDLs: 1996, 1997, 2196, 2445, 2460, 2472, 2516, 2687, 2836 |",names: Douglas A. Millen | firm(s): Freed Kanner London & Millen LLC | MDLs: 2420 | corpus: old_extracted | mentions: 1
attorney,att|marvin.miller.miller.14|vess.miller.cohen-malad.1,distinct,high,llm-batch,"names: Marvin A. Miller, Marvin Miller | firm(s): Miller Law LLC; MILLER LAW LLC; Miller Law, LLC | MDLs: 1996, 1997, 2196, 2445, 2460, 2472, 2516, 2687, 2836 |",names: Vess A. Miller | firm(s): Cohen & Malad | MDLs: 2667 | corpus: old_extracted | mentions: 1
attorney,att|marvin.miller.miller.14|pete.miller.dellafera-miller.1,distinct,high,llm-web,"names: Marvin A. Miller, Marvin Miller | firm(s): Miller Law LLC; MILLER LAW LLC; Miller Law, LLC | MDLs: 1996, 1997, 2196, 2445, 2460, 2472, 2516, 2687, 2836 |",names: Pete Miller | firm(s): Miller Dellafera PLC | MDLs: 2767 | corpus: old_extracted | mentions: 1
attorney,att|e.miller.miller.5|peter.miller.miller.4,distinct,high,llm-web,"names: Peter A. Miller | firm(s): The Miller Law Firm; The Miller Firm LLC | MDLs: 1968, 2391 | corpus: new_extracted/old_extracted | mentions: 4","names: E. Powell Miller | firm(s): The Miller Law Firm, P.C.; The Miller Law Firm | MDLs: 2744, 2818, 2901, 3040 | corpus: new_extracted/old_extracted | mention"
attorney,att|lloyd.miller.chambers-miller-monkman-sachse-sonosky.1|peter.miller.miller.4,distinct,high,llm-web,"names: Peter A. Miller | firm(s): The Miller Law Firm; The Miller Firm LLC | MDLs: 1968, 2391 | corpus: new_extracted/old_extracted | mentions: 4","names: Lloyd B. Miller | firm(s): Sonosky, Chambers, Sachse, Miller & Monkman, LLP | MDLs: 2996 | corpus: new_extracted | mentions: 1"
attorney,att|michael.miller.miller.2|peter.miller.miller.4,distinct,high,llm-web,"names: Peter A. Miller | firm(s): The Miller Law Firm; The Miller Firm LLC | MDLs: 1968, 2391 | corpus: new_extracted/old_extracted | mentions: 4","names: Michael J. Miller, Michael Miller | firm(s): The Miller Firm; The Miller Firm, LLC | MDLs: 1871, 2741 | corpus: old_extracted | mentions: 2"
attorney,att|mike.miller.miller.1|peter.miller.miller.4,distinct,high,llm-web,"names: Peter A. Miller | firm(s): The Miller Law Firm; The Miller Firm LLC | MDLs: 1968, 2391 | corpus: new_extracted/old_extracted | mentions: 4",names: Mike Miller | firm(s): The Miller Firm LLC | MDLs: 2187 | corpus: old_extracted | mentions: 1
attorney,att|douglas.millen.freed-kanner-london-millen.1|peter.miller.miller.4,distinct,high,llm-batch,"names: Peter A. Miller | firm(s): The Miller Law Firm; The Miller Firm LLC | MDLs: 1968, 2391 | corpus: new_extracted/old_extracted | mentions: 4",names: Douglas A. Millen | firm(s): Freed Kanner London & Millen LLC | MDLs: 2420 | corpus: old_extracted | mentions: 1
attorney,att|peter.miller.miller.4|vess.miller.cohen-malad.1,distinct,high,llm-batch,"names: Peter A. Miller | firm(s): The Miller Law Firm; The Miller Firm LLC | MDLs: 1968, 2391 | corpus: new_extracted/old_extracted | mentions: 4",names: Vess A. Miller | firm(s): Cohen & Malad | MDLs: 2667 | corpus: old_extracted | mentions: 1
attorney,att|pete.miller.dellafera-miller.1|peter.miller.miller.4,same,high,llm-web,"names: Peter A. Miller | firm(s): The Miller Law Firm; The Miller Firm LLC | MDLs: 1968, 2391 | corpus: new_extracted/old_extracted | mentions: 4",names: Pete Miller | firm(s): Miller Dellafera PLC | MDLs: 2767 | corpus: old_extracted | mentions: 1
attorney,att|e.miller.miller.5|edwin.mills.brody-stull.1,distinct,high,llm-batch,"names: Edwin J. Mills | firm(s): Stull, Stull & Brody | MDLs: 2003 | corpus: new_extracted | mentions: 1","names: E. Powell Miller | firm(s): The Miller Law Firm, P.C.; The Miller Law Firm | MDLs: 2744, 2818, 2901, 3040 | corpus: new_extracted/old_extracted | mention"
attorney,att|edwin.mills.brody-stull.1|michael.miller.miller.2,distinct,high,llm-batch,"names: Edwin J. Mills | firm(s): Stull, Stull & Brody | MDLs: 2003 | corpus: new_extracted | mentions: 1","names: Michael J. Miller, Michael Miller | firm(s): The Miller Firm; The Miller Firm, LLC | MDLs: 1871, 2741 | corpus: old_extracted | mentions: 2"
attorney,att|edwin.mills.brody-stull.1|kerry.miller.frilot.2,distinct,high,llm-batch,"names: Edwin J. Mills | firm(s): Stull, Stull & Brody | MDLs: 2003 | corpus: new_extracted | mentions: 1","names: Kerry J. Miller | firm(s): Frilot L.L.C. | MDLs: 2047, 2179 | corpus: old_extracted | mentions: 2"
attorney,att|e.miller.miller.5|lloyd.miller.chambers-miller-monkman-sachse-sonosky.1,distinct,high,llm-web,"names: E. Powell Miller | firm(s): The Miller Law Firm, P.C.; The Miller Law Firm | MDLs: 2744, 2818, 2901, 3040 | corpus: new_extracted/old_extracted | mention","names: Lloyd B. Miller | firm(s): Sonosky, Chambers, Sachse, Miller & Monkman, LLP | MDLs: 2996 | corpus: new_extracted | mentions: 1"
attorney,att|e.miller.miller.5|michael.miller.miller.2,distinct,high,llm-web,"names: E. Powell Miller | firm(s): The Miller Law Firm, P.C.; The Miller Law Firm | MDLs: 2744, 2818, 2901, 3040 | corpus: new_extracted/old_extracted | mention","names: Michael J. Miller, Michael Miller | firm(s): The Miller Firm; The Miller Firm, LLC | MDLs: 1871, 2741 | corpus: old_extracted | mentions: 2"
attorney,att|e.miller.miller.5|mike.miller.miller.1,distinct,high,llm-web,"names: E. Powell Miller | firm(s): The Miller Law Firm, P.C.; The Miller Law Firm | MDLs: 2744, 2818, 2901, 3040 | corpus: new_extracted/old_extracted | mention",names: Mike Miller | firm(s): The Miller Firm LLC | MDLs: 2187 | corpus: old_extracted | mentions: 1
attorney,att|e.miller.miller.5|pete.miller.dellafera-miller.1,distinct,high,llm-web,"names: E. Powell Miller | firm(s): The Miller Law Firm, P.C.; The Miller Law Firm | MDLs: 2744, 2818, 2901, 3040 | corpus: new_extracted/old_extracted | mention",names: Pete Miller | firm(s): Miller Dellafera PLC | MDLs: 2767 | corpus: old_extracted | mentions: 1
attorney,att|lloyd.miller.chambers-miller-monkman-sachse-sonosky.1|timothy.mills.maggs-mcdermott.2,distinct,high,llm-batch,"names: Lloyd B. Miller | firm(s): Sonosky, Chambers, Sachse, Miller & Monkman, LLP | MDLs: 2996 | corpus: new_extracted | mentions: 1","names: Timothy B. Mills | firm(s): Maggs & McDermott, LLC | MDLs: 1570 | corpus: old_extracted | mentions: 2"
attorney,att|lloyd.miller.chambers-miller-monkman-sachse-sonosky.1|michael.miller.miller.2,distinct,high,llm-web,"names: Lloyd B. Miller | firm(s): Sonosky, Chambers, Sachse, Miller & Monkman, LLP | MDLs: 2996 | corpus: new_extracted | mentions: 1","names: Michael J. Miller, Michael Miller | firm(s): The Miller Firm; The Miller Firm, LLC | MDLs: 1871, 2741 | corpus: old_extracted | mentions: 2"
attorney,att|lloyd.miller.chambers-miller-monkman-sachse-sonosky.1|mike.miller.miller.1,distinct,high,llm-web,"names: Lloyd B. Miller | firm(s): Sonosky, Chambers, Sachse, Miller & Monkman, LLP | MDLs: 2996 | corpus: new_extracted | mentions: 1",names: Mike Miller | firm(s): The Miller Firm LLC | MDLs: 2187 | corpus: old_extracted | mentions: 1
attorney,att|lloyd.miller.chambers-miller-monkman-sachse-sonosky.1|pete.miller.dellafera-miller.1,distinct,high,llm-web,"names: Lloyd B. Miller | firm(s): Sonosky, Chambers, Sachse, Miller & Monkman, LLP | MDLs: 2996 | corpus: new_extracted | mentions: 1",names: Pete Miller | firm(s): Miller Dellafera PLC | MDLs: 2767 | corpus: old_extracted | mentions: 1
attorney,att|kerry.miller.frilot.2|michael.miller.miller.2,distinct,high,llm-batch,"names: Michael J. Miller, Michael Miller | firm(s): The Miller Firm; The Miller Firm, LLC | MDLs: 1871, 2741 | corpus: old_extracted | mentions: 2","names: Kerry J. Miller | firm(s): Frilot L.L.C. | MDLs: 2047, 2179 | corpus: old_extracted | mentions: 2"
attorney,att|michael.miller.miller.2|mike.miller.miller.1,same,high,llm-batch,"names: Michael J. Miller, Michael Miller | firm(s): The Miller Firm; The Miller Firm, LLC | MDLs: 1871, 2741 | corpus: old_extracted | mentions: 2",names: Mike Miller | firm(s): The Miller Firm LLC | MDLs: 2187 | corpus: old_extracted | mentions: 1
attorney,att|michael.miller.miller.2|pete.miller.dellafera-miller.1,distinct,high,llm-web,"names: Michael J. Miller, Michael Miller | firm(s): The Miller Firm; The Miller Firm, LLC | MDLs: 1871, 2741 | corpus: old_extracted | mentions: 2",names: Pete Miller | firm(s): Miller Dellafera PLC | MDLs: 2767 | corpus: old_extracted | mentions: 1
attorney,att|mike.miller.miller.1|pete.miller.dellafera-miller.1,distinct,high,llm-web,names: Mike Miller | firm(s): The Miller Firm LLC | MDLs: 2187 | corpus: old_extracted | mentions: 1,names: Pete Miller | firm(s): Miller Dellafera PLC | MDLs: 2767 | corpus: old_extracted | mentions: 1
attorney,att|douglas.millen.freed-kanner-london-millen.1|vess.miller.cohen-malad.1,distinct,high,llm-batch,names: Douglas A. Millen | firm(s): Freed Kanner London & Millen LLC | MDLs: 2420 | corpus: old_extracted | mentions: 1,names: Vess A. Miller | firm(s): Cohen & Malad | MDLs: 2667 | corpus: old_extracted | mentions: 1
attorney,att|tim.obrien.levin-papantonio.2|timothy.obrien.barr-brien-buchanan-echsner-levin-mitchell-mougey-obrien-pap.9,same,high,llm-batch,"names: Timothy M. OBrien, Timothy M. O'Brien, Timothy O'Brien | firm(s): Levin, Papantonio, Thomas, Mitchell, Rafferty & Proctor, P.A.; Levin, Papantonio, Thoma","names: Tim O'Brien, Tim OBrien | firm(s): Levin Papantonio | MDLs: 3044 | corpus: new_extracted | mentions: 2"
attorney,att|paul.pennock.luxenberg-luxenburg-morgan-ny-weitz.17|shannon.pennock.pennock.3,distinct,high,llm-batch,"names: Paul Pennock, Paul J. Pennock, Mr. Paul J. Pennock | firm(s): Weitz & Luxenberg, P.C.; Morgan & Morgan, P.A.; Weitz Luxenburg | MDLs: 1708, 1769, 2244, 2","names: Shannon Pennock | firm(s): Pennock Law Firm | MDLs: 2754, 2789 | corpus: old_extracted | mentions: 3"
attorney,att|hunter.shkolnik.bern-mccartney-napoli-ns-pr-rheingold-ripka-services-shkolni.40|rachel.shkolnik.napoli-shkolnik.1,distinct,high,llm-web,"names: Hunter J. Shkolnik, Hunter Shkolnik, Mr. Hunter J. Shkolnik | firm(s): Napoli Bern Ripka Shkolnik, LLP; Rheingold, Valet, Rheingold, Shkolnik & McCartney","names: Rachel L. Shkolnik | firm(s): Napoli Shkolnik, PLLC | MDLs: 2973 | corpus: new_extracted | mentions: 1"
attorney,att|steve.skikos.crawford-joseph-millican-skikos.2|steven.skikos.crawford-joseph-millican-skikos.2,same,high,llm-batch,"names: Steve Skikos | firm(s): Skikos, Crawford, Skikos, Joseph & Millican LLP | MDLs: 1909 | corpus: new_extracted | mentions: 2","names: Steven J. Skikos | firm(s): SKIKOS, CRAWFORD, SKIKOS & JOSEPH LLP; Skikos, Crawford, Skikos, Joseph & Millican | MDLs: 2197 | corpus: old_extracted | men"
attorney,att|richard.meadow.lanier.10|rick.meadow.lanier.1,same,high,llm-batch,"names: Richard D. Meadow, Richard Meadow, Richard H. Meadow | firm(s): The Lanier Law Firm; Lanier Law Firm; THE LANIER LAW FIRM PC | MDLs: 1953, 2244, 2738 | c",names: Rick Meadow | firm(s): THE LANIER LAW FIRM | MDLs: 2187 | corpus: old_extracted | mentions: 1
attorney,att|caroline.mcglamry..1|michael.mcglamry.kilpatrick-mcglamry-morrison-norwood-pope.7,distinct,high,llm-batch,"names: Michael L. McGlamry, Michael McGlamry | firm(s): Pope, McGlamry, Kilpatrick, Morrison & Norwood; POPE McGLAMRY, P.C. | MDLs: 2323, 2391, 2924 | corpus: n",names: Caroline McGlamry | firm(s): (no firm recorded) | MDLs: 2924 | corpus: new_extracted | mentions: 1
attorney,att|lee.mcgartland.mcgartland.3|michael.mcgartland.borchardt-mcgartland.3,distinct,high,llm-web,"names: Lee McGartland, Lee Ann McGartland | firm(s): McGartland Law Firm; The McGartland Law Firm | MDLs: 2666, 3140 | corpus: new_extracted/old_extracted | men","names: Michael McGartland, Michael P. McGartland | firm(s): McGartland & Borchardt, LLP | MDLs: 2406, 2441, 2775 | corpus: old_extracted | mentions: 3"
attorney,att|michael.mcgartland.borchardt-mcgartland.3|mike.mcgartland..1,same,high,llm-batch,"names: Michael McGartland, Michael P. McGartland | firm(s): McGartland & Borchardt, LLP | MDLs: 2406, 2441, 2775 | corpus: old_extracted | mentions: 3",names: Mike McGartland | firm(s): (no firm recorded) | MDLs: 2775 | corpus: old_extracted | mentions: 1
attorney,att|f.kelly.allman-kelly.1|michael.kelly.crawford-joseph-kelly-kirtland-melodia-packard-professional-.12,distinct,high,llm-web,"names: F. Dulin Kelly | firm(s): KELLY, KELLY & ALLMAN | MDLs: 1760 | corpus: new_extracted | mentions: 1","names: Michael Louis Kelly, Michael A. Kelly, MICHAEL LOUIS KELLY | firm(s): Kirtland & Packard LLP; Walkup, Melodia, Kelly & Schoenberger; Kirtland & Packard |"
attorney,att|f.kelly.allman-kelly.1|timothy.kelly.kelly.1,distinct,high,llm-web,"names: F. Dulin Kelly | firm(s): KELLY, KELLY & ALLMAN | MDLs: 1760 | corpus: new_extracted | mentions: 1",names: Timothy C. Kelly | firm(s): Kelly Law Office | MDLs: 2025 | corpus: new_extracted | mentions: 1
attorney,att|f.kelly.allman-kelly.1|kristi.kelly.guzzo-kelly.3,distinct,high,llm-web,"names: F. Dulin Kelly | firm(s): KELLY, KELLY & ALLMAN | MDLs: 1760 | corpus: new_extracted | mentions: 1","names: Kristi Kelly | firm(s): Kelly Guzzo PLC; Kelly Guzzo, PLC | MDLs: 2933, 3128 | corpus: new_extracted | mentions: 3"
attorney,att|amy.keller.casey-dicello-gutzler-levit-levitt-wallace-wexler.18|randal.kelly.boesen-irwin.1,distinct,high,llm-batch,"names: Randal R. Kelly | firm(s): IRWIN & BOESEN, P.C. | MDLs: 1790 | corpus: new_extracted | mentions: 1","names: Amy E. Keller, Amy Keller, Amy R. Keller | firm(s): DiCello Levitt Gutzler LLC; DiCello Levitt & Casey LLC; Wexler Wallace LLP | MDLs: 2688, 2800, 2827, "
attorney,att|monica.kelley..2|randal.kelly.boesen-irwin.1,distinct,high,llm-batch,"names: Randal R. Kelly | firm(s): IRWIN & BOESEN, P.C. | MDLs: 1790 | corpus: new_extracted | mentions: 1",names: Monica R. Kelley | firm(s): (no firm recorded) | MDLs: 2151 | corpus: old_extracted | mentions: 2
attorney,att|monica.kelly..1|randal.kelly.boesen-irwin.1,distinct,high,llm-batch,"names: Randal R. Kelly | firm(s): IRWIN & BOESEN, P.C. | MDLs: 1790 | corpus: new_extracted | mentions: 1",names: Monica R. Kelly | firm(s): (no firm recorded) | MDLs: 2151 | corpus: old_extracted | mentions: 1
attorney,att|michael.kelly.crawford-joseph-kelly-kirtland-melodia-packard-professional-.12|timothy.kelly.kelly.1,distinct,high,llm-web,"names: Michael Louis Kelly, Michael A. Kelly, MICHAEL LOUIS KELLY | firm(s): Kirtland & Packard LLP; Walkup, Melodia, Kelly & Schoenberger; Kirtland & Packard |",names: Timothy C. Kelly | firm(s): Kelly Law Office | MDLs: 2025 | corpus: new_extracted | mentions: 1
attorney,att|kristi.kelly.guzzo-kelly.3|michael.kelly.crawford-joseph-kelly-kirtland-melodia-packard-professional-.12,distinct,high,llm-web,"names: Michael Louis Kelly, Michael A. Kelly, MICHAEL LOUIS KELLY | firm(s): Kirtland & Packard LLP; Walkup, Melodia, Kelly & Schoenberger; Kirtland & Packard |","names: Kristi Kelly | firm(s): Kelly Guzzo PLC; Kelly Guzzo, PLC | MDLs: 2933, 3128 | corpus: new_extracted | mentions: 3"
attorney,att|michael.kelly.crawford-joseph-kelly-kirtland-melodia-packard-professional-.12|monica.kelley..2,distinct,high,llm-batch,"names: Michael Louis Kelly, Michael A. Kelly, MICHAEL LOUIS KELLY | firm(s): Kirtland & Packard LLP; Walkup, Melodia, Kelly & Schoenberger; Kirtland & Packard |",names: Monica R. Kelley | firm(s): (no firm recorded) | MDLs: 2151 | corpus: old_extracted | mentions: 2
attorney,att|michael.kelly.crawford-joseph-kelly-kirtland-melodia-packard-professional-.12|monica.kelly..1,distinct,high,llm-batch,"names: Michael Louis Kelly, Michael A. Kelly, MICHAEL LOUIS KELLY | firm(s): Kirtland & Packard LLP; Walkup, Melodia, Kelly & Schoenberger; Kirtland & Packard |",names: Monica R. Kelly | firm(s): (no firm recorded) | MDLs: 2151 | corpus: old_extracted | mentions: 1
attorney,att|ashley.keller..6|timothy.kelly.kelly.1,distinct,high,llm-batch,names: Timothy C. Kelly | firm(s): Kelly Law Office | MDLs: 2025 | corpus: new_extracted | mentions: 1,"names: Ashley C. Keller, Ashley Keller | firm(s): (no firm recorded) | MDLs: 2924, 3043 | corpus: new_extracted | mentions: 6"
attorney,att|kristi.kelly.guzzo-kelly.3|timothy.kelly.kelly.1,distinct,high,llm-web,names: Timothy C. Kelly | firm(s): Kelly Law Office | MDLs: 2025 | corpus: new_extracted | mentions: 1,"names: Kristi Kelly | firm(s): Kelly Guzzo PLC; Kelly Guzzo, PLC | MDLs: 2933, 3128 | corpus: new_extracted | mentions: 3"
attorney,att|amy.keller.casey-dicello-gutzler-levit-levitt-wallace-wexler.18|monica.kelley..2,distinct,high,llm-batch,"names: Amy E. Keller, Amy Keller, Amy R. Keller | firm(s): DiCello Levitt Gutzler LLC; DiCello Levitt & Casey LLC; Wexler Wallace LLP | MDLs: 2688, 2800, 2827, ",names: Monica R. Kelley | firm(s): (no firm recorded) | MDLs: 2151 | corpus: old_extracted | mentions: 2
attorney,att|amy.keller.casey-dicello-gutzler-levit-levitt-wallace-wexler.18|monica.kelly..1,distinct,high,llm-batch,"names: Amy E. Keller, Amy Keller, Amy R. Keller | firm(s): DiCello Levitt Gutzler LLC; DiCello Levitt & Casey LLC; Wexler Wallace LLP | MDLs: 2688, 2800, 2827, ",names: Monica R. Kelly | firm(s): (no firm recorded) | MDLs: 2151 | corpus: old_extracted | mentions: 1
attorney,att|amy.keller.casey-dicello-gutzler-levit-levitt-wallace-wexler.18|christopher.keller.labaton-sucharow.1,distinct,high,llm-batch,"names: Amy E. Keller, Amy Keller, Amy R. Keller | firm(s): DiCello Levitt Gutzler LLC; DiCello Levitt & Casey LLC; Wexler Wallace LLP | MDLs: 2688, 2800, 2827, ",names: Christopher Keller | firm(s): Labaton Sucharow LLP | MDLs: 2879 | corpus: old_extracted | mentions: 1
attorney,att|d.campbell.campbell.2|douglas.campbell..1,distinct,high,llm-web,"names: D. Michael Campbell | firm(s): Campbell Law | MDLs: 1718, 2359 | corpus: new_extracted | mentions: 2",names: Douglas Campbell | firm(s): (no firm recorded) | MDLs: 2443 | corpus: new_extracted | mentions: 1
attorney,att|d.campbell.campbell.2|walter.campbell.al-campbell-et-krupnick-malone.1,distinct,high,llm-web,"names: D. Michael Campbell | firm(s): Campbell Law | MDLs: 1718, 2359 | corpus: new_extracted | mentions: 2","names: Walter G. Campbell, Jr [suffix jr] | firm(s): Krupnick, Campbell, Malone, et al | MDLs: 1789 | corpus: new_extracted | mentions: 1"
attorney,att|patricia.campbell.cartmell-kinsman-krause-wagstaff.2|tricia.campbell.emison-kinsman-krause-langdon.9,same,high,llm-batch,"names: Tricia Campbell | firm(s): LANGDON & EMISON; Krause & Kinsman; Langdon & Emison | MDLs: 2936, 3043 | corpus: new_extracted | mentions: 9",names: Patricia Campbell | firm(s): Krause & Kinsman; Wagstaff & Cartmell | MDLs: 2936 | corpus: new_extracted | mentions: 2
attorney,att|adam.evans.dickerson-hollis-oxton.4|james.evangelista.harris-lowry-penn.3,distinct,high,llm-batch,"names: James M. Evangelista | firm(s): Harris Penn Lowry, LLP; Harris Penn Lowry LLP | MDLs: 2583 | corpus: new_extracted | mentions: 3","names: Adam M. Evans | firm(s): Dickerson Oxton, LLC; Hollis Law Firm, P.A. | MDLs: 2753, 3081 | corpus: new_extracted/old_extracted | mentions: 4"
attorney,att|.gerstein..1|bruce.gerstein.fisher-garwin-gerstein.12,same,high,llm-batch,"names: Bruce E. Gerstein, Bruce Gerstein | firm(s): GARWIN GERSTEIN & FISHER LLP; Garwin Gerstein & Fisher LLP; Garwin Gerstein & Fisher, LLP | MDLs: 1730, 2084",names: Gerstein | firm(s): (no firm recorded) | MDLs: 2409 | corpus: new_extracted | mentions: 1
attorney,att|bruce.gerstein.fisher-garwin-gerstein.12|ephraim.gerstein.fisher-garwin-gerstein.2,distinct,high,llm-web,"names: Bruce E. Gerstein, Bruce Gerstein | firm(s): GARWIN GERSTEIN & FISHER LLP; Garwin Gerstein & Fisher LLP; Garwin Gerstein & Fisher, LLP | MDLs: 1730, 2084","names: Ephraim R. Gerstein | firm(s): GARWIN GERSTEIN & FISHER LLP; Garwin Gerstein and Fisher, LLP | MDLs: 2516 | corpus: old_extracted | mentions: 2"
attorney,att|bob.germany.germany-pittman-roberts-welsh.1|robert.germany.germany-pittman-roberts-welsh.1,same,high,llm-batch,"names: Robert G. Germany | firm(s): PITTMAN, GERMANY, ROBERTS & WELSH, L.L.P. | MDLs: 1760 | corpus: new_extracted | mentions: 1","names: Bob Germany | firm(s): Pittman, Germany, Roberts & Welsh, LLP | MDLs: 1789 | corpus: new_extracted | mentions: 1"
attorney,att|mark.geragos.geragos.3|matthew.geragos.geragos.1,distinct,high,llm-web,"names: Mark J. Geragos | firm(s): Geragos & Geragos APC; Geragos & Geragos; Geragos & Geragos, APC | MDLs: 2199, 2220, 2795 | corpus: new_extracted/old_extracte",names: Matthew J. Geragos | firm(s): Geragos Law Group | MDLs: 2153 | corpus: old_extracted | mentions: 1
attorney,att|.gerstein..1|ephraim.gerstein.fisher-garwin-gerstein.2,distinct,medium,llm-batch,names: Gerstein | firm(s): (no firm recorded) | MDLs: 2409 | corpus: new_extracted | mentions: 1,"names: Ephraim R. Gerstein | firm(s): GARWIN GERSTEIN & FISHER LLP; Garwin Gerstein and Fisher, LLP | MDLs: 2516 | corpus: old_extracted | mentions: 2"
