MDL,Attorney,Gold_Roles,LLM_Roles,Flag,LLM_Added,LLM_Missed
2326,Eric Chaffin,Management,,gold_only_missed_by_llm,,Management
2326,Erin Copeland,Management,,gold_only_missed_by_llm,,Management
2326,Fidelma Fitzpatrick,Management,,gold_only_missed_by_llm,,Management
2326,Fred Thompson,LeadCounsel; Management,LeadCounsel; Management,agree,,
2326,Harry Bell,Communications; Management,Communications,llm_missed_role,,Management
2326,Henry Garrard,Fees; LeadCounsel; Management,Fees; LeadCounsel; Management,agree,,
2326,Hunter Shkolnik,Management,,gold_only_missed_by_llm,,Management
2326,Jayne Conroy,Management,,gold_only_missed_by_llm,,Management
2326,Jeff Grand,Management,,gold_only_missed_by_llm,,Management
2326,Jerry Parker,Management,,gold_only_missed_by_llm,,Management
2326,Joe Osborne,Management,,gold_only_missed_by_llm,,Management
2326,Joe Saunders,Management,,gold_only_missed_by_llm,,Management
2326,Joe Zanies,Management,,gold_only_missed_by_llm,,Management
2326,John Restaino,Management,,gold_only_missed_by_llm,,Management
2326,Joseph Rice,Fees,Fees,agree,,
2326,Josh Wages,Management,,gold_only_missed_by_llm,,Management
2326,J.R. Rogers,Management,,gold_only_missed_by_llm,,Management
2326,Karen Menzies,Management,,gold_only_missed_by_llm,,Management
2326,Kim Wilson,Management,,gold_only_missed_by_llm,,Management
2326,Laura Yaeger,Management,,gold_only_missed_by_llm,,Management
2326,Lee Balefsky,Management,,gold_only_missed_by_llm,,Management
2326,Leigh O'Dell,Management,,gold_only_missed_by_llm,,Management
2326,Lisa Blue,Management,,gold_only_missed_by_llm,,Management
2326,Mark Mueller,Management,,gold_only_missed_by_llm,,Management
2326,Mark Williams,,Communications,llm_only_not_in_gold,Communications,
2326,Martin Crump,Management,,gold_only_missed_by_llm,,Management
2326,Michael Bonasso,Communications,Communications,agree,,
2326,Michael Farrell,Communications,Communications,agree,,
2326,Michael Goetz,Management,,gold_only_missed_by_llm,,Management
2326,Michael Tanenbaum,LeadCounsel,LeadCounsel,agree,,
2326,Michelle Parfitt,Management,,gold_only_missed_by_llm,,Management
2326,Mike Miller,Management,,gold_only_missed_by_llm,,Management
2326,Paul Farrell,Communications; Management,Communications,llm_missed_role,,Management
2326,Pete Flowers,Management,,gold_only_missed_by_llm,,Management
2326,Rachel Abrams,Management,,gold_only_missed_by_llm,,Management
2326,Renee Baggett,Fees; Management,Fees,llm_missed_role,,Management
2326,Richard Arsenault,Management,,gold_only_missed_by_llm,,Management
2326,Rick Meadow,Management,,gold_only_missed_by_llm,,Management
2326,Riley Burnett,Fees; Management,Fees,llm_missed_role,,Management
2326,Robert Adams,LeadCounsel,LeadCounsel,agree,,
2326,Robert Price,Management,,gold_only_missed_by_llm,,Management
2326,Robert Salim,Management,,gold_only_missed_by_llm,,Management
2326,Scott Love,Management,,gold_only_missed_by_llm,,Management
2326,Stacy Hauer,Management,,gold_only_missed_by_llm,,Management
2326,Susan Robinson,Communications,,gold_only_missed_by_llm,,Communications
2326,Thomas Cartmell,Fees; Management,Fees; Management,agree,,
2326,Tim Goss,Management,,gold_only_missed_by_llm,,Management
2326,Todd Harvey,Management,,gold_only_missed_by_llm,,Management
2326,Tom Anapol,Management,,gold_only_missed_by_llm,,Management
2326,Tom Cartmell,Management,,gold_only_missed_by_llm,,Management
2326,Victoria Maniatis,Management,,gold_only_missed_by_llm,,Management
2326,William McKee,Fees,,gold_only_missed_by_llm,,Fees
2326,Yvonne Flaherty,Fees; Management,Fees,llm_missed_role,,Management
2327,Aimee Wagstaff,Management,Management,agree,,
2327,Amy Eskin,Management,Management,agree,,
2327,Bryan Aylstock,Coordination; LeadCounsel; Management,LeadCounsel; Management,llm_missed_role,,Coordination
2327,Carl Frankovitch,Communications; Fees,Communications; Fees,agree,,
2327,Christy Jones,Communications,LeadCounsel,disjoint,LeadCounsel,Communications
2327,Clayton Clark,Fees; Management,Fees; Management,agree,,
2327,David Thomas,Communications,Communications,agree,,
2327,Derek Potts,Management,Management,agree,,
2327,Fred Thompson,Coordination; LeadCounsel; Management,LeadCounsel; Management,llm_missed_role,,Coordination
2327,Harry Bell,Communications,Communications,agree,,
2327,Henry Garrard,Coordination; Fees; LeadCounsel; Management,Fees; LeadCounsel; Management,llm_missed_role,,Coordination
2327,Joseph Rice,Fees,Fees,agree,,
2327,Mark Williams,,Communications,llm_only_not_in_gold,Communications,
2327,Michael Bonasso,Communications,Communications,agree,,
2327,Michael Farrell,Communications,Communications,agree,,
2327,Paul Farrell,Communications,Communications,agree,,
2327,Renee Baggett,Fees; LeadCounsel,Fees; LeadCounsel,agree,,
2327,Riley Burnett,Fees,Fees,agree,,
2327,Thomas Cartmell,Fees; Management,Fees; LeadCounsel; Management,llm_added_role,LeadCounsel,
2327,William McKee,Fees,,gold_only_missed_by_llm,,Fees
2327,Yvonne Flaherty,Fees,Fees,agree,,
2329,None None,,Communications; LeadCounsel,llm_only_not_in_gold,Communications; LeadCounsel,
2331,None None,,SettlementAdministration,llm_only_not_in_gold,SettlementAdministration,
2331,Alan Milstein,Management,Management,agree,,
2331,Benedict Morelli,Communications; Management,Communications; Management,agree,,
2331,David Kuttles,Management,Management,agree,,
2331,Jayne Conroy,Communications; Management,Communications; Management,agree,,
2331,John Romano,Management,Management,agree,,
2331,Marc Grossman,Management,Management,agree,,
2331,Mark Dicello,Management,Management,agree,,
2331,Mark Galpern,Management,Management,agree,,
2331,Martin Crump,Management,Management,agree,,
2331,Matt Sill,Management,Management,agree,,
2331,Roger Orlando,Management,Management,agree,,
2331,Theodore Laszlo,Management,Management,agree,,
2331,Timothy Becker,Management,Management,agree,,
2331,Tracy Rezvani,Management,Management,agree,,
2331,Trent Miracle,Management,Management,agree,,
2332,Bruce Gerstein,Settlement,ClassCounsel; LeadCounsel; Settlement,llm_added_role,ClassCounsel; LeadCounsel,
2332,David Sorensen,Settlement,ClassCounsel; LeadCounsel; Settlement,llm_added_role,ClassCounsel; LeadCounsel,
2332,Douglas Richards,LeadCounsel,,gold_only_missed_by_llm,,LeadCounsel
2332,Eric L. Cramer,,ClassCounsel; LeadCounsel,llm_only_not_in_gold,ClassCounsel; LeadCounsel,
2332,Gerard Stranch,Management,Management,agree,,
2332,J. Douglas Richards,,ClassCounsel; LeadCounsel,llm_only_not_in_gold,ClassCounsel; LeadCounsel,
2332,James Cecchi,,Communications,llm_only_not_in_gold,Communications,
2332,James Dugan,Management,Management,agree,,
2332,Jayne Goldstein,Management,Management,agree,,
2332,Joseph Opper,,ClassCounsel; LeadCounsel,llm_only_not_in_gold,ClassCounsel; LeadCounsel,
2332,Joseph Sauder,Management,Management,agree,,
2332,Judy Scolnick,Management,Management,agree,,
2332,Kenneth Wexler,ClassCounsel; LeadCounsel; Settlement,ClassCounsel; LeadCounsel; Settlement,agree,,
2332,Kristen Johnson Parker,,ClassCounsel; LeadCounsel,llm_only_not_in_gold,ClassCounsel; LeadCounsel,
2332,Lawrence Papale,Management,Management,agree,,
2332,Lisa Rodriguez,Communications,Communications,agree,,
2332,Michael Buchman,LeadCounsel,ClassCounsel; LeadCounsel,llm_added_role,ClassCounsel,
2332,Peter S. Pearlman,,Communications,llm_only_not_in_gold,Communications,
2332,Renae Steiner,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2332,Scott Perwin,Settlement,Settlement,agree,,
2332,Sharon Robertson,LeadCounsel,LeadCounsel,agree,,
2332,Thomas Sobol,Settlement,ClassCounsel; LeadCounsel; Settlement,llm_added_role,ClassCounsel; LeadCounsel,
2332,Vincent Esades,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2338,None None,,ClassCounsel; LeadCounsel; Management,llm_only_not_in_gold,ClassCounsel; LeadCounsel; Management,
2353,James Cecchi,LeadCounsel,LeadCounsel,agree,,
2357,Ben Barnow,LeadCounsel; Management,ClassCounsel; LeadCounsel; Management,llm_added_role,ClassCounsel,
2357,David O'Mara,Communications,Communications,agree,,
2357,Jeremiah Frei-Pearson,LeadCounsel; Management,ClassCounsel; LeadCounsel; Management,llm_added_role,ClassCounsel,
2357,Marc L. Godino,,LeadCounsel; Management,llm_only_not_in_gold,LeadCounsel; Management,
2357,Mark Godino,LeadCounsel; Management,ClassCounsel,disjoint,ClassCounsel,LeadCounsel; Management
2357,Peter Mougey,Management,Management,agree,,
2357,Richard Coffman,LeadCounsel; Management,ClassCounsel; LeadCounsel; Management,llm_added_role,ClassCounsel,
2357,Timothy Blood,Management,Management,agree,,
2382,Charles Schaffer,Management,Management,agree,,
2382,Eric Holland,LeadCounsel; Management,ClassCounsel; LeadCounsel,partial_disagree,ClassCounsel,Management
2382,John Climaco,Management,Management,agree,,
2382,John Simon,LeadCounsel; Management,ClassCounsel; LeadCounsel,partial_disagree,ClassCounsel,Management
2382,Jordan Chaikin,Management,Management,agree,,
2382,Richard Arsenault,Management,Management,agree,,
2387,Carl Frankovitch,Fees,Fees,agree,,
2387,Clayton Clark,Fees,Fees,agree,,
2387,David Thomas,Communications,Communications,agree,,
2387,Dustin Rawlin,LeadCounsel,LeadCounsel,agree,,
2387,Henry Garrard,Fees,Fees,agree,,
2387,J. Mostyn,LeadCounsel,LeadCounsel,agree,,
2387,Joseph Rice,Fees,Fees,agree,,
2387,Lana Varney,LeadCounsel,LeadCounsel,agree,,
2387,Mark Mueller,LeadCounsel,LeadCounsel,agree,,
2387,Renee Baggett,Fees,Fees,agree,,
2387,Riley Burnett,Fees; LeadCounsel,Fees; LeadCounsel,agree,,
2387,Robert Salim,LeadCounsel,LeadCounsel,agree,,
2387,Ronn Kreps,LeadCounsel,LeadCounsel,agree,,
2387,Thomas Cartmell,Fees,Fees,agree,,
2387,Thomas Craig,Communications,Communications,agree,,
2387,William McKee,Fees,,gold_only_missed_by_llm,,Fees
2387,Yvonne Flaherty,Fees,Fees,agree,,
2391,Ahmed Diab,Communications; Management,Communications; Management,agree,,
2391,Altom Maglio,Management,Management,agree,,
2391,Amber Parra,Management,Management,agree,,
2391,Anne Andrews,Management,Management,agree,,
2391,Brenda Fulmer,Fees; Management,Fees; LeadCounsel; Management,llm_added_role,LeadCounsel,
2391,Brian J. Devine,,Communications,llm_only_not_in_gold,Communications,
2391,Daniel Burke,Management,Management,agree,,
2391,Daniel Robinson,Management,Management,agree,,
2391,David LaDue,LeadCounsel,,gold_only_missed_by_llm,,LeadCounsel
2391,Derriel McCorvey,Management,Management,agree,,
2391,Douglass Kreis,Management,Management,agree,,
2391,Dougless Kreis,Management,Management,agree,,
2391,Ellen Relkin,Management,Management,agree,,
2391,Erin Hanig,Communications,Communications,agree,,
2391,Frederick Hovde,Communications; Management,Communications,llm_missed_role,,Management
2391,Genevieve Zimmerman,Management,Management,agree,,
2391,Hadley Matarazzo,Management,Management,agree,,
2391,J. Bachus,Management,Management,agree,,
2391,Jasper Ward,Fees; Management,Fees; Management,agree,,
2391,John Climaco,Management,Management,agree,,
2391,John Fisk,Management,,gold_only_missed_by_llm,,Management
2391,John Fiske,Management,Management,agree,,
2391,John David LaDue,,Communications,llm_only_not_in_gold,Communications,
2391,John Winter,LeadCounsel,Communications; LeadCounsel,llm_added_role,Communications,
2391,Joseph Osborne,Management,Management,agree,,
2391,Joseph Saunders,Management,Management,agree,,
2391,Justin Presnal,Fees; Management,Fees; Management,agree,,
2391,Kenneth M. Seeger,,Communications,llm_only_not_in_gold,Communications,
2391,Larry Boyd,Management,Management,agree,,
2391,Lawrence Jones,Management,Management,agree,,
2391,Mark Lanier,Fees,Fees,agree,,
2391,Michael McGlamry,Management,Management,agree,,
2391,Michelle Kranz,Fees; Management,Fees; Management,agree,,
2391,Navan Ward,Fees; Management,Fees; LeadCounsel; Management,llm_added_role,LeadCounsel,
2391,Peter Flowers,Management,Management,agree,,
2391,Peter Miller,Management,Management,agree,,
2391,Richard Arsenault,Management,Management,agree,,
2391,Robert Dassow,Communications; Fees; Management,Communications; Fees,llm_missed_role,,Management
2391,Scott Powell,Management,Management,agree,,
2391,Shelly Hutson,Management,Management,agree,,
2391,Stacy Hauer,Management,Management,agree,,
2391,Tayjes Shah,,Management,llm_only_not_in_gold,Management,
2391,Thomas Anapol,Fees; LeadCounsel; Management,Fees; LeadCounsel; Management,agree,,
2391,W. Lanier,LeadCounsel; Management,LeadCounsel; Management,agree,,
2391,Wayne Fisher,Management,Management,agree,,
2391,William Jordan,Management,Management,agree,,
2406,Aaron Podhurst,Management; Settlement,Management; Settlement,agree,,
2406,Allen Schreiber,Motions,Trial,disjoint,Trial,Motions
2406,Andrew Lemmon,Discovery,Discovery,agree,,
2406,Annesley DeGaris,Coordination,Coordination,agree,,
2406,Arthur Bailey,Discovery,Discovery,agree,,
2406,Augusta Dowd,Motions,Trial,disjoint,Trial,Motions
2406,Barry Ragsdale,Communications; Discovery,Communications; Discovery; Management,llm_added_role,Management,
2406,Ben Gordon,,Coordination,llm_only_not_in_gold,Coordination,
2406,Ben Sweet,Motions,Trial,disjoint,Trial,Motions
2406,Benjamin Gordon,Coordination,,gold_only_missed_by_llm,,Coordination
2406,Bill Butterfield,,Discovery,llm_only_not_in_gold,Discovery,
2406,Bill Isaacson,,Management,llm_only_not_in_gold,Management,
2406,Bob Methvin,Settlement,Settlement,agree,,
2406,Brent Hazzard,Motions,Trial,disjoint,Trial,Motions
2406,Brian Clark,Discovery,Discovery,agree,,
2406,Brian Hufford,Motions,,gold_only_missed_by_llm,,Motions
2406,Bryan Clobes,Motions,Trial,disjoint,Trial,Motions
2406,Carl Kravitz,Expert,Expert,agree,,
2406,Casey Lott,Coordination,Coordination,agree,,
2406,Charles Caliendo,Motions,ClassCounsel,disjoint,ClassCounsel,Motions
2406,Charles Cooper,Management,Management,agree,,
2406,Chris Coffin,,Coordination; Expert,llm_only_not_in_gold,Coordination; Expert,
2406,Chris Cowan,,,llm_only_not_in_gold,,
2406,Chris Hellums,,LocalCounsel; Settlement,llm_only_not_in_gold,LocalCounsel; Settlement,
2406,Christina Crow,Discovery,,gold_only_missed_by_llm,,Discovery
2406,Christopher Coffin,Coordination; Expert,,gold_only_missed_by_llm,,Coordination; Expert
2406,Christopher Cowan,Motions,,gold_only_missed_by_llm,,Motions
2406,Christopher Hellums,Coordination; Settlement,,gold_only_missed_by_llm,,Coordination; Settlement
2406,Christy Crow,,Discovery,llm_only_not_in_gold,Discovery,
2406,Craig Hoover,SettlementAdministration,LeadCounsel; Settlement,disjoint,LeadCounsel; Settlement,SettlementAdministration
2406,Cy Smith,Management; Settlement,Management,llm_missed_role,,Settlement
2406,Cyril Smith,,Settlement,llm_only_not_in_gold,Settlement,
2406,Daniel Gustafson,Motions,Trial,disjoint,Trial,Motions
2406,Daniel Hedlund,Motions,,llm_missed_role,,Motions
2406,Daniel Laytin,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2406,David Balto,Expert,Expert,agree,,
2406,David Benck,SettlementAdministration,Settlement,disjoint,Settlement,SettlementAdministration
2406,David Boies,ClassCounsel; LeadCounsel; Settlement; SettlementAdministration,ClassCounsel; LeadCounsel; Settlement,llm_missed_role,,SettlementAdministration
2406,David Guin,Motions,Motions,agree,,
2406,David Hodge,,Settlement,llm_only_not_in_gold,Settlement,
2406,David Hodges,Settlement,,gold_only_missed_by_llm,,Settlement
2406,David Wilkerson,Discovery,Discovery,agree,,
2406,David Zott,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2406,D.Brian Hufford,,Motions,llm_only_not_in_gold,Motions,
2406,Debra Hayes,Management; Settlement,Management; Settlement,agree,,
2406,Dennis Pantazis,Management; Settlement,Management; Settlement,agree,,
2406,Dennis Reich,Motions,,llm_missed_role,,Motions
2406,Dianne Nast,Motions,ClassCounsel,disjoint,ClassCounsel,Motions
2406,Dino Gankendorff,,Trial,llm_only_not_in_gold,Trial,
2406,Douglas Dellaccio,,Trial,llm_only_not_in_gold,Trial,
2406,Douglass Dellaccio,Motions,,gold_only_missed_by_llm,,Motions
2406,Edgar Gankendorff,Motions,,gold_only_missed_by_llm,,Motions
2406,Edgar Gentle,SettlementAdministration,Settlement,disjoint,Settlement,SettlementAdministration
2406,Edith Kallas,LeadCounsel; Settlement,ClassCounsel; LeadCounsel; Settlement,llm_added_role,ClassCounsel,
2406,Ellen Meriwether,Motions,Motions,agree,,
2406,Emily Yinger,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2406,Eric Belin,Motions,,llm_missed_role,,Motions
2406,Eric Cramer,Expert,Expert,agree,,
2406,Garett Blanchfield,Motions,,gold_only_missed_by_llm,,Motions
2406,Garrett Blanchfield,,Motions,llm_only_not_in_gold,Motions,
2406,Gary Mason,Motions,ClassCounsel,disjoint,ClassCounsel,Motions
2406,Gordon Ball,Coordination,Coordination,agree,,
2406,Greg Davis,Management; Settlement,Management,llm_missed_role,,Settlement
2406,Gregory L. Davis,,Settlement,llm_only_not_in_gold,Settlement,
2406,Hamish Hume,Discovery,Discovery,agree,,
2406,Harley Tropin,Motions,,llm_missed_role,,Motions
2406,Herman Watson,Coordination,Coordination,agree,,
2406,James Terrell,Motions,ClassCounsel,disjoint,ClassCounsel,Motions
2406,Jason Thompson,Motions,,llm_missed_role,,Motions
2406,Javier Lopez,Discovery,Discovery,agree,,
2406,Jim Warren,Coordination,Coordination,agree,,
2406,Joe Whatley,LeadCounsel; Settlement,ClassCounsel; LeadCounsel; Settlement,llm_added_role,ClassCounsel,
2406,Joey James,Motions,Trial,disjoint,Trial,Motions
2406,John Davis,Motions,Motions,agree,,
2406,John Saxon,Motions,Trial,disjoint,Trial,Motions
2406,Julia Roth,Discovery,Discovery,agree,,
2406,Karen Dyer,Motions,Expert,disjoint,Expert,Motions
2406,Karin DeMasi,SettlementAdministration,Settlement,disjoint,Settlement,SettlementAdministration
2406,Kathleen Chavez,Management; Settlement,Management; Settlement,agree,,
2406,Kathleen Kiernan,Motions,Motions,agree,,
2406,Kimberly West,,LocalCounsel,llm_only_not_in_gold,LocalCounsel,
2406,Kirk Wood,,LocalCounsel; Settlement,llm_only_not_in_gold,LocalCounsel; Settlement,
2406,Larence Jones,Motions,,gold_only_missed_by_llm,,Motions
2406,Larry McDevitt,Motions,ClassCounsel,disjoint,ClassCounsel,Motions
2406,Lawrence Jones,,,llm_only_not_in_gold,,
2406,Lewis Gillis,Motions,Trial,disjoint,Trial,Motions
2406,Linda Flippo,Discovery,Discovery,agree,,
2406,Lynn Jinks,Expert,Expert,agree,,
2406,Mark Gray,Discovery,Discovery,agree,,
2406,Mark Hogewood,,LocalCounsel,llm_only_not_in_gold,LocalCounsel,
2406,Mark White,Motions,Trial,disjoint,Trial,Motions
2406,Megan Jones,Management; Settlement; SettlementAdministration,Settlement,llm_missed_role,,Management; SettlementAdministration
2406,Meghan Jones,,Management,llm_only_not_in_gold,Management,
2406,Michael Dodge,Expert,,gold_only_missed_by_llm,,Expert
2406,Michael Gurley,Discovery,Discovery,agree,,
2406,Michael Hausfeld,ClassCounsel; LeadCounsel; Settlement,ClassCounsel; LeadCounsel,llm_missed_role,,Settlement
2406,Michael McGartland,Motions,ClassCounsel,disjoint,ClassCounsel,Motions
2406,Michael Murphy,Discovery,Discovery,agree,,
2406,Mike Dodge,,Expert,llm_only_not_in_gold,Expert,
2406,Myron Penn,Discovery,Discovery,agree,,
2406,Nicholas Roth,Discovery,,gold_only_missed_by_llm,,Discovery
2406,Nick Roth,,Discovery,llm_only_not_in_gold,Discovery,
2406,Noah Wood,Management; Settlement,,gold_only_missed_by_llm,,Management; Settlement
2406,Patrick Cafferty,Discovery,Discovery,agree,,
2406,Patrick Pendley,Motions,,llm_missed_role,,Motions
2406,Pete Strom,Motions,Trial,disjoint,Trial,Motions
2406,Peter Burke,Motions,ClassCounsel,disjoint,ClassCounsel,Motions
2406,Peter Prieto,Expert,Expert,agree,,
2406,Richard Feinstein,Expert,Expert,agree,,
2406,Richard Frankowsi,,Discovery,llm_only_not_in_gold,Discovery,
2406,Richard Frankowski,Discovery,,gold_only_missed_by_llm,,Discovery
2406,Richard Rouco,,Motions,llm_only_not_in_gold,Motions,
2406,Richard Ruoco,Motions,,gold_only_missed_by_llm,,Motions
2406,Robert Axelrod,Motions,Motions,agree,,
2406,Robert Eisler,Discovery,Discovery,agree,,
2406,Robert Foote,Motions,,llm_missed_role,,Motions
2406,Robert Rodin,Motions,Trial,disjoint,Trial,Motions
2406,Scott Nehs,SettlementAdministration,Settlement,disjoint,Settlement,SettlementAdministration
2406,Stephen Hanson,Motions,,gold_only_missed_by_llm,,Motions
2406,Steve Hanson,,ClassCounsel,llm_only_not_in_gold,ClassCounsel,
2406,Tammy Stokes,Motions,,llm_missed_role,,Motions
2406,Tanya Chutkan,Expert,Expert,agree,,
2406,Trish Murphy,Coordination,Coordination,agree,,
2406,Troy Doles,Discovery,Discovery,agree,,
2406,U.W. Clemon,,Management; Settlement,llm_only_not_in_gold,Management; Settlement,
2406,U.W. Clemson,Management; Settlement,,gold_only_missed_by_llm,,Management; Settlement
2406,Van Bunch,Motions,ClassCounsel,disjoint,ClassCounsel,Motions
2406,Virginia Buchanan,Motions,ClassCounsel,disjoint,ClassCounsel,Motions
2406,W. Daniel Miles III,,Motions,llm_only_not_in_gold,Motions,
2406,Warren Burns,ClassCounsel; Settlement,ClassCounsel,llm_missed_role,,Settlement
2406,Wes Pittman,Settlement,Settlement,agree,,
2406,William Butterfield,Discovery,,gold_only_missed_by_llm,,Discovery
2406,William Isaacson,Management; Settlement; SettlementAdministration,Settlement,llm_missed_role,,Management; SettlementAdministration
2406,Wilson Miles,Motions,,gold_only_missed_by_llm,,Motions
2418,Anand Agneshwar,LeadCounsel,LeadCounsel,agree,,
2418,Robert Salim,Communications,Communications,agree,,
2418,Shayna Sacks,Communications,Communications,agree,,
2419,Annika Martin,ProSe,ProSe,agree,,
2419,Elizabeth Cabraser,Coordination,Coordination; Management,llm_added_role,Management,
2419,J. Stranch,Management,Management,agree,,
2419,Kim Dougherty,Management,Management,agree,,
2419,Kristen Parker,LeadCounsel,LeadCounsel; Management,llm_added_role,Management,
2419,Marc Lipton,Management,Management,agree,,
2419,Mark Chalos,Coordination; Management,Coordination; Management,agree,,
2419,Mark Zamora,Management,Management,agree,,
2419,Patrick Fennell,Management,Management,agree,,
2419,Thomas Sobol,LeadCounsel; Management,LeadCounsel; Management,agree,,
2420,None None,,ClassCounsel; LeadCounsel; Management,llm_only_not_in_gold,ClassCounsel; LeadCounsel; Management,
2420,Bruce Simon,LeadCounsel,ClassCounsel; LeadCounsel,llm_added_role,ClassCounsel,
2420,Daniel Owen,Management,Management,agree,,
2420,Douglas Millen,Management,Management,agree,,
2420,Elizabeth Pritzker,Management,Management,agree,,
2420,Jeffrey Gittleman,Management,Management,agree,,
2420,Jennie Lee Anderson,,ClassCounsel; Communications,llm_only_not_in_gold,ClassCounsel; Communications,
2420,"Joseph J. Tabacco, Jr.",,ClassCounsel; LeadCounsel,llm_only_not_in_gold,ClassCounsel; LeadCounsel,
2420,Judith Zahid,Communications,ClassCounsel; Communications,llm_added_role,ClassCounsel,
2420,Linda Nussbaum,Management,Management,agree,,
2420,R. Alexander Saveri,,ClassCounsel; LeadCounsel,llm_only_not_in_gold,ClassCounsel; LeadCounsel,
2420,Saveri Richard,LeadCounsel,,gold_only_missed_by_llm,,LeadCounsel
2420,Steven Asher,Management,Management,agree,,
2420,Susan Kupfer,Management,Management,agree,,
2420,Tabacco Joseph,LeadCounsel,,gold_only_missed_by_llm,,LeadCounsel
2428,Anthony Tarricone,Communications; Management,Communications; LeadCounsel; Management,llm_added_role,LeadCounsel,
2428,Arnold Levin,Management,LeadCounsel; Management,llm_added_role,LeadCounsel,
2428,Bruce Steckler,Management,Management,agree,,
2428,Chris Seeger,Management,LeadCounsel; Management,llm_added_role,LeadCounsel,
2428,Ellen Presby,Management,Management,agree,,
2428,Frank Woodson,Management,Management,agree,,
2428,Gretchen Nelson,Coordination,Coordination,agree,,
2428,J. LeBlanc,Management,Management,agree,,
2428,James Klick,Management,LeadCounsel; Management,llm_added_role,LeadCounsel,
2428,Jim Dugan,Management,Management,agree,,
2428,Kristian Rasmussen,Management,Management,agree,,
2428,Lauren Barnes,Coordination,Coordination,agree,,
2428,Michelle Parfit,,LeadCounsel; Management,llm_only_not_in_gold,LeadCounsel; Management,
2428,Michelle Parfitt,Management,LeadCounsel; Management,llm_added_role,LeadCounsel,
2428,R. Milling,Management,Management,agree,,
2428,Randi Kassan,Management,Management,agree,,
2428,Richard Golomb,Management,Management,agree,,
2428,Richard Phillips,Management,Management,agree,,
2428,Steve Berman,Management,LeadCounsel; Management,llm_added_role,LeadCounsel,
2428,Troy Rafferty,Management,Management,agree,,
2433,None None,,Management,llm_only_not_in_gold,Management,
2433,Gregory Collins,Management,Management,agree,,
2433,Jon Concil,Fees; LeadCounsel; Management,,gold_only_missed_by_llm,,Fees; LeadCounsel; Management
2433,Jon C. Conlin,,Fees; LeadCounsel; Management,llm_only_not_in_gold,Fees; LeadCounsel; Management,
2433,Kevin Madonna,Management,Management,agree,,
2433,Michael London,Fees; LeadCounsel; Management,Fees; LeadCounsel; Management,agree,,
2433,Ned McWilliams,Fees; Management,Fees; Management,agree,,
2433,R. Edison Hill,,Management,llm_only_not_in_gold,Management,
2433,R. Edison Hill,Management,,gold_only_missed_by_llm,,Management
2433,Richard Schulte,Management,,gold_only_missed_by_llm,,Management
2433,Robert Bilott,Fees; LeadCounsel; Management,Fees; LeadCounsel; Management,agree,,
2433,Roger Denton,Management,Management,agree,,
2434,Catherine Heacox,Management,Management,agree,,
2434,Dawn Chmielewski,Management,Management,agree,,
2434,Dianne Nast,Management,Management,agree,,
2434,Diogenes Kekatos,Communications; LeadCounsel,Communications,llm_missed_role,,LeadCounsel
2434,Eric Holland,Management,Management,agree,,
2434,Fred Longer,Management,Management,agree,,
2434,Fred Thompson,Communications; LeadCounsel,LeadCounsel,llm_missed_role,,Communications
2434,James Ronca,Communications; LeadCounsel,LeadCounsel,llm_missed_role,,Communications
2434,Matthew McCauley,Communications; LeadCounsel,LeadCounsel,llm_missed_role,,Communications
2434,Melanie Muhlstock,Management,Management,agree,,
2434,Michael Johnson,LeadCounsel; Management,LeadCounsel; Management,agree,,
2434,Rachel Abrams,Management,Management,agree,,
2434,Randi Kassan,Management,Management,agree,,
2434,Richard Arsenault,Management,Management,agree,,
2434,Roger Smith,Management,Management,agree,,
2434,Shelley Kaufman,Management,Management,agree,,
2434,Shelly Kaufman,Management,Management,agree,,
2434,Steve Faries,Management,Management,agree,,
2434,Tina Glandian,Management,Management,agree,,
2434,Yvonne Flaherty,Management,Management,agree,,
2436,Alyson Jones,Communications,Communications,agree,,
2436,Chris Seeger,Management,Management,agree,,
2436,Christy Jones,LeadCounsel,LeadCounsel,agree,,
2436,David Abernethy,Communications,Communications,agree,,
2436,David Buchanan,Coordination,Coordination,agree,,
2436,Dianne Nast,Management,Management,agree,,
2436,Gil Gainer,Management,Management,agree,,
2436,James Green,Management,Management,agree,,
2436,Laurence Berman,Communications; LeadCounsel; Management,Communications; LeadCounsel; Management,agree,,
2436,Leonard Davis,Management,Management,agree,,
2436,R. Milling,LeadCounsel; Management,LeadCounsel; Management,agree,,
2437,None None,,ClassCounsel,llm_only_not_in_gold,ClassCounsel,
2437,Douglas Thompson,LeadCounsel,LeadCounsel,agree,,
2437,Eugene Spector,LeadCounsel,LeadCounsel,agree,,
2437,H. Montague,Communications; LeadCounsel,Communications; LeadCounsel,agree,,
2437,Kit Pearson,LeadCounsel,LeadCounsel,agree,,
2437,Kit Pierson,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2437,Lesley Weaver,LeadCounsel,LeadCounsel,agree,,
2437,Steven Bizar,Communications; LeadCounsel,Communications; LeadCounsel,agree,,
2437,Whitney Street,LeadCounsel,LeadCounsel,agree,,
