Corpus,Unified_Attorney_ID,Unified_Firm_ID,Appointment_ID,Order_No,Last Name,First Name,Appoint,Remove,Interim,Appointment Types,Plaintiff/Defendant,Appointee Type,Firm,First_Last_Calculated,MDL_No,MDL Type,Possible_Duplicate_Appointment,Provenance
new,A2057,F0779,2266-37-4,2266-37,Marshall,Diana,True,False,False,LeadCounsel,Plaintiff,Individual,"Marshall & Lewis, LLP",Diana Marshall,2266,,,extracted
new,A2058,F0779,2266-37-5,2266-37,Lewis,Ronald,True,False,False,LeadCounsel,Plaintiff,Individual,"Marshall & Lewis, LLP",Ronald Lewis,2266,,,extracted
new,A2059,F1121,2266-37-6,2266-37,Padilla,John,True,False,False,LeadCounsel,Plaintiff,Individual,"Padilla, Rodriguez & de la Garza, LLP",John Padilla,2266,,,extracted
new,,F1120,2266-37-F1,2266-37,,,True,False,False,LeadCounsel,Plaintiff,Firm,Wills Law Firm,Wills Law Firm,2266,,,extracted
new,,F0578,2266-37-F2,2266-37,,,True,False,False,LeadCounsel,Plaintiff,Firm,Yetter Coleman LLP,Yetter Coleman LLP,2266,,,extracted
new,,F0779,2266-37-F3,2266-37,,,True,False,False,LeadCounsel,Plaintiff,Firm,"Marshall & Lewis, LLP","Marshall & Lewis, LLP",2266,,,extracted
new,,F1121,2266-37-F4,2266-37,,,True,False,False,LeadCounsel,Plaintiff,Firm,"Padilla, Rodriguez & de la Garza, LLP","Padilla, Rodriguez & de la Garza, LLP",2266,,,extracted
new,,F0205,2290-442-1,2290-442,,,True,False,False,ClassCounsel,Plaintiff,Firm,"Klein Kavanagh Costello, LLP","Klein Kavanagh Costello, LLP",2290,,,extracted
new,,F0036,2290-442-2,2290-442,,,True,False,False,ClassCounsel,Plaintiff,Firm,Keller Rohrback L.L.P.,Keller Rohrback L.L.P.,2290,,,extracted
new,,F0026,2290-442-3,2290-442,,,True,False,False,ClassCounsel,Plaintiff,Firm,"Cuneo Gilbert & Laduca, LLP","Cuneo Gilbert & Laduca, LLP",2290,,,extracted
new,,F0002,2290-442-4,2290-442,,,True,False,False,ClassCounsel,Plaintiff,Firm,"Levin, Fishbein, Sedran & Berman","Levin, Fishbein, Sedran & Berman",2290,,,extracted
new,A2060,F1122,2284-40-1,2284-40,Stewart,Mark,True,False,False,Communications,Defendant,Individual,Ballard Spahr,Mark Stewart,2284,,,extracted
new,A0588,F0158,2284-40-2,2284-40,Hoeflich,Adam,True,False,False,LeadCounsel,Defendant,Individual,Bartlit Beck,Adam Hoeflich,2284,,,extracted
new,A0805,F0136,2284-40-3,2284-40,Kitchenoff,Robert,True,False,False,Communications,Plaintiff,Individual,"Weinstein, Kitchenoff & Asher",Robert Kitchenoff,2284,,,extracted
new,,F1122,2284-40-F1,2284-40,,,True,False,False,Communications,Defendant,Firm,Ballard Spahr,Ballard Spahr,2284,,,extracted
new,,F0158,2284-40-F2,2284-40,,,True,False,False,LeadCounsel,Defendant,Firm,Bartlit Beck,Bartlit Beck,2284,,,extracted
new,,F0136,2284-40-F3,2284-40,,,True,False,False,Communications,Plaintiff,Firm,"Weinstein, Kitchenoff & Asher","Weinstein, Kitchenoff & Asher",2284,,,extracted
new,,F0205,2290-396-1,2290-396,,,True,False,False,ClassCounsel,Plaintiff,Firm,"Klein Kavanagh Costello, LLP","Klein Kavanagh Costello, LLP",2290,,,extracted
new,,F0036,2290-396-2,2290-396,,,True,False,False,ClassCounsel,Plaintiff,Firm,"Keller Rohrback, L.L.P.","Keller Rohrback, L.L.P.",2290,,,extracted
new,,F0026,2290-396-3,2290-396,,,True,False,False,ClassCounsel,Plaintiff,Firm,"Cuneo Gilbert & Laduca, LLP","Cuneo Gilbert & Laduca, LLP",2290,,,extracted
new,,F0002,2290-396-4,2290-396,,,True,False,False,ClassCounsel,Plaintiff,Firm,"Levin, Fishbein, Sedran & Berman","Levin, Fishbein, Sedran & Berman",2290,,,extracted
?,A0078,F0026,02000-152-1,02000-152,LaDuca,Charles,True,False,False,LeadCounsel; ClassCounsel,Plaintiff,Individual,"Cuneo Gilbert & LaDuca, LLP",Charles LaDuca,02000,,,extracted
?,A0061,F0085,02000-152-2,02000-152,Raiter,Shawn,True,False,False,LeadCounsel; ClassCounsel,Plaintiff,Individual,"Larson King, LLP",Shawn Raiter,02000,,,extracted
?,,F0026,02000-152-F1,02000-152,,,True,False,False,LeadCounsel; ClassCounsel,Plaintiff,Firm,"Cuneo Gilbert & LaDuca, LLP","Cuneo Gilbert & LaDuca, LLP",02000,,,extracted
?,,F0085,02000-152-F2,02000-152,,,True,False,False,LeadCounsel; ClassCounsel,Plaintiff,Firm,"Larson King, LLP","Larson King, LLP",02000,,,extracted
new,A0040,F0038,2284-160-1,2284-160,Levitt,Adam,True,False,True,Settlement; LeadCounsel,Plaintiff,Individual,Grant & Eisenhofer,Adam Levitt,2284,,,extracted
new,A0004,F0039,2284-160-2,2284-160,Arsenault,Richard,True,False,False,Settlement,Plaintiff,Individual,"Neblett, Beard & Arsenault",Richard Arsenault,2284,,,extracted
new,A0131,F0011,2284-160-3,2284-160,Asciolla,Gregory,True,False,False,Settlement,Plaintiff,Individual,Labaton Sucharow,Gregory Asciolla,2284,,,extracted
new,A0251,F0005,2284-160-4,2284-160,Selbin,Jonathan,True,False,False,Settlement,Plaintiff,Individual,"Lieff, Cabraser, Heimann & Bernstein",Jonathan Selbin,2284,,,extracted
new,A0805,F0136,2284-160-5,2284-160,Kitchenoff,Richard,True,False,False,Settlement,Plaintiff,Individual,"Weinstein, Kitchenoff & Asher",Richard Kitchenoff,2284,,,extracted
new,,F0038,2284-160-F1,2284-160,,,True,False,True,Settlement; LeadCounsel,Plaintiff,Firm,Grant & Eisenhofer,Grant & Eisenhofer,2284,,,extracted
new,,F0039,2284-160-F2,2284-160,,,True,False,False,Settlement,Plaintiff,Firm,"Neblett, Beard & Arsenault","Neblett, Beard & Arsenault",2284,,,extracted
new,,F0011,2284-160-F3,2284-160,,,True,False,False,Settlement,Plaintiff,Firm,Labaton Sucharow,Labaton Sucharow,2284,,,extracted
new,,F0005,2284-160-F4,2284-160,,,True,False,False,Settlement,Plaintiff,Firm,"Lieff, Cabraser, Heimann & Bernstein","Lieff, Cabraser, Heimann & Bernstein",2284,,,extracted
new,,F0136,2284-160-F5,2284-160,,,True,False,False,Settlement,Plaintiff,Firm,"Weinstein, Kitchenoff & Asher","Weinstein, Kitchenoff & Asher",2284,,,extracted
new,A0006,,2299-2319-1,2299-2319,Lanier,W.,True,False,False,Management,Plaintiff,Individual,,W. Lanier,2299,,"same appointee+role+side on 2013-02-04 across 2 orders: 2299-2319, 2299-2320",extracted
new,,F0020,2274-14-1,2274-14,,,True,False,True,LeadCounsel; ClassCounsel; Management,Plaintiff,Firm,Milberg LLP,Milberg LLP,2274,,,extracted
new,,F0205,2274-14-2,2274-14,,,True,False,True,LeadCounsel; ClassCounsel; Management,Plaintiff,Firm,"Roddy Klein & Ryan (to be renamed Klein Kavanagh Costello, LLP as of January 1, 2012)","Roddy Klein & Ryan (to be renamed Klein Kavanagh Costello, LLP as of January 1, 2012)",2274,,,extracted
new,,F0066,2274-14-3,2274-14,,,True,False,,Management,Plaintiff,Firm,Finkelstein Thompson LLP,Finkelstein Thompson LLP,2274,,,extracted
new,,F0004,2274-14-4,2274-14,,,True,False,,Management,Plaintiff,Firm,"Berger & Montague, P.C.","Berger & Montague, P.C.",2274,,,extracted
new,,F0026,2274-14-5,2274-14,,,True,False,,Management,Plaintiff,Firm,"Cuneo Gilbert & LaDuca, LLP","Cuneo Gilbert & LaDuca, LLP",2274,,,extracted
new,,F0767,2274-14-6,2274-14,,,True,False,,Management,Plaintiff,Firm,Sturdevant Law Firm,Sturdevant Law Firm,2274,,,extracted
new,,F1123,2274-14-7,2274-14,,,True,False,,Management,Plaintiff,Firm,Housing and Economic Rights Advocates,Housing and Economic Rights Advocates,2274,,,extracted
new,,F0534,2274-14-8,2274-14,,,True,False,,Management,Plaintiff,Firm,National Consumer Law Center,National Consumer Law Center,2274,,,extracted
new,,F1124,2274-14-9,2274-14,,,True,False,,Management,Plaintiff,Firm,Stonebarger Law,Stonebarger Law,2274,,,extracted
new,,F0002,2274-14-10,2274-14,,,True,False,,Management,Plaintiff,Firm,"Levin, Fishbein, Sedran & Berman","Levin, Fishbein, Sedran & Berman",2274,,,extracted
new,,F0008,2274-14-11,2274-14,,,True,False,,Management,Plaintiff,Firm,Lockridge Grindal Nauen P.L.L.P.,Lockridge Grindal Nauen P.L.L.P.,2274,,,extracted
new,,F0236,2274-14-12,2274-14,,,True,False,,Management,Plaintiff,Firm,Holland Groves Schneller Stolze,Holland Groves Schneller Stolze,2274,,,extracted
new,,F0389,2274-14-13,2274-14,,,True,False,,Management,Plaintiff,Firm,Hudson Mallaney Shindler Anderson P.C.,Hudson Mallaney Shindler Anderson P.C.,2274,,,extracted
new,,F0205,2290-11-1,2290-11,,,True,False,True,LeadCounsel; ClassCounsel,Plaintiff,Firm,Roddy Klein & Ryan,Roddy Klein & Ryan,2290,,,extracted
new,,F0002,2290-11-2,2290-11,,,True,False,True,LeadCounsel; ClassCounsel,Plaintiff,Firm,Levin Fishbein Sedran & Berman,Levin Fishbein Sedran & Berman,2290,,,extracted
new,,F0036,2290-11-3,2290-11,,,True,False,True,LeadCounsel; ClassCounsel,Plaintiff,Firm,"Keller Rohrback, LLP","Keller Rohrback, LLP",2290,,,extracted
new,,F0026,2290-11-4,2290-11,,,True,False,True,LeadCounsel; ClassCounsel,Plaintiff,Firm,"Cuneo Gilbert & LaDuca, LLP","Cuneo Gilbert & LaDuca, LLP",2290,,,extracted
new,,F0534,2290-11-5,2290-11,,,True,False,False,Management,Plaintiff,Firm,The National Consumer Law Center,The National Consumer Law Center,2290,,,extracted
new,,F1125,2290-11-6,2290-11,,,True,False,False,Management,Plaintiff,Firm,Neighborhood Legal Services,Neighborhood Legal Services,2290,,,extracted
new,,F0236,2290-11-7,2290-11,,,True,False,False,Management,Plaintiff,Firm,"Holland, Groves, Schneller & Stolze, LLC","Holland, Groves, Schneller & Stolze, LLC",2290,,,extracted
new,,F0163,2290-11-8,2290-11,,,True,False,False,Management,Plaintiff,Firm,"Bolen, Robinson & Ellis, LLP","Bolen, Robinson & Ellis, LLP",2290,,,extracted
new,,F1126,2290-11-9,2290-11,,,True,False,False,Management,Plaintiff,Firm,"Mauriello Law Firm, APC","Mauriello Law Firm, APC",2290,,,extracted
new,,F1127,2290-11-10,2290-11,,,True,False,False,Management,Plaintiff,Firm,"Lanza & Smith, PLC","Lanza & Smith, PLC",2290,,,extracted
new,,F1128,2290-11-11,2290-11,,,True,False,False,Management,Plaintiff,Firm,"The Grant Law Firm, PLLC","The Grant Law Firm, PLLC",2290,,,extracted
new,,F0115,2290-11-12,2290-11,,,True,False,False,Management,Plaintiff,Firm,"Carey, Danis & Lowe","Carey, Danis & Lowe",2290,,,extracted
new,,F0008,2290-11-13,2290-11,,,True,False,False,Management,Plaintiff,Firm,"Lockridge, Grindal, Nauen, PLLP","Lockridge, Grindal, Nauen, PLLP",2290,,,extracted
new,,F0071,2290-11-14,2290-11,,,True,False,False,Management,Plaintiff,Firm,"Lite DePalma & Greenberg, LLC","Lite DePalma & Greenberg, LLC",2290,,,extracted
new,,F1129,2290-11-15,2290-11,,,True,False,False,Management,Plaintiff,Firm,"Friscia & Associates, LLC","Friscia & Associates, LLC",2290,,,extracted
new,,F0389,2290-11-16,2290-11,,,True,False,False,Management,Plaintiff,Firm,"Hudson, Mallaney, Shindler & Anderson, P.C.","Hudson, Mallaney, Shindler & Anderson, P.C.",2290,,,extracted
new,,F0780,2293-212-1,2293-212,,,True,False,False,Communications,Plaintiff,Firm,Attorney General of the State of Texas,Attorney General of the State of Texas,2293,,,extracted
new,,F0781,2293-212-2,2293-212,,,True,False,False,Communications,Plaintiff,Firm,Attorney General of the State of Connecticut,Attorney General of the State of Connecticut,2293,,,extracted
new,,F0782,2293-212-3,2293-212,,,True,False,False,Communications,Plaintiff,Firm,Attorney General of the State of Ohio,Attorney General of the State of Ohio,2293,,,extracted
new,A0452,F0247,2299-2294-1,2299-2294,Singleton,W.,True,False,False,ProSe,Plaintiff,Individual,The Singleton Law Firm,W. Singleton,2299,,,extracted
new,,F0247,2299-2294-F1,2299-2294,,,True,False,False,ProSe,Plaintiff,Firm,The Singleton Law Firm,The Singleton Law Firm,2299,,,extracted
new,,F0001,2293-651-1,2293-651,,,True,False,False,ClassCounsel,Plaintiff,Firm,Hagens Berman Sobol Shapiro LLP,Hagens Berman Sobol Shapiro LLP,2293,,,extracted
new,,F0006,2293-651-2,2293-651,,,True,False,False,ClassCounsel,Plaintiff,Firm,Cohen Milstein Sellers & Toll PPLC,Cohen Milstein Sellers & Toll PPLC,2293,,,extracted
new,,F0001,2293-374-1,2293-374,,,True,False,False,ClassCounsel,Plaintiff,Firm,Hagens Berman Sobol Shapiro LLP,Hagens Berman Sobol Shapiro LLP,2293,,,extracted
new,,F0006,2293-374-2,2293-374,,,True,False,False,ClassCounsel,Plaintiff,Firm,Cohen Milstein Sellers & Toll PLLC,Cohen Milstein Sellers & Toll PLLC,2293,,,extracted
new,A0627,F0039,2299-3737-1,2299-3737,Chmielewski,Dawn,False,True,False,Management,Plaintiff,Individual,"Neblett, Beard & Arsenault",Dawn Chmielewski,2299,,,extracted
new,,F0039,2299-3737-F1,2299-3737,,,False,True,False,Management,Plaintiff,Firm,"Neblett, Beard & Arsenault","Neblett, Beard & Arsenault",2299,,,extracted
new,A0006,,2299-2320-1,2299-2320,Lanier,W.,True,False,False,Management,Plaintiff,Individual,,W. Lanier,2299,,"same appointee+role+side on 2013-02-04 across 2 orders: 2299-2319, 2299-2320",extracted
new,A2061,F0005,2299-2856-1,2299-2856,Arbitblit,Donald,True,False,False,Management,Plaintiff,Individual,"Lieff Cabraser Heimann & Bernstein, LLP",Donald Arbitblit,2299,,,extracted
new,A0627,F0156,2299-2856-2,2299-2856,Chmielewski,Dawn,True,False,False,Management,Plaintiff,Individual,"Climaco, Wilcox, Peca, Tarantino & Garofoli Co., L.P.A.",Dawn Chmielewski,2299,,,extracted
new,A0253,F0022,2299-2856-3,2299-2856,De Bartolomeo,A.,True,False,False,Management,Plaintiff,Individual,Girard Gibbs LLP,A. De Bartolomeo,2299,,,extracted
new,A2062,F0196,2299-2856-4,2299-2856,Tabatabaie,Tara,True,False,False,Management,Plaintiff,Individual,"Sill Law Group, PLLC",Tara Tabatabaie,2299,,,extracted
new,,F0005,2299-2856-F1,2299-2856,,,True,False,False,Management,Plaintiff,Firm,"Lieff Cabraser Heimann & Bernstein, LLP","Lieff Cabraser Heimann & Bernstein, LLP",2299,,,extracted
new,,F0156,2299-2856-F2,2299-2856,,,True,False,False,Management,Plaintiff,Firm,"Climaco, Wilcox, Peca, Tarantino & Garofoli Co., L.P.A.","Climaco, Wilcox, Peca, Tarantino & Garofoli Co., L.P.A.",2299,,,extracted
new,,F0022,2299-2856-F3,2299-2856,,,True,False,False,Management,Plaintiff,Firm,Girard Gibbs LLP,Girard Gibbs LLP,2299,,,extracted
new,,F0196,2299-2856-F4,2299-2856,,,True,False,False,Management,Plaintiff,Firm,"Sill Law Group, PLLC","Sill Law Group, PLLC",2299,,,extracted
new,A0627,F0039,2299-3737-1,2299-3737,Chmielewski,Dawn,False,True,False,Management,Plaintiff,Individual,"Neblett, Beard & Arsenault",Dawn Chmielewski,2299,,,extracted
new,,F0039,2299-3737-F1,2299-3737,,,False,True,False,Management,Plaintiff,Firm,"Neblett, Beard & Arsenault","Neblett, Beard & Arsenault",2299,,,extracted
?,A0061,F0085,02000-115-1,02000-115,Raiter,Shawn,True,False,False,LeadCounsel; ClassCounsel,Plaintiff,Individual,"Larson • King, LLP",Shawn Raiter,02000,,,extracted
?,A0078,F0026,02000-115-2,02000-115,LaDuca,Charles,True,False,False,LeadCounsel; ClassCounsel,Plaintiff,Individual,"Cuneo, Gilbert & LaDuca, LLP",Charles LaDuca,02000,,,extracted
?,A0053,F0008,02000-115-3,02000-115,Shelquist,Robert,True,False,False,ClassCounsel,Plaintiff,Individual,"Lockridge Grindal Nauen, PLLP",Robert Shelquist,02000,,,extracted
?,A0076,F0081,02000-115-4,02000-115,Coffin,Christopher,True,False,False,ClassCounsel,Plaintiff,Individual,"Pendley, Baudin & Coffin, LLP",Christopher Coffin,02000,,,extracted
?,A0126,F0075,02000-115-5,02000-115,McShane,Michael,True,False,False,ClassCounsel,Plaintiff,Individual,"Audet & Partners, LLP",Michael McShane,02000,,,extracted
?,A0182,F0016,02000-115-6,02000-115,Rudd,J.,True,False,False,ClassCounsel,Plaintiff,Individual,Zimmerman Reed PLLP,J. Rudd,02000,,,extracted
?,A0085,F0040,02000-115-7,02000-115,Mason,Gary,True,False,False,ClassCounsel,Plaintiff,Individual,"Whitfield Bryson & Mason, LLP",Gary Mason,02000,,,extracted
?,A0768,F0388,02000-115-8,02000-115,Halunen,Clayton,True,False,False,ClassCounsel,Plaintiff,Individual,Halunen & Associates,Clayton Halunen,02000,,,extracted
?,A0260,F0048,02000-115-9,02000-115,Chaikin,Jordan,True,False,False,ClassCounsel,Plaintiff,Individual,"Parker Waichman, LLP",Jordan Chaikin,02000,,,extracted
?,A0157,F0004,02000-115-10,02000-115,Carson,Shanon,True,False,False,ClassCounsel,Plaintiff,Individual,"Berger & Montague, P.C.",Shanon Carson,02000,,,extracted
?,A0012,F0002,02000-115-11,02000-115,Schaffer,Charles,True,False,False,ClassCounsel,Plaintiff,Individual,Levin Fishbein Sedran and Berman,Charles Schaffer,02000,,,extracted
?,A0468,F0255,02000-115-12,02000-115,Reich,Dennis,True,False,False,ClassCounsel,Plaintiff,Individual,"Reich & Binstock, LLP",Dennis Reich,02000,,,extracted
?,A2063,F0673,02000-115-13,02000-115,Britt,D.,True,False,False,ClassCounsel,Plaintiff,Individual,"Tate Law Group, LLC",D. Britt,02000,,,extracted
?,,F0085,02000-115-F1,02000-115,,,True,False,False,LeadCounsel; ClassCounsel,Plaintiff,Firm,"Larson • King, LLP","Larson • King, LLP",02000,,,extracted
?,,F0026,02000-115-F2,02000-115,,,True,False,False,LeadCounsel; ClassCounsel,Plaintiff,Firm,"Cuneo, Gilbert & LaDuca, LLP","Cuneo, Gilbert & LaDuca, LLP",02000,,,extracted
?,,F0008,02000-115-F3,02000-115,,,True,False,False,ClassCounsel,Plaintiff,Firm,"Lockridge Grindal Nauen, PLLP","Lockridge Grindal Nauen, PLLP",02000,,,extracted
?,,F0081,02000-115-F4,02000-115,,,True,False,False,ClassCounsel,Plaintiff,Firm,"Pendley, Baudin & Coffin, LLP","Pendley, Baudin & Coffin, LLP",02000,,,extracted
?,,F0075,02000-115-F5,02000-115,,,True,False,False,ClassCounsel,Plaintiff,Firm,"Audet & Partners, LLP","Audet & Partners, LLP",02000,,,extracted
?,,F0016,02000-115-F6,02000-115,,,True,False,False,ClassCounsel,Plaintiff,Firm,Zimmerman Reed PLLP,Zimmerman Reed PLLP,02000,,,extracted
?,,F0040,02000-115-F7,02000-115,,,True,False,False,ClassCounsel,Plaintiff,Firm,"Whitfield Bryson & Mason, LLP","Whitfield Bryson & Mason, LLP",02000,,,extracted
?,,F0388,02000-115-F8,02000-115,,,True,False,False,ClassCounsel,Plaintiff,Firm,Halunen & Associates,Halunen & Associates,02000,,,extracted
?,,F0048,02000-115-F9,02000-115,,,True,False,False,ClassCounsel,Plaintiff,Firm,"Parker Waichman, LLP","Parker Waichman, LLP",02000,,,extracted
?,,F0004,02000-115-F10,02000-115,,,True,False,False,ClassCounsel,Plaintiff,Firm,"Berger & Montague, P.C.","Berger & Montague, P.C.",02000,,,extracted
?,,F0002,02000-115-F11,02000-115,,,True,False,False,ClassCounsel,Plaintiff,Firm,Levin Fishbein Sedran and Berman,Levin Fishbein Sedran and Berman,02000,,,extracted
?,,F0255,02000-115-F12,02000-115,,,True,False,False,ClassCounsel,Plaintiff,Firm,"Reich & Binstock, LLP","Reich & Binstock, LLP",02000,,,extracted
?,,F0673,02000-115-F13,02000-115,,,True,False,False,ClassCounsel,Plaintiff,Firm,"Tate Law Group, LLC","Tate Law Group, LLC",02000,,,extracted
new,,F0780,2293-221-1,2293-221,,,True,False,False,Communications,Plaintiff,Firm,Attorney General of the State of Texas,Attorney General of the State of Texas,2293,,,extracted
new,,F0781,2293-221-2,2293-221,,,True,False,False,Communications,Plaintiff,Firm,Attorney General of the State of Connecticut,Attorney General of the State of Connecticut,2293,,,extracted
new,,F0782,2293-221-3,2293-221,,,True,False,False,Communications,Plaintiff,Firm,Attorney General of the State of Ohio,Attorney General of the State of Ohio,2293,,,extracted
new,A2064,F1130,2299-5336-1,2299-5336,Dugas,David,True,False,False,LeadCounsel,Defendant,Individual,McGlinchey Stafford PLLC,David Dugas,2299,,,extracted
new,,F1130,2299-5336-F1,2299-5336,,,True,False,False,LeadCounsel,Defendant,Firm,McGlinchey Stafford PLLC,McGlinchey Stafford PLLC,2299,,,extracted
new,A2065,F0394,2299-561-1,2299-561,Gourley,Sara,True,False,False,LeadCounsel,Defendant,Individual,Sidley Austin (Chicago),Sara Gourley,2299,,,extracted
new,,F0394,2299-561-F1,2299-561,,,True,False,False,LeadCounsel,Defendant,Firm,Sidley Austin (Chicago),Sidley Austin (Chicago),2299,,,extracted
new,,F1131,2293-373-1,2293-373,,,True,False,False,Communications,Plaintiff,Firm,Attorneys General of the State of Texas,Attorneys General of the State of Texas,2293,,,extracted
new,,F1132,2293-373-2,2293-373,,,True,False,False,Communications,Plaintiff,Firm,Attorneys General of the State of Connecticut,Attorneys General of the State of Connecticut,2293,,,extracted
new,,F1133,2293-373-3,2293-373,,,True,False,False,Communications,Plaintiff,Firm,Attorneys General of the State of Ohio,Attorneys General of the State of Ohio,2293,,,extracted
new,,F0001,2293-373-4,2293-373,,,True,False,False,ClassCounsel,Plaintiff,Firm,Hagens Berman Sobol Shapiro LLP,Hagens Berman Sobol Shapiro LLP,2293,,,extracted
new,,F0006,2293-373-5,2293-373,,,True,False,False,ClassCounsel,Plaintiff,Firm,Cohen Milstein Sellers & Toll PLLC,Cohen Milstein Sellers & Toll PLLC,2293,,,extracted
new,A0158,F0343,2308-161-1,2308-161,Johnson,Ronald,True,False,False,LeadCounsel; Management,Plaintiff,Individual,"Schachter, Hendy & Johnson, PSC",Ronald Johnson,2308,,,extracted
new,A0380,F0263,2308-161-2,2308-161,Jenner,Robert,True,False,False,LeadCounsel; Management,Plaintiff,Individual,"Janet, Jenner & Suggs, LLC",Robert Jenner,2308,,,extracted
new,A1166,F0343,2308-161-3,2308-161,Hendy,Penny,True,False,False,Communications; Management,Plaintiff,Individual,"Schachter, Hendy & Johnson, PSC",Penny Hendy,2308,,,extracted
new,,F0343,2308-161-F1,2308-161,,,True,False,False,LeadCounsel; Management; Communications,Plaintiff,Firm,"Schachter, Hendy & Johnson, PSC","Schachter, Hendy & Johnson, PSC",2308,,,extracted
new,,F0263,2308-161-F2,2308-161,,,True,False,False,LeadCounsel; Management,Plaintiff,Firm,"Janet, Jenner & Suggs, LLC","Janet, Jenner & Suggs, LLC",2308,,,extracted
new,A0311,F0292,2314-63-1,2314-63,Straite,David,False,True,True,LeadCounsel,Plaintiff,Individual,STEWARTS LAW US LLP,David Straite,2314,,,extracted
new,A1167,F0292,2314-63-2,2314-63,Sianni,Ralph,False,True,True,LeadCounsel,Plaintiff,Individual,STEWARTS LAW US LLP,Ralph Sianni,2314,,,extracted
new,A2066,F0292,2314-63-3,2314-63,Carino,Michele,False,True,True,LeadCounsel,Plaintiff,Individual,STEWARTS LAW US LLP,Michele Carino,2314,,,extracted
new,A2067,F0292,2314-63-4,2314-63,York,Lydia,False,True,True,LeadCounsel,Plaintiff,Individual,STEWARTS LAW US LLP,Lydia York,2314,,,extracted
new,,F0292,2314-63-F1,2314-63,,,False,True,True,LeadCounsel,Plaintiff,Firm,STEWARTS LAW US LLP,STEWARTS LAW US LLP,2314,,,extracted
new,,F0005,2302-120-1,2302-120,,,True,False,False,ClassCounsel,Plaintiff,Firm,"Lieff, Cabraser, Heimann & Bernstein, LLP","Lieff, Cabraser, Heimann & Bernstein, LLP",2302,,,extracted
new,A0055,F0116,2308-934-1,2308-934,Blood,Timothy,True,False,False,ClassCounsel,Plaintiff,Individual,"Blood Hurst & O’Reardon, LLP",Timothy Blood,2308,,,extracted
new,A0628,F0020,2308-934-2,2308-934,Pollack,Janine,True,False,False,ClassCounsel,Plaintiff,Individual,Milberg LLP,Janine Pollack,2308,,,extracted
new,,F0116,2308-934-F1,2308-934,,,True,False,False,ClassCounsel,Plaintiff,Firm,"Blood Hurst & O’Reardon, LLP","Blood Hurst & O’Reardon, LLP",2308,,,extracted
new,,F0020,2308-934-F2,2308-934,,,True,False,False,ClassCounsel,Plaintiff,Firm,Milberg LLP,Milberg LLP,2308,,,extracted
new,A0305,F0407,2314-80-1,2314-80,Grygiel,Stephen,True,False,True,Management,Plaintiff,Individual,"Silverman, Thompson, Slutkin & White LLC",Stephen Grygiel,2314,,,extracted
new,A0311,F0010,2314-80-2,2314-80,Straite,David,True,False,True,Management,Plaintiff,Individual,"Kaplan Fox & Kilsheimer, LLP",David Straite,2314,,,extracted
new,A1168,F0177,2314-80-3,2314-80,Frickleton,James,True,False,True,Management,Plaintiff,Individual,"Bartimus, Frickleton, Robertson & Goza, P.C.",James Frickleton,2314,,,extracted
new,,F0407,2314-80-F1,2314-80,,,True,False,True,Management,Plaintiff,Firm,"Silverman, Thompson, Slutkin & White LLC","Silverman, Thompson, Slutkin & White LLC",2314,,,extracted
new,,F0010,2314-80-F2,2314-80,,,True,False,True,Management,Plaintiff,Firm,"Kaplan Fox & Kilsheimer, LLP","Kaplan Fox & Kilsheimer, LLP",2314,,,extracted
new,,F0177,2314-80-F3,2314-80,,,True,False,True,Management,Plaintiff,Firm,"Bartimus, Frickleton, Robertson & Goza, P.C.","Bartimus, Frickleton, Robertson & Goza, P.C.",2314,,,extracted
new,A0158,F0343,2308-2940-1,2308-2940,Johnson,Ronald,False,True,False,LeadCounsel,Plaintiff,Individual,"Schachter, Hendy & Johnson, PSC",Ronald Johnson,2308,,,extracted
new,A1166,F0343,2308-2940-2,2308-2940,Hendy,Penny,False,True,False,LeadCounsel,Plaintiff,Individual,"Schachter, Hendy & Johnson, PSC",Penny Hendy,2308,,,extracted
new,A2068,F0343,2308-2940-3,2308-2940,Vaughn,Jay,False,True,False,LeadCounsel,Plaintiff,Individual,"Schachter, Hendy & Johnson, PSC",Jay Vaughn,2308,,,extracted
new,,F0343,2308-2940-F1,2308-2940,,,False,True,False,LeadCounsel,Plaintiff,Firm,"Schachter, Hendy & Johnson, PSC","Schachter, Hendy & Johnson, PSC",2308,,,extracted
new,A0055,F0116,2308-148-1,2308-148,Blood,Timothy,True,False,False,ClassCounsel,Plaintiff,Individual,Blood Hurst & O’Reardon LLP,Timothy Blood,2308,,,extracted
new,A0628,F0020,2308-148-2,2308-148,Pollack,Janine,True,False,False,ClassCounsel,Plaintiff,Individual,Milberg LLP,Janine Pollack,2308,,,extracted
new,,F0116,2308-148-F1,2308-148,,,True,False,False,ClassCounsel,Plaintiff,Firm,Blood Hurst & O’Reardon LLP,Blood Hurst & O’Reardon LLP,2308,,,extracted
new,,F0020,2308-148-F2,2308-148,,,True,False,False,ClassCounsel,Plaintiff,Firm,Milberg LLP,Milberg LLP,2308,,,extracted
new,A2069,,2328-134-1,2328-134,Lee,Wayne,True,False,False,Communications,Defendant,Individual,,Wayne Lee,2328,,,extracted
new,A0305,F0545,2314-66-1,2314-66,Grygiel,Stephen,True,False,True,Management,Plaintiff,Individual,"Keefe Bartels, LLC",Stephen Grygiel,2314,,,extracted
